sentence_id,sentence,cleaned_sentence,tokens
188,Only a few yards ahead dark shapes loomed up in the stream and he heard the swirl of racing water.,only a few yards ahead dark shapes loomed up in the stream and he heard the swirl of racing water,yards ahead dark shapes loomed stream heard swirl racing water
189,"There was a swift current which swung left, towards the eastern shore where the channel was clear.",there was a swift current which swung left towards the eastern shore where the channel was clear,swift current swung left towards eastern shore channel clear
190,"As they were swept aside the travellers could see, now very close, the pale foam of the River lashing against sharp rocks that were thrust out far into the stream like a ridge of teeth.",as they were swept aside the travellers could see now very close the pale foam of the river lashing against sharp rocks that were thrust out far into the stream like a ridge of teeth,swept aside travellers could see close pale foam river lashing sharp rocks thrust far stream like ridge teeth
191,The boats were all huddled together.,the boats were all huddled together,boats huddled together
192,"`Hoy there, Aragorn! '",hoy there aragorn,hoy aragorn
193,"shouted Boromir, as his boat bumped into the leader.",shouted boromir as his boat bumped into the leader,shouted boromir boat bumped leader
194,`This is madness!,this is madness,madness
195,We cannot dare the Rapids by night!,we cannot dare the rapids by night,dare rapids night
196,"But no boat can live in Sarn Gebir, be it night or day.'",but no boat can live in sarn gebir be it night or day,boat live sarn gebir night day
197,"`Back, back! '",back back,back back
198,cried Aragorn.,cried aragorn,cried aragorn
199,'Turn!,turn,turn
200,Turn if you can! ',turn if you can,turn
201,"He drove his paddle into the water, trying to hold the boat and bring it round.",he drove his paddle into the water trying to hold the boat and bring it round,drove paddle water trying hold boat bring round
202,"'I am out of my reckoning,' he said to Frodo.",i am out of my reckoning he said to frodo,reckoning said frodo
203,'I did not know that we had come so far: Anduin flows faster than I thought.,i did not know that we had come so far anduin flows faster than i thought,know come far anduin flows faster thought
204,Sarn Gebir must be close at hand already.',sarn gebir must be close at hand already,sarn gebir must close hand already
205,"With great efforts they checked the boats and slowly brought them about; but at first they could make only small headway against the current, and all the time they were carried nearer and nearer to the eastern bank.",with great efforts they checked the boats and slowly brought them about but at first they could make only small headway against the current and all the time they were carried nearer and nearer to the eastern bank,great efforts checked boats slowly brought first could make small headway current time carried nearer nearer eastern bank
206,Now dark and ominous it loomed up in the night.,now dark and ominous it loomed up in the night,dark ominous loomed night
207,"'All together, paddle! '",all together paddle,together paddle
208,shouted Boromir.,shouted boromir,shouted boromir
209,'Paddle!,paddle,paddle
210,Or we shall be driven on the shoals.',or we shall be driven on the shoals,shall driven shoals
211,Even as he spoke Frodo felt the keel beneath him grate upon stone.,even as he spoke frodo felt the keel beneath him grate upon stone,even spoke frodo felt keel beneath grate upon stone
212,"At that moment there was a twang of bowstrings: several arrows whistled over them, and some fell among them.",at that moment there was a twang of bowstrings several arrows whistled over them and some fell among them,moment twang bowstrings several arrows whistled fell among
213,"One smote Frodo between the shoulders and he lurched forward with a cry, letting go his paddle: but the arrow fell back.",one smote frodo between the shoulders and he lurched forward with a cry letting go his paddle but the arrow fell back,one smote frodo shoulders lurched forward cry letting go paddle arrow fell back
214,foiled by his hidden coat of mail.,foiled by his hidden coat of mail,foiled hidden coat mail
215,"Another passed through Aragorn's hood; and a third stood fast in the gunwale of the second boat, close by Merry's hand.",another passed through aragorns hood and a third stood fast in the gunwale of the second boat close by merrys hand,another passed aragorns hood third stood fast gunwale second boat close merrys hand
216,Sam thought he could glimpse black figures running to and fro upon the long shingle-banks that lay under the eastern shore.,sam thought he could glimpse black figures running to and fro upon the long shinglebanks that lay under the eastern shore,sam thought could glimpse black figures running fro upon long shinglebanks lay eastern shore
217,They seemed very near.,they seemed very near,seemed near
218,"`_Yrch!_' said Legolas, falling into his own tongue.",yrch said legolas falling into his own tongue,yrch said legolas falling tongue
219,`Orcs! ',orcs,orcs
220,cried Gimli.,cried gimli,cried gimli
221,"`Gollum's doing, I'll be bound.'",gollums doing ill be bound,gollums ill bound
222,said Sam to Frodo.,said sam to frodo,said sam frodo
223,"`And a nice place to choose, too.",and a nice place to choose too,nice place choose
224,The River seems set on taking us right into their arms! ',the river seems set on taking us right into their arms,river seems set taking us right arms
225,They all leaned forward straining at the paddles: even Sam took a hand.,they all leaned forward straining at the paddles even sam took a hand,leaned forward straining paddles even sam took hand
226,Every moment they expected to feel the bite of black-feathered arrows.,every moment they expected to feel the bite of blackfeathered arrows,every moment expected feel bite blackfeathered arrows
227,Many whined overhead or struck the water nearby; but there were no more hits.,many whined overhead or struck the water nearby but there were no more hits,many whined overhead struck water nearby hits
228,"It was dark, but not too dark for the night-eyes of Orcs, and in the star-glimmer they must have offered their cunning foes some mark, unless it was that the grey cloaks Of Lórien and the grey timber of the elf-wrought boats defeated the malice of the archers of Mordor.",it was dark but not too dark for the nighteyes of orcs and in the starglimmer they must have offered their cunning foes some mark unless it was that the grey cloaks of lorien and the grey timber of the elfwrought boats defeated the malice of the archers of mordor,dark dark nighteyes orcs starglimmer must offered cunning foes mark unless grey cloaks lorien grey timber elfwrought boats defeated malice archers mordor
229,Stroke by stroke they laboured on.,stroke by stroke they laboured on,stroke stroke laboured
230,"In the darkness it was hard to be sure that they were indeed moving at all; but slowly the swirl of the water grew less, and the shadow of the eastern bank faded back into the night.",in the darkness it was hard to be sure that they were indeed moving at all but slowly the swirl of the water grew less and the shadow of the eastern bank faded back into the night,darkness hard sure indeed moving slowly swirl water grew less shadow eastern bank faded back night
231,"At last, as far as they could judge, they had reached the middle of the stream again and had driven their boats back some distance above the jutting rocks.",at last as far as they could judge they had reached the middle of the stream again and had driven their boats back some distance above the jutting rocks,last far could judge reached middle stream driven boats back distance jutting rocks
232,Then half turning they thrust them with all their strength towards the western shore.,then half turning they thrust them with all their strength towards the western shore,half turning thrust strength towards western shore
233,Under the shadow Of bushes leaning out over the water they halted and drew breath.,under the shadow of bushes leaning out over the water they halted and drew breath,shadow bushes leaning water halted drew breath
234,Legolas laid down his paddle and took up the bow that he had brought from Lórien.,legolas laid down his paddle and took up the bow that he had brought from lorien,legolas laid paddle took bow brought lorien
235,Then he sprang ashore and climbed a few paces up the bank.,then he sprang ashore and climbed a few paces up the bank,sprang ashore climbed paces bank
236,"Stringing the bow and fitting an arrow he turned, peering back over the River into the darkness.",stringing the bow and fitting an arrow he turned peering back over the river into the darkness,stringing bow fitting arrow turned peering back river darkness
237,"Across the water there were shrill cries, but nothing could be seen.",across the water there were shrill cries but nothing could be seen,across water shrill cries nothing could seen
238,"Frodo looked up at the Elf standing tall above him, as he gazed into the night, seeking a mark to shoot at.",frodo looked up at the elf standing tall above him as he gazed into the night seeking a mark to shoot at,frodo looked elf standing tall gazed night seeking mark shoot
239,"His head was dark, crowned with sharp white stars that glittered in the black pools of the sky behind.",his head was dark crowned with sharp white stars that glittered in the black pools of the sky behind,head dark crowned sharp white stars glittered black pools sky behind
240,"But now rising and sailing up from the South the great clouds advanced, sending out dark outriders into the starry fields.",but now rising and sailing up from the south the great clouds advanced sending out dark outriders into the starry fields,rising sailing south great clouds advanced sending dark outriders starry fields
241,A sudden dread fell on the Company.,a sudden dread fell on the company,sudden dread fell company
242,`_Elbereth Gilthoniel!_' sighed Legolas as he looked up.,elbereth gilthoniel sighed legolas as he looked up,elbereth gilthoniel sighed legolas looked
243,"Even as he did so, a dark shape, like a cloud and yet not a cloud, for it moved far more swiftly, came out of the blackness in the South, and sped towards the Company, blotting out all light as it approached.",even as he did so a dark shape like a cloud and yet not a cloud for it moved far more swiftly came out of the blackness in the south and sped towards the company blotting out all light as it approached,even dark shape like cloud yet cloud moved far swiftly came blackness south sped towards company blotting light approached
244,"Soon it appeared as a great winged creature, blacker than the pits in the night.",soon it appeared as a great winged creature blacker than the pits in the night,soon appeared great winged creature blacker pits night
245,Fierce voices rose up to greet it from across the water.,fierce voices rose up to greet it from across the water,fierce voices rose greet across water
246,"Frodo felt a sudden chill running through him and clutching at his heart; there was a deadly cold, like the memory of an old wound, in his shoulder.",frodo felt a sudden chill running through him and clutching at his heart there was a deadly cold like the memory of an old wound in his shoulder,frodo felt sudden chill running clutching heart deadly cold like memory old wound shoulder
247,"He crouched down, as if to hide.",he crouched down as if to hide,crouched hide
248,Suddenly the great bow of Lórien sang.,suddenly the great bow of lorien sang,suddenly great bow lorien sang
249,Shrill went the arrow from the elven-string.,shrill went the arrow from the elvenstring,shrill went arrow elvenstring
250,Frodo looked up.,frodo looked up,frodo looked
251,Almost above him the winged shape swerved.,almost above him the winged shape swerved,almost winged shape swerved
252,"There was a harsh croaking scream, as it fell out of the air, vanishing down into the gloom of the eastern shore.",there was a harsh croaking scream as it fell out of the air vanishing down into the gloom of the eastern shore,harsh croaking scream fell air vanishing gloom eastern shore
253,The sky was clean again.,the sky was clean again,sky clean
254,"There was a tumult of many voices far away, cursing and wailing in the darkness, and then silence.",there was a tumult of many voices far away cursing and wailing in the darkness and then silence,tumult many voices far away cursing wailing darkness silence
255,Neither shaft nor cry came again from the east that night.,neither shaft nor cry came again from the east that night,neither shaft cry came east night
256,After a while Aragorn led the boats back upstream.,after a while aragorn led the boats back upstream,aragorn led boats back upstream
257,"They felt their way along the water's edge for some distance, until they found a small shallow bay.",they felt their way along the waters edge for some distance until they found a small shallow bay,felt way along waters edge distance found small shallow bay
258,"A few low trees grew there close to the water, and behind them rose a steep rocky bank.",a few low trees grew there close to the water and behind them rose a steep rocky bank,low trees grew close water behind rose steep rocky bank
259,Here the Company decided to stay and await the dawn: it was useless to attempt to move further by night.,here the company decided to stay and await the dawn it was useless to attempt to move further by night,company decided stay await dawn useless attempt move night
260,"They made no camp and lit no fire, but lay huddled in the boats, moored close together.",they made no camp and lit no fire but lay huddled in the boats moored close together,made camp lit fire lay huddled boats moored close together
261,"'Praised be the bow of Galadriel, and the hand and eye of Legolas! '",praised be the bow of galadriel and the hand and eye of legolas,praised bow galadriel hand eye legolas
262,"said Gimli, as he munched a wafer of _lembas_.",said gimli as he munched a wafer of lembas,said gimli munched wafer lembas
263,"'That was a mighty shot in the dark, my friend!'",that was a mighty shot in the dark my friend,mighty shot dark friend
264,'But who can say what it hit?',but who can say what it hit,say hit
265,said Legolas.,said legolas,said legolas
266,"'I cannot,' said Gimli.",i cannot said gimli,said gimli
267,`But I am glad that the shadow came no nearer.,but i am glad that the shadow came no nearer,glad shadow came nearer
268,I liked it not at all.,i liked it not at all,liked
269,"Too much it reminded me of the shadow in Moria  the shadow of the Balrog,' he ended in a whisper.",too much it reminded me of the shadow in moria the shadow of the balrog he ended in a whisper,much reminded shadow moria shadow balrog ended whisper
270,"'It was not a Balrog,' said Frodo, still shivering with the chill that had come upon him.",it was not a balrog said frodo still shivering with the chill that had come upon him,balrog said frodo still shivering chill come upon
271,'It was something colder.,it was something colder,something colder
272,I think it was -' Then he paused and fell silent.,i think it was then he paused and fell silent,think paused fell silent
273,'What do you think? ',what do you think,think
274,"asked Boromir eagerly, leaning from his boat, as if he was trying to catch a glimpse of Frodo's face.",asked boromir eagerly leaning from his boat as if he was trying to catch a glimpse of frodos face,asked boromir eagerly leaning boat trying catch glimpse frodos face
275,"`I think  No, I will not say,' answered Frodo.",i think no i will not say answered frodo,think say answered frodo
276,"`Whatever it was, its fall has dismayed our enemies.'",whatever it was its fall has dismayed our enemies,whatever fall dismayed enemies
277,"`So it seems,' said Aragorn.",so it seems said aragorn,seems said aragorn
278,"`Yet where they are, and how many, and what they will do next, we do not know.",yet where they are and how many and what they will do next we do not know,yet many next know
279,This night we must all be sleepless!,this night we must all be sleepless,night must sleepless
280,Dark hides us now.,dark hides us now,dark hides us
281,But what the day will show who can tell?,but what the day will show who can tell,day show tell
282,Have your weapons close to hand! ',have your weapons close to hand,weapons close hand
283,"Sam sat tapping the hilt of his sword as if he were counting on his fingers, and looking up at the sky.",sam sat tapping the hilt of his sword as if he were counting on his fingers and looking up at the sky,sam sat tapping hilt sword counting fingers looking sky
284,"`It's very strange,' he murmured.",its very strange he murmured,strange murmured
285,"`The Moon's the same in the Shire and in Wilderland, or it ought to be.",the moons the same in the shire and in wilderland or it ought to be,moons shire wilderland ought
286,"But either it's out of its running, or I'm all wrong in my reckoning.",but either its out of its running or im all wrong in my reckoning,either running im wrong reckoning
287,"You'll remember, Mr. Frodo, the Moon was waning as we lay on the flet up in that tree: a week from the full, I reckon.",youll remember mr frodo the moon was waning as we lay on the flet up in that tree a week from the full i reckon,youll remember mr frodo moon waning lay flet tree week full reckon
288,"And we'd been a week on the way last night, when up pops a New Moon as thin as a nail-paring, as if we had never stayed no time in the Elvish country.",and wed been a week on the way last night when up pops a new moon as thin as a nailparing as if we had never stayed no time in the elvish country,wed week way last night pops new moon thin nailparing never stayed time elvish country
289,"`Well, I can remember three nights there for certain, and I seem to remember several more, but I would take my oath it was never a whole month.",well i can remember three nights there for certain and i seem to remember several more but i would take my oath it was never a whole month,well remember three nights certain seem remember several would take oath never whole month
290,Anyone would think that time did not count in there! ',anyone would think that time did not count in there,anyone would think time count
291,"`And perhaps that was the way of it,' said Frodo.",and perhaps that was the way of it said frodo,perhaps way said frodo
292,"`In that land, maybe, we were in a time that has elsewhere long gone by.",in that land maybe we were in a time that has elsewhere long gone by,land maybe time elsewhere long gone
293,"It was not, I think, until Silverlode bore us back to Anduin that we returned to the time that flows through mortal lands to the Great Sea.",it was not i think until silverlode bore us back to anduin that we returned to the time that flows through mortal lands to the great sea,think silverlode bore us back anduin returned time flows mortal lands great sea
294,"And I don't remember any moon, either new or old, in Caras Galadhon: only stars by night and sun by day.'",and i dont remember any moon either new or old in caras galadhon only stars by night and sun by day,dont remember moon either new old caras galadhon stars night sun day
295,Legolas stirred in his boat.,legolas stirred in his boat,legolas stirred boat
296,"`Nay, time does not tarry ever,' he said; `but change and growth is not in all things and places alike.",nay time does not tarry ever he said but change and growth is not in all things and places alike,nay time tarry ever said change growth things places alike
297,"For the Elves the world moves, and it moves both very swift and very slow.",for the elves the world moves and it moves both very swift and very slow,elves world moves moves swift slow
298,"Swift, because they themselves change little, and all else fleets by: it is a grief to them.",swift because they themselves change little and all else fleets by it is a grief to them,swift change little else fleets grief
299,"Slow, because they do not count the running years, not for themselves.",slow because they do not count the running years not for themselves,slow count running years
300,The passing seasons are but ripples ever repeated in the long long stream.,the passing seasons are but ripples ever repeated in the long long stream,passing seasons ripples ever repeated long long stream
301,Yet beneath the Sun all things must wear to an end at last.',yet beneath the sun all things must wear to an end at last,yet beneath sun things must wear end last
302,"`But the wearing is slow in Lórien,' said Frodo.",but the wearing is slow in lorien said frodo,wearing slow lorien said frodo
303,`The power of the Lady is on it.,the power of the lady is on it,power lady
304,"Rich are the hours, though short they seem, in Caras Galadhon, where Galadriel wields the Elven-ring.'",rich are the hours though short they seem in caras galadhon where galadriel wields the elvenring,rich hours though short seem caras galadhon galadriel wields elvenring
305,"'That should not have been said outside Lórien, not even to me,' said Aragorn.",that should not have been said outside lorien not even to me said aragorn,said outside lorien even said aragorn
306,`Speak no more of it!,speak no more of it,speak
307,"But so it is, Sam: in that land you lost your count.",but so it is sam in that land you lost your count,sam land lost count
308,"There time flowed swiftly by us, as for the Elves.",there time flowed swiftly by us as for the elves,time flowed swiftly us elves
309,"The old moon passed, and a new moon waxed and waned in the world outside, while we tarried there.",the old moon passed and a new moon waxed and waned in the world outside while we tarried there,old moon passed new moon waxed waned world outside tarried
310,And yestereve a new moon came again.,and yestereve a new moon came again,yestereve new moon came
311,Winter is nearly gone.,winter is nearly gone,winter nearly gone
312,Time flows on to a spring of little hope.',time flows on to a spring of little hope,time flows spring little hope
313,The night passed silently.,the night passed silently,night passed silently
314,No voice or call was heard again across the water.,no voice or call was heard again across the water,voice call heard across water
315,The travellers huddled in their boats felt the changing of the weather.,the travellers huddled in their boats felt the changing of the weather,travellers huddled boats felt changing weather
316,The air grew warm and very still under the great moist clouds that had floated up from the South and the distant seas.,the air grew warm and very still under the great moist clouds that had floated up from the south and the distant seas,air grew warm still great moist clouds floated south distant seas
317,The rushing of the River over the rocks of the rapids seemed to grow louder and closer.,the rushing of the river over the rocks of the rapids seemed to grow louder and closer,rushing river rocks rapids seemed grow louder closer
318,The twigs of the trees above them began to drip.,the twigs of the trees above them began to drip,twigs trees began drip
319,When the day came the mood of the world about them had become soft and sad.,when the day came the mood of the world about them had become soft and sad,day came mood world become soft sad
320,"Slowly the dawn grew to a pale light, diffused and shadowless.",slowly the dawn grew to a pale light diffused and shadowless,slowly dawn grew pale light diffused shadowless
321,"There was mist on the River, and white fog swathed the shore; the far bank could not be seen.",there was mist on the river and white fog swathed the shore the far bank could not be seen,mist river white fog swathed shore far bank could seen
322,"`I can't abide fog,' said Sam; `but this seems to be a lucky one.",i cant abide fog said sam but this seems to be a lucky one,cant abide fog said sam seems lucky one
323,Now perhaps we can get away without those cursed goblins seeing us.',now perhaps we can get away without those cursed goblins seeing us,perhaps get away without cursed goblins seeing us
324,"`Perhaps so,' said Aragorn.",perhaps so said aragorn,perhaps said aragorn
325,`But it will be hard to find the path unless the fog lifts a little later on.,but it will be hard to find the path unless the fog lifts a little later on,hard find path unless fog lifts little later
326,"And we must find the path, if we are to pass Sarn Gebir and come to the Emyn Muil.'",and we must find the path if we are to pass sarn gebir and come to the emyn muil,must find path pass sarn gebir come emyn muil
327,"'I do not see why we should pass the Rapids or follow the River any further,' said Boromir.",i do not see why we should pass the rapids or follow the river any further said boromir,see pass rapids follow river said boromir
328,"`If the Emyn Muil lie before us, then we can abandon these cockle-boats, and strike westward and southward, until we come to the Entwash and cross into my own land.'",if the emyn muil lie before us then we can abandon these cockleboats and strike westward and southward until we come to the entwash and cross into my own land,emyn muil lie us abandon cockleboats strike westward southward come entwash cross land
329,"`We can, if we are making for Minas Tirith,' said Aragorn, `but that is not yet agreed.",we can if we are making for minas tirith said aragorn but that is not yet agreed,making minas tirith said aragorn yet agreed
330,And such a course may be more perilous than it sounds.,and such a course may be more perilous than it sounds,course may perilous sounds
331,"The vale of Entwash is flat and fenny, and fog is a deadly peril there for those on foot and laden.",the vale of entwash is flat and fenny and fog is a deadly peril there for those on foot and laden,vale entwash flat fenny fog deadly peril foot laden
332,I would not abandon our boats until we must.,i would not abandon our boats until we must,would abandon boats must
333,The River is at least a path that cannot be missed.',the river is at least a path that cannot be missed,river least path missed
334,"`But the Enemy holds the eastern bank,' objected Boromir.",but the enemy holds the eastern bank objected boromir,enemy holds eastern bank objected boromir
335,"`And even if you pass the Gates of Argonath and come unmolested to the Tindrock, what will you do then?",and even if you pass the gates of argonath and come unmolested to the tindrock what will you do then,even pass gates argonath come unmolested tindrock
336,Leap down the Falls and land in the marshes? ',leap down the falls and land in the marshes,leap falls land marshes
337,`No! ',no,
338,answered Aragorn.,answered aragorn,answered aragorn
339,"`Say rather that we will bear our boats by the ancient way to Rauros-foot, and there take to the water again.",say rather that we will bear our boats by the ancient way to raurosfoot and there take to the water again,say rather bear boats ancient way raurosfoot take water
340,"Do you not know, Boromir, or do you choose to forget the North Stair, and the high seat upon Amon Hen, that were made in the days of the great kings?",do you not know boromir or do you choose to forget the north stair and the high seat upon amon hen that were made in the days of the great kings,know boromir choose forget north stair high seat upon amon hen made days great kings
341,"I at least have a mind to stand in that high place again, before I decide my further course.",i at least have a mind to stand in that high place again before i decide my further course,least mind stand high place decide course
342,"There, maybe, we shall see some sign that will guide us.'",there maybe we shall see some sign that will guide us,maybe shall see sign guide us
343,"Boromir held out long against this choice; but when it became plain that Frodo would follow Aragorn, wherever he went, he gave in.",boromir held out long against this choice but when it became plain that frodo would follow aragorn wherever he went he gave in,boromir held long choice became plain frodo would follow aragorn wherever went gave
344,"'It is not the way of the Men of Minas Tirith to desert their friends at need,' he said, `and you will need my strength, if ever you are to reach the Tindrock.",it is not the way of the men of minas tirith to desert their friends at need he said and you will need my strength if ever you are to reach the tindrock,way men minas tirith desert friends need said need strength ever reach tindrock
345,"To the tall isle I will go, but no further.",to the tall isle i will go but no further,tall isle go
346,"There I shall turn to my home, alone if my help has not earned the reward of any companionship.'",there i shall turn to my home alone if my help has not earned the reward of any companionship,shall turn home alone help earned reward companionship
347,"The day was now growing, and the fog had lifted a little.",the day was now growing and the fog had lifted a little,day growing fog lifted little
348,"It was decided that Aragorn and Legolas should at once go forward along the shore, while the others remained by the boats.",it was decided that aragorn and legolas should at once go forward along the shore while the others remained by the boats,decided aragorn legolas go forward along shore others remained boats
349,Aragorn hoped to find some way by which they could carry both their boats and their baggage to the smoother water beyond the Rapids.,aragorn hoped to find some way by which they could carry both their boats and their baggage to the smoother water beyond the rapids,aragorn hoped find way could carry boats baggage smoother water beyond rapids
350,"`Boats of the Elves would not sink, maybe,' he said, `but that does not say that we should come through Sarn Gebir alive.",boats of the elves would not sink maybe he said but that does not say that we should come through sarn gebir alive,boats elves would sink maybe said say come sarn gebir alive
351,None have ever done so yet.,none have ever done so yet,none ever done yet
352,"No road was made by the Men of Gondor in this region, for even in their great days their realm did not reach up Anduin beyond the Emyn Muil; but there is a portage-way somewhere on the western shore, if I can find it.",no road was made by the men of gondor in this region for even in their great days their realm did not reach up anduin beyond the emyn muil but there is a portageway somewhere on the western shore if i can find it,road made men gondor region even great days realm reach anduin beyond emyn muil portageway somewhere western shore find
353,"It cannot yet have perished; for light boats used to journey out of Wilderland down to Osgiliath, and still did so until a few years ago, when the Orcs of Mordor began to multiply.'",it cannot yet have perished for light boats used to journey out of wilderland down to osgiliath and still did so until a few years ago when the orcs of mordor began to multiply,yet perished light boats used journey wilderland osgiliath still years ago orcs mordor began multiply
354,"'Seldom in my life has any boat come out of the North, and the Orcs prowl on the east-shore,' said Boromir.",seldom in my life has any boat come out of the north and the orcs prowl on the eastshore said boromir,seldom life boat come north orcs prowl eastshore said boromir
355,"`If you go forward, peril will grow with every mile, even if you find a path.'",if you go forward peril will grow with every mile even if you find a path,go forward peril grow every mile even find path
356,"`Peril lies ahead on every southward road,' answered Aragorn.",peril lies ahead on every southward road answered aragorn,peril lies ahead every southward road answered aragorn
357,`Wait for us one day.,wait for us one day,wait us one day
358,"If we do not return in that time, you will know that evil has indeed befallen us.",if we do not return in that time you will know that evil has indeed befallen us,return time know evil indeed befallen us
359,Then you must take a new leader and follow him as best you can.',then you must take a new leader and follow him as best you can,must take new leader follow best
360,It was with a heavy heart that Frodo saw Aragorn and Legolas climb the steep bank and vanish into the mists; but his fears proved groundless.,it was with a heavy heart that frodo saw aragorn and legolas climb the steep bank and vanish into the mists but his fears proved groundless,heavy heart frodo saw aragorn legolas climb steep bank vanish mists fears proved groundless
361,"Only two or three hours had passed, and it was barely mid-day, when the shadowy shapes of the explorers appeared again.",only two or three hours had passed and it was barely midday when the shadowy shapes of the explorers appeared again,two three hours passed barely midday shadowy shapes explorers appeared
362,"`All is well,' said Aragorn, as he clambered down the bank.",all is well said aragorn as he clambered down the bank,well said aragorn clambered bank
363,"'There is a track, and it leads to a good landing that is still serviceable.",there is a track and it leads to a good landing that is still serviceable,track leads good landing still serviceable
364,"The distance is not great: the head of the Rapids is but half a mile below us, and they are little more than a mile long.",the distance is not great the head of the rapids is but half a mile below us and they are little more than a mile long,distance great head rapids half mile us little mile long
365,"Not far beyond them the stream becomes clear and smooth again, though it runs swiftly.",not far beyond them the stream becomes clear and smooth again though it runs swiftly,far beyond stream becomes clear smooth though runs swiftly
366,Our hardest task will be to get our boats and baggage to the old portage-way.,our hardest task will be to get our boats and baggage to the old portageway,hardest task get boats baggage old portageway
367,"We have found it, but it lies well back from the water-side here, and runs under the lee of a rock-wall, a furlong or more from the shore.",we have found it but it lies well back from the waterside here and runs under the lee of a rockwall a furlong or more from the shore,found lies well back waterside runs lee rockwall furlong shore
368,We did not find where the northward landing lies.,we did not find where the northward landing lies,find northward landing lies
369,"If it still remains, we must have passed it yesterday night.",if it still remains we must have passed it yesterday night,still remains must passed yesterday night
370,We might labour far upstream and yet miss it in the fog.,we might labour far upstream and yet miss it in the fog,might labour far upstream yet miss fog
371,"I fear we must leave the River now, and make for the portage-way as best we can from here.'",i fear we must leave the river now and make for the portageway as best we can from here,fear must leave river make portageway best
372,"`That would not be easy, even if we were all Men,' said Boromir.",that would not be easy even if we were all men said boromir,would easy even men said boromir
373,"`Yet such as we are we will try it,' said Aragorn.",yet such as we are we will try it said aragorn,yet try said aragorn
374,"'Aye, we will,' said Gimli.",aye we will said gimli,aye said gimli
375,"`The legs of Men will lag on a rough road, while a Dwarf goes on, be the burden twice his own weight, Master Boromir! '",the legs of men will lag on a rough road while a dwarf goes on be the burden twice his own weight master boromir,legs men lag rough road dwarf goes burden twice weight master boromir
376,"The task proved hard indeed, yet in the end it was done.",the task proved hard indeed yet in the end it was done,task proved hard indeed yet end done
377,"The goods were taken out of the boats and brought to the top of the bank, where there was a level space.",the goods were taken out of the boats and brought to the top of the bank where there was a level space,goods taken boats brought top bank level space
378,Then the boats were drawn out of the water and carried up.,then the boats were drawn out of the water and carried up,boats drawn water carried
379,They were far less heavy than any had expected.,they were far less heavy than any had expected,far less heavy expected
380,Of what tree growing in the elvish country they were made not even Legolas knew; but the wood was tough and yet strangely light.,of what tree growing in the elvish country they were made not even legolas knew but the wood was tough and yet strangely light,tree growing elvish country made even legolas knew wood tough yet strangely light
381,Merry and Pippin alone could carry their boat with ease along the flat.,merry and pippin alone could carry their boat with ease along the flat,merry pippin alone could carry boat ease along flat
382,Nonetheless it needed the strength of the two Men to lift and haul them over the ground that the Company now had to cross.,nonetheless it needed the strength of the two men to lift and haul them over the ground that the company now had to cross,nonetheless needed strength two men lift haul ground company cross
383,"It sloped up away from the River, a tumbled waste of grey limestone-boulders, with many hidden holes shrouded with weeds and bushes; there were thickets of brambles, and sheer dells; and here and there boggy pools fed by waters trickling from the terraces further inland.",it sloped up away from the river a tumbled waste of grey limestoneboulders with many hidden holes shrouded with weeds and bushes there were thickets of brambles and sheer dells and here and there boggy pools fed by waters trickling from the terraces further inland,sloped away river tumbled waste grey limestoneboulders many hidden holes shrouded weeds bushes thickets brambles sheer dells boggy pools fed waters trickling terraces inland
384,"One by one Boromir and Aragorn carried the boats, while the others toiled and scrambled after them with the baggage.",one by one boromir and aragorn carried the boats while the others toiled and scrambled after them with the baggage,one one boromir aragorn carried boats others toiled scrambled baggage
385,At last all was removed and laid on the portage-way.,at last all was removed and laid on the portageway,last removed laid portageway
386,"Then with little further hindrance, save from sprawling briars and many fallen stones, they moved forward all together.",then with little further hindrance save from sprawling briars and many fallen stones they moved forward all together,little hindrance save sprawling briars many fallen stones moved forward together
387,"Fog still hung in veils upon the crumbling rock-wall, and to their left mist shrouded the River: they could hear it rushing and foaming over the sharp shelves and stony teeth of Sarn Gebir, but they could not see it.",fog still hung in veils upon the crumbling rockwall and to their left mist shrouded the river they could hear it rushing and foaming over the sharp shelves and stony teeth of sarn gebir but they could not see it,fog still hung veils upon crumbling rockwall left mist shrouded river could hear rushing foaming sharp shelves stony teeth sarn gebir could see
388,"Twice they made the journey, before all was brought safe to the southern landing.",twice they made the journey before all was brought safe to the southern landing,twice made journey brought safe southern landing
389,"There the portage-way, turning back to the water-side, ran gently down to the shallow edge of a little pool.",there the portageway turning back to the waterside ran gently down to the shallow edge of a little pool,portageway turning back waterside ran gently shallow edge little pool
390,"It seemed to have been scooped in the river-side, not by hand, but by the water swirling down from Sarn Gebir against a low pier of rock that jutted out some way into the stream.",it seemed to have been scooped in the riverside not by hand but by the water swirling down from sarn gebir against a low pier of rock that jutted out some way into the stream,seemed scooped riverside hand water swirling sarn gebir low pier rock jutted way stream
391,"Beyond it the shore rose sheer into a grey cliff, and there was no further passage for those on foot.",beyond it the shore rose sheer into a grey cliff and there was no further passage for those on foot,beyond shore rose sheer grey cliff passage foot
392,"Already the short afternoon was past, and a dim cloudy dusk was closing in.",already the short afternoon was past and a dim cloudy dusk was closing in,already short afternoon past dim cloudy dusk closing
