sentence_id,sentence,cleaned_sentence,tokens
254,"At the moment that was their chief danger; for in the dark they could not see a descent, until they came on it, and put their feet out into emptiness.",at the moment that was their chief danger for in the dark they could not see a descent until they came on it and put their feet out into emptiness,moment chief danger dark could see descent came put feet emptiness
255,Gandalf felt the ground with his staff like a blind man.,gandalf felt the ground with his staff like a blind man,gandalf felt ground staff like blind man
256,"At the end of an hour they had gone a mile, or maybe a little more, and had descended many flights of stairs.",at the end of an hour they had gone a mile or maybe a little more and had descended many flights of stairs,end hour gone mile maybe little descended many flights stairs
257,There was still no sound of pursuit.,there was still no sound of pursuit,still sound pursuit
258,Almost they began to hope that they would escape.,almost they began to hope that they would escape,almost began hope would escape
259,At the bottom of the seventh flight Gandalf halted.,at the bottom of the seventh flight gandalf halted,bottom seventh flight gandalf halted
260,`It is getting hot! ',it is getting hot,getting hot
261,he gasped.,he gasped,gasped
262,`We ought to be down at least to the level of the Gates now.,we ought to be down at least to the level of the gates now,ought least level gates
263,Soon I think we should look for a left-hand turn to take us east.,soon i think we should look for a lefthand turn to take us east,soon think look lefthand turn take us east
264,I hope it is not far.,i hope it is not far,hope far
265,I am very weary.,i am very weary,weary
266,"I must rest here a moment, even if all the orcs ever spawned are after us.'",i must rest here a moment even if all the orcs ever spawned are after us,must rest moment even orcs ever spawned us
267,Gimli took his arm and helped him down to a seat on the step.,gimli took his arm and helped him down to a seat on the step,gimli took arm helped seat step
268,`What happened away up there at the door? ',what happened away up there at the door,happened away door
269,he asked.,he asked,asked
270,`Did you meet the beater of the drums? ',did you meet the beater of the drums,meet beater drums
271,"'I do not know,' answered Gandalf.",i do not know answered gandalf,know answered gandalf
272,`But I found myself suddenly faced by something that I have not met before.,but i found myself suddenly faced by something that i have not met before,found suddenly faced something met
273,I could think of nothing to do but to try and put a shutting-spell on the door.,i could think of nothing to do but to try and put a shuttingspell on the door,could think nothing try put shuttingspell door
274,"I know many; but to do things of that kind rightly requires time, and even then the door can be broken by strength.",i know many but to do things of that kind rightly requires time and even then the door can be broken by strength,know many things kind rightly requires time even door broken strength
275,`As I stood there I could hear orc-voices on the other side: at any moment I thought they would burst it open.,as i stood there i could hear orcvoices on the other side at any moment i thought they would burst it open,stood could hear orcvoices side moment thought would burst open
276,I could not hear what was said; they seemed to be talking in their own hideous language.,i could not hear what was said they seemed to be talking in their own hideous language,could hear said seemed talking hideous language
277,"All I caught was _ghâsh;_ that is ""fire"".",all i caught was ghash that is fire,caught ghash fire
278,"Then something came into the chamber  I felt it through the door, and the orcs themselves were afraid and fell silent.",then something came into the chamber i felt it through the door and the orcs themselves were afraid and fell silent,something came chamber felt door orcs afraid fell silent
279,"It laid hold of the iron ring, and then it perceived me and my spell.",it laid hold of the iron ring and then it perceived me and my spell,laid hold iron ring perceived spell
280,"'What it was I cannot guess, but I have never felt such a challenge.",what it was i cannot guess but i have never felt such a challenge,guess never felt challenge
281,The counter-spell was terrible.,the counterspell was terrible,counterspell terrible
282,It nearly broke me.,it nearly broke me,nearly broke
283,For an instant the door left my control and began to open!,for an instant the door left my control and began to open,instant door left control began open
284,I had to speak a word of Command.,i had to speak a word of command,speak word command
285,That proved too great a strain.,that proved too great a strain,proved great strain
286,The door burst in pieces.,the door burst in pieces,door burst pieces
287,"Something dark as a cloud was blocking out all the light inside, and I was thrown backwards down the stairs.",something dark as a cloud was blocking out all the light inside and i was thrown backwards down the stairs,something dark cloud blocking light inside thrown backwards stairs
288,"All the wall gave way, and the roof of the chamber as well, I think.",all the wall gave way and the roof of the chamber as well i think,wall gave way roof chamber well think
289,"`I am afraid Balin is buried deep, and maybe something else is buried there too.",i am afraid balin is buried deep and maybe something else is buried there too,afraid balin buried deep maybe something else buried
290,I cannot say.,i cannot say,say
291,But at least the passage behind us was completely blocked.,but at least the passage behind us was completely blocked,least passage behind us completely blocked
292,Ah!,ah,ah
293,"I have never felt so spent, but it is passing.",i have never felt so spent but it is passing,never felt spent passing
294,"And now what about you, Frodo?",and now what about you frodo,frodo
295,"There was not time to say so, but I have never been more delighted in my life than when you spoke.",there was not time to say so but i have never been more delighted in my life than when you spoke,time say never delighted life spoke
296,I feared that it was a brave but dead hobbit that Aragorn was carrying.',i feared that it was a brave but dead hobbit that aragorn was carrying,feared brave dead hobbit aragorn carrying
297,`What about me? ',what about me,
298,said Frodo.,said frodo,said frodo
299,"'I am alive, and whole I think.",i am alive and whole i think,alive whole think
300,"I am bruised and in pain, but it is not too bad.'",i am bruised and in pain but it is not too bad,bruised pain bad
301,"`Well,' said Aragorn, `I can only say that hobbits are made of a stuff so tough that I have never met the like of it.",well said aragorn i can only say that hobbits are made of a stuff so tough that i have never met the like of it,well said aragorn say hobbits made stuff tough never met like
302,"Had I known, I would have spoken softer in the Inn at Bree!",had i known i would have spoken softer in the inn at bree,known would spoken softer inn bree
303,That spear-thrust would have skewered a wild boar! ',that spearthrust would have skewered a wild boar,spearthrust would skewered wild boar
304,"'Well, it did not skewer me, I am glad to say,' said Frodo; `though I feel as if I had been caught between a hammer and an anvil.'",well it did not skewer me i am glad to say said frodo though i feel as if i had been caught between a hammer and an anvil,well skewer glad say said frodo though feel caught hammer anvil
305,He said no more.,he said no more,said
306,He found breathing painful.,he found breathing painful,found breathing painful
307,"'You take after Bilbo,' said Gandalf.",you take after bilbo said gandalf,take bilbo said gandalf
308,"`There is more about you than meets the eye, as I said of him long ago.'",there is more about you than meets the eye as i said of him long ago,meets eye said long ago
309,Frodo wondered if the remark meant more than it said.,frodo wondered if the remark meant more than it said,frodo wondered remark meant said
310,They now went on again.,they now went on again,went
311,Before long Gimli spoke.,before long gimli spoke,long gimli spoke
312,He had keen eyes in the dark.,he had keen eyes in the dark,keen eyes dark
313,"`I think,' he said, `that there is a light ahead.",i think he said that there is a light ahead,think said light ahead
314,But it is not daylight.,but it is not daylight,daylight
315,It is red.,it is red,red
316,What can it be? ',what can it be,
317,`_Ghâsh!_' muttered Gandalf.,ghash muttered gandalf,ghash muttered gandalf
318,`I wonder if that is what they meant: that the lower levels are on fire?,i wonder if that is what they meant that the lower levels are on fire,wonder meant lower levels fire
319,"Still, we can only go on.'",still we can only go on,still go
320,"Soon the light became unmistakable, and could be seen by all.",soon the light became unmistakable and could be seen by all,soon light became unmistakable could seen
321,It was flickering and glowing on the walls away down the passage before them.,it was flickering and glowing on the walls away down the passage before them,flickering glowing walls away passage
322,"They could now see their way: in front the road sloped down swiftly, and some way ahead there stood a low archway; through it the glowing light came.",they could now see their way in front the road sloped down swiftly and some way ahead there stood a low archway through it the glowing light came,could see way front road sloped swiftly way ahead stood low archway glowing light came
323,The air became very hot.,the air became very hot,air became hot
324,"When they came to the arch Gandalf went through, signing to them to wait.",when they came to the arch gandalf went through signing to them to wait,came arch gandalf went signing wait
325,As he stood just beyond the opening they saw his face lit by a red glow.,as he stood just beyond the opening they saw his face lit by a red glow,stood beyond opening saw face lit red glow
326,Quickly he stepped back.,quickly he stepped back,quickly stepped back
327,"`There is some new devilry here,' he said, 'devised for our welcome no doubt.",there is some new devilry here he said devised for our welcome no doubt,new devilry said devised welcome doubt
328,"But I know now where we are: we have reached the First Deep, the level immediately below the Gates.",but i know now where we are we have reached the first deep the level immediately below the gates,know reached first deep level immediately gates
329,"This is the Second Hall of Old Moria; and the Gates are near: away beyond the eastern end, on the left, not more than a quarter of a mile.",this is the second hall of old moria and the gates are near away beyond the eastern end on the left not more than a quarter of a mile,second hall old moria gates near away beyond eastern end left quarter mile
330,"Across the Bridge, up a broad stair, along a wide road through the First Hall, and out!",across the bridge up a broad stair along a wide road through the first hall and out,across bridge broad stair along wide road first hall
331,But come and look! ',but come and look,come look
332,They peered out.,they peered out,peered
333,Before them was another cavernous hall.,before them was another cavernous hall,another cavernous hall
334,It was loftier and far longer than the one in which they had slept.,it was loftier and far longer than the one in which they had slept,loftier far longer one slept
335,They were near its eastern end; westward it ran away into darkness.,they were near its eastern end westward it ran away into darkness,near eastern end westward ran away darkness
336,Down the centre stalked a double line of towering pillars.,down the centre stalked a double line of towering pillars,centre stalked double line towering pillars
337,They were carved like boles of mighty trees whose boughs upheld the roof with a branching tracery of stone.,they were carved like boles of mighty trees whose boughs upheld the roof with a branching tracery of stone,carved like boles mighty trees whose boughs upheld roof branching tracery stone
338,"Their stems were smooth and black, but a red glow was darkly mirrored in their sides.",their stems were smooth and black but a red glow was darkly mirrored in their sides,stems smooth black red glow darkly mirrored sides
339,"Right across the floor, close to the feet of two huge pillars a great fissure had opened.",right across the floor close to the feet of two huge pillars a great fissure had opened,right across floor close feet two huge pillars great fissure opened
340,"Out of it a fierce red light came, and now and again flames licked at the brink and curled about the bases of the columns.",out of it a fierce red light came and now and again flames licked at the brink and curled about the bases of the columns,fierce red light came flames licked brink curled bases columns
341,Wisps of dark smoke wavered in the hot air.,wisps of dark smoke wavered in the hot air,wisps dark smoke wavered hot air
342,"'If we had come by the main road down from the upper halls, we should have been trapped here,' said Gandalf.",if we had come by the main road down from the upper halls we should have been trapped here said gandalf,come main road upper halls trapped said gandalf
343,`Let us hope that the fire now lies between us and pursuit.,let us hope that the fire now lies between us and pursuit,let us hope fire lies us pursuit
344,Come!,come,come
345,There is no time to lose.',there is no time to lose,time lose
346,"Even as he spoke they heard again the pursuing drum-beat: _Doom, doom, doom_.",even as he spoke they heard again the pursuing drumbeat doom doom doom,even spoke heard pursuing drumbeat doom doom doom
347,Away beyond the shadows at the western end of the hall there came cries and horn-calls.,away beyond the shadows at the western end of the hall there came cries and horncalls,away beyond shadows western end hall came cries horncalls
348,"_Doom, doom_: the pillars seemed to tremble and the flames to quiver.",doom doom the pillars seemed to tremble and the flames to quiver,doom doom pillars seemed tremble flames quiver
349,`Now for the last race! ',now for the last race,last race
350,said Gandalf.,said gandalf,said gandalf
351,'If the sun is shining outside we may still escape.,if the sun is shining outside we may still escape,sun shining outside may still escape
352,After me! ',after me,
353,He turned left and sped across the smooth floor of the hall.,he turned left and sped across the smooth floor of the hall,turned left sped across smooth floor hall
354,The distance was greater than it had looked.,the distance was greater than it had looked,distance greater looked
355,As they ran they heard the beat and echo of many hurrying feet behind.,as they ran they heard the beat and echo of many hurrying feet behind,ran heard beat echo many hurrying feet behind
356,A shrill yell went up: they had been seen.,a shrill yell went up they had been seen,shrill yell went seen
357,There was a ring and clash of steel.,there was a ring and clash of steel,ring clash steel
358,An arrow whistled over Frodo's head.,an arrow whistled over frodos head,arrow whistled frodos head
359,Boromir laughed.,boromir laughed,boromir laughed
360,"`They did not expect this,' he said.",they did not expect this he said,expect said
361,`The fire has cut them off.,the fire has cut them off,fire cut
362,We are on the wrong side! ',we are on the wrong side,wrong side
363,`Look ahead! ',look ahead,look ahead
364,called Gandalf.,called gandalf,called gandalf
365,`The Bridge is near.,the bridge is near,bridge near
366,It is dangerous and narrow.',it is dangerous and narrow,dangerous narrow
367,Suddenly Frodo saw before him a black chasm.,suddenly frodo saw before him a black chasm,suddenly frodo saw black chasm
368,At the end of the hall the floor vanished and fell to an unknown depth.,at the end of the hall the floor vanished and fell to an unknown depth,end hall floor vanished fell unknown depth
369,"The outer door could only be reached by a slender bridge of stone, without kerb or rail, that spanned the chasm with one curving spring of fifty feet.",the outer door could only be reached by a slender bridge of stone without kerb or rail that spanned the chasm with one curving spring of fifty feet,outer door could reached slender bridge stone without kerb rail spanned chasm one curving spring fifty feet
370,It was an ancient defence of the Dwarves against any enemy that might capture the First Hall and the outer passages.,it was an ancient defence of the dwarves against any enemy that might capture the first hall and the outer passages,ancient defence dwarves enemy might capture first hall outer passages
371,They could only pass across it in single file.,they could only pass across it in single file,could pass across single file
372,At the brink Gandalf halted and the others came up in a pack behind.,at the brink gandalf halted and the others came up in a pack behind,brink gandalf halted others came pack behind
373,"'Lead the way, Gimli! '",lead the way gimli,lead way gimli
374,he said.,he said,said
375,'Pippin and Merry next.,pippin and merry next,pippin merry next
376,Straight on and up the stair beyond the door! ',straight on and up the stair beyond the door,straight stair beyond door
377,Arrows fell among them.,arrows fell among them,arrows fell among
378,One struck Frodo and sprang back.,one struck frodo and sprang back,one struck frodo sprang back
379,Another pierced Gandalf's hat and stuck there like a black feather.,another pierced gandalfs hat and stuck there like a black feather,another pierced gandalfs hat stuck like black feather
380,Frodo looked behind.,frodo looked behind,frodo looked behind
381,Beyond the fire he saw swarming black figures: there seemed to be hundreds of orcs.,beyond the fire he saw swarming black figures there seemed to be hundreds of orcs,beyond fire saw swarming black figures seemed hundreds orcs
382,They brandished spears and scimitars which shone red as blood in the firelight.,they brandished spears and scimitars which shone red as blood in the firelight,brandished spears scimitars shone red blood firelight
383,"_Doom, doom_ rolled the drum-beats, growing louder and louder, _doom, doom_.",doom doom rolled the drumbeats growing louder and louder doom doom,doom doom rolled drumbeats growing louder louder doom doom
384,"Legolas turned and set an arrow to the string, though it was a long shot for his small bow.",legolas turned and set an arrow to the string though it was a long shot for his small bow,legolas turned set arrow string though long shot small bow
385,"He drew, but his hand fell, and the arrow slipped to the ground.",he drew but his hand fell and the arrow slipped to the ground,drew hand fell arrow slipped ground
386,He gave a cry of dismay and fear.,he gave a cry of dismay and fear,gave cry dismay fear
387,"Two great trolls appeared; they bore great slabs of stone, and flung them down to serve as gangways over the fire.",two great trolls appeared they bore great slabs of stone and flung them down to serve as gangways over the fire,two great trolls appeared bore great slabs stone flung serve gangways fire
388,But it was not the trolls that had filled the Elf with terror.,but it was not the trolls that had filled the elf with terror,trolls filled elf terror
389,"The ranks of the orcs had opened, and they crowded away, as if they themselves were afraid.",the ranks of the orcs had opened and they crowded away as if they themselves were afraid,ranks orcs opened crowded away afraid
390,Something was coming up behind them.,something was coming up behind them,something coming behind
391,"What it was could not be seen: it was like a great shadow, in the middle of which was a dark form, of man-shape maybe, yet greater; and a power and terror seemed to be in it and to go before it.",what it was could not be seen it was like a great shadow in the middle of which was a dark form of manshape maybe yet greater and a power and terror seemed to be in it and to go before it,could seen like great shadow middle dark form manshape maybe yet greater power terror seemed go
392,It came to the edge of the fire and the light faded as if a cloud had bent over it.,it came to the edge of the fire and the light faded as if a cloud had bent over it,came edge fire light faded cloud bent
393,Then with a rush it leaped across the fissure.,then with a rush it leaped across the fissure,rush leaped across fissure
394,"The flames roared up to greet it, and wreathed about it; and a black smoke swirled in the air.",the flames roared up to greet it and wreathed about it and a black smoke swirled in the air,flames roared greet wreathed black smoke swirled air
395,"Its streaming mane kindled, and blazed behind it.",its streaming mane kindled and blazed behind it,streaming mane kindled blazed behind
396,In its right hand was a blade like a stabbing tongue of fire; in its left it held a whip of many thongs.,in its right hand was a blade like a stabbing tongue of fire in its left it held a whip of many thongs,right hand blade like stabbing tongue fire left held whip many thongs
397,'Ai!,ai,ai
398,ai! ',ai,ai
399,wailed Legolas.,wailed legolas,wailed legolas
400,'A Balrog!,a balrog,balrog
401,A Balrog is come! ',a balrog is come,balrog come
402,Gimli stared with wide eyes.,gimli stared with wide eyes,gimli stared wide eyes
403,`Durin's Bane! ',durins bane,durins bane
404,"he cried, and letting his axe fall he covered his face.",he cried and letting his axe fall he covered his face,cried letting axe fall covered face
405,"'A Balrog,' muttered Gandalf.",a balrog muttered gandalf,balrog muttered gandalf
406,`Now I understand.',now i understand,understand
407,He faltered and leaned heavily on his staff.,he faltered and leaned heavily on his staff,faltered leaned heavily staff
408,`What an evil fortune!,what an evil fortune,evil fortune
409,And I am already weary.',and i am already weary,already weary
410,The dark figure streaming with fire raced towards them.,the dark figure streaming with fire raced towards them,dark figure streaming fire raced towards
411,The orcs yelled and poured over the stone gangways.,the orcs yelled and poured over the stone gangways,orcs yelled poured stone gangways
412,Then Boromir raised his horn and blew.,then boromir raised his horn and blew,boromir raised horn blew
413,"Loud the challenge rang and bellowed, like the shout of many throats under the cavernous roof.",loud the challenge rang and bellowed like the shout of many throats under the cavernous roof,loud challenge rang bellowed like shout many throats cavernous roof
414,For a moment the orcs quailed and the fiery shadow halted.,for a moment the orcs quailed and the fiery shadow halted,moment orcs quailed fiery shadow halted
415,"Then the echoes died as suddenly as a flame blown out by a dark wind, and the enemy advanced again.",then the echoes died as suddenly as a flame blown out by a dark wind and the enemy advanced again,echoes died suddenly flame blown dark wind enemy advanced
416,'Over the bridge!',over the bridge,bridge
417,"cried Gandalf, recalling his strength.",cried gandalf recalling his strength,cried gandalf recalling strength
418,`Fly!,fly,fly
419,This is a foe beyond any of you.,this is a foe beyond any of you,foe beyond
420,I must hold the narrow way.,i must hold the narrow way,must hold narrow way
421,Fly! ',fly,fly
422,"Aragorn and Boromir did not heed the command, but still held their ground, side by side, behind Gandalf at the far end of the bridge.",aragorn and boromir did not heed the command but still held their ground side by side behind gandalf at the far end of the bridge,aragorn boromir heed command still held ground side side behind gandalf far end bridge
423,"The others halted just within the doorway at the hall's end, and turned, unable to leave their leader to face the enemy alone.",the others halted just within the doorway at the halls end and turned unable to leave their leader to face the enemy alone,others halted within doorway halls end turned unable leave leader face enemy alone
424,The Balrog reached the bridge.,the balrog reached the bridge,balrog reached bridge
425,"Gandalf stood in the middle of the span, leaning on the staff in his left hand, but in his other hand Glamdring gleamed, cold and white.",gandalf stood in the middle of the span leaning on the staff in his left hand but in his other hand glamdring gleamed cold and white,gandalf stood middle span leaning staff left hand hand glamdring gleamed cold white
426,"His enemy halted again, facing him, and the shadow about it reached out like two vast wings.",his enemy halted again facing him and the shadow about it reached out like two vast wings,enemy halted facing shadow reached like two vast wings
427,"It raised the whip, and the thongs whined and cracked.",it raised the whip and the thongs whined and cracked,raised whip thongs whined cracked
428,Fire came from its nostrils.,fire came from its nostrils,fire came nostrils
429,But Gandalf stood firm.,but gandalf stood firm,gandalf stood firm
430,"`You cannot pass,' he said.",you cannot pass he said,pass said
431,"The orcs stood still, and a dead silence fell.",the orcs stood still and a dead silence fell,orcs stood still dead silence fell
432,"`I am a servant of the Secret Fire, wielder of the flame of Anor.",i am a servant of the secret fire wielder of the flame of anor,servant secret fire wielder flame anor
433,You cannot pass.,you cannot pass,pass
434,"The dark fire will not avail you, flame of Udûn.",the dark fire will not avail you flame of udun,dark fire avail flame udun
435,Go back to the Shadow!,go back to the shadow,go back shadow
436,You cannot pass.',you cannot pass,pass
437,The Balrog made no answer.,the balrog made no answer,balrog made answer
438,"The fire in it seemed to die, but the darkness grew.",the fire in it seemed to die but the darkness grew,fire seemed die darkness grew
439,"It stepped forward slowly on to the bridge, and suddenly it drew itself up to a great height, and its wings were spread from wall to wall; but still Gandalf could be seen, glimmering in the gloom; he seemed small, and altogether alone: grey and bent, like a wizened tree before the onset of a storm.",it stepped forward slowly on to the bridge and suddenly it drew itself up to a great height and its wings were spread from wall to wall but still gandalf could be seen glimmering in the gloom he seemed small and altogether alone grey and bent like a wizened tree before the onset of a storm,stepped forward slowly bridge suddenly drew great height wings spread wall wall still gandalf could seen glimmering gloom seemed small altogether alone grey bent like wizened tree onset storm
440,From out of the shadow a red sword leaped flaming.,from out of the shadow a red sword leaped flaming,shadow red sword leaped flaming
441,Glamdring glittered white in answer.,glamdring glittered white in answer,glamdring glittered white answer
442,There was a ringing clash and a stab of white fire.,there was a ringing clash and a stab of white fire,ringing clash stab white fire
443,The Balrog fell back and its sword flew up in molten fragments.,the balrog fell back and its sword flew up in molten fragments,balrog fell back sword flew molten fragments
444,"The wizard swayed on the bridge, stepped back a pace, and then again stood still.",the wizard swayed on the bridge stepped back a pace and then again stood still,wizard swayed bridge stepped back pace stood still
445,'You cannot pass! ',you cannot pass,pass
446,he said.,he said,said
447,With a bound the Balrog leaped full upon the bridge.,with a bound the balrog leaped full upon the bridge,bound balrog leaped full upon bridge
448,Its whip whirled and hissed.,its whip whirled and hissed,whip whirled hissed
449,'He cannot stand alone! ',he cannot stand alone,stand alone
450,cried Aragorn suddenly and ran back along the bridge.,cried aragorn suddenly and ran back along the bridge,cried aragorn suddenly ran back along bridge
451,'_Elendil!_' he shouted.,elendil he shouted,elendil shouted
452,"'I am with you, Gandalf! '",i am with you gandalf,gandalf
453,`Gondor! ',gondor,gondor
454,cried Boromir and leaped after him.,cried boromir and leaped after him,cried boromir leaped
455,"At that moment Gandalf lifted his staff, and crying aloud he smote the bridge before him.",at that moment gandalf lifted his staff and crying aloud he smote the bridge before him,moment gandalf lifted staff crying aloud smote bridge
456,The staff broke asunder and fell from his hand.,the staff broke asunder and fell from his hand,staff broke asunder fell hand
457,A blinding sheet of white flame sprang up.,a blinding sheet of white flame sprang up,blinding sheet white flame sprang
458,The bridge cracked.,the bridge cracked,bridge cracked
459,"Right at the Balrog's feet it broke, and the stone upon which it stood crashed into the gulf, while the rest remained, poised, quivering like a tongue of rock thrust out into emptiness.",right at the balrogs feet it broke and the stone upon which it stood crashed into the gulf while the rest remained poised quivering like a tongue of rock thrust out into emptiness,right balrogs feet broke stone upon stood crashed gulf rest remained poised quivering like tongue rock thrust emptiness
460,"With a terrible cry the Balrog fell forward, and its shadow plunged down and vanished.",with a terrible cry the balrog fell forward and its shadow plunged down and vanished,terrible cry balrog fell forward shadow plunged vanished
461,"But even as it fell it swung its whip, and the thongs lashed and curled about the wizard's knees, dragging him to the brink.",but even as it fell it swung its whip and the thongs lashed and curled about the wizards knees dragging him to the brink,even fell swung whip thongs lashed curled wizards knees dragging brink
462,"He staggered and fell, grasped vainly at the stone, and slid into the abyss.",he staggered and fell grasped vainly at the stone and slid into the abyss,staggered fell grasped vainly stone slid abyss
463,"'Fly, you fools! '",fly you fools,fly fools
464,"he cried, and was gone.",he cried and was gone,cried gone
465,"The fires went out, and blank darkness fell.",the fires went out and blank darkness fell,fires went blank darkness fell
466,The Company stood rooted with horror staring into the pit.,the company stood rooted with horror staring into the pit,company stood rooted horror staring pit
467,"Even as Aragorn and Boromir came flying back, the rest of the bridge cracked and fell.",even as aragorn and boromir came flying back the rest of the bridge cracked and fell,even aragorn boromir came flying back rest bridge cracked fell
468,With a cry Aragorn roused them.,with a cry aragorn roused them,cry aragorn roused
469,'Come!,come,come
470,I will lead you now! ',i will lead you now,lead
471,he called.,he called,called
472,'We must obey his last command.,we must obey his last command,must obey last command
473,Follow me! ',follow me,follow
474,They stumbled wildly up the great stairs beyond the door.,they stumbled wildly up the great stairs beyond the door,stumbled wildly great stairs beyond door
475,"Aragorn leading, Boromir at the rear.",aragorn leading boromir at the rear,aragorn leading boromir rear
476,At the top was a wide echoing passage.,at the top was a wide echoing passage,top wide echoing passage
477,Along this they fled.,along this they fled,along fled
478,"Frodo heard Sam at his side weeping, and then he found that he himself was weeping as he ran.",frodo heard sam at his side weeping and then he found that he himself was weeping as he ran,frodo heard sam side weeping found weeping ran
479,"_Doom, doom, doom_ the drum-beats rolled behind, mournful now and slow; _doom!_
     They ran on.",doom doom doom the drumbeats rolled behind mournful now and slow doom they ran on,doom doom doom drumbeats rolled behind mournful slow doom ran
480,The light grew before them; great shafts pierced the roof.,the light grew before them great shafts pierced the roof,light grew great shafts pierced roof
481,They ran swifter.,they ran swifter,ran swifter
482,"They passed into a hall, bright with daylight from its high windows in the east.",they passed into a hall bright with daylight from its high windows in the east,passed hall bright daylight high windows east
483,They fled across it.,they fled across it,fled across
484,"Through its huge broken doors they passed, and suddenly before them the Great Gates opened, an arch of blazing light.",through its huge broken doors they passed and suddenly before them the great gates opened an arch of blazing light,huge broken doors passed suddenly great gates opened arch blazing light
485,"There was a guard of orcs crouching in the shadows behind the great door posts towering on either side, but the gates were shattered and cast down.",there was a guard of orcs crouching in the shadows behind the great door posts towering on either side but the gates were shattered and cast down,guard orcs crouching shadows behind great door posts towering either side gates shattered cast
486,"Aragorn smote to the ground the captain that stood in his path, and the rest fled in terror of his wrath.",aragorn smote to the ground the captain that stood in his path and the rest fled in terror of his wrath,aragorn smote ground captain stood path rest fled terror wrath
487,The Company swept past them and took no heed of them.,the company swept past them and took no heed of them,company swept past took heed
488,"Out of the Gates they ran and sprang down the huge and age-worn steps, the threshold of Moria.",out of the gates they ran and sprang down the huge and ageworn steps the threshold of moria,gates ran sprang huge ageworn steps threshold moria
489,"Thus, at last, they came beyond hope under the sky and felt the wind on their faces.",thus at last they came beyond hope under the sky and felt the wind on their faces,thus last came beyond hope sky felt wind faces
490,They did not halt until they were out of bowshot from the walls.,they did not halt until they were out of bowshot from the walls,halt bowshot walls
491,Dimrill Dale lay about them.,dimrill dale lay about them,dimrill dale lay
492,"The shadow of the Misty Mountains lay upon it, but eastwards there was a golden light on the land.",the shadow of the misty mountains lay upon it but eastwards there was a golden light on the land,shadow misty mountains lay upon eastwards golden light land
493,It was but one hour after noon.,it was but one hour after noon,one hour noon
494,The sun was shining; the clouds were white and high.,the sun was shining the clouds were white and high,sun shining clouds white high
495,They looked back.,they looked back,looked back
496,Dark yawned the archway of the Gates under the mountain-shadow.,dark yawned the archway of the gates under the mountainshadow,dark yawned archway gates mountainshadow
497,Faint and far beneath the earth rolled the slow drum-beats: _doom_.,faint and far beneath the earth rolled the slow drumbeats doom,faint far beneath earth rolled slow drumbeats doom
498,A thin black smoke trailed out.,a thin black smoke trailed out,thin black smoke trailed
499,Nothing else was to be seen; the dale all around was empty.,nothing else was to be seen the dale all around was empty,nothing else seen dale around empty
500,_Doom_.,doom,doom
501,"Grief at last wholly overcame them, and they wept long: some standing and silent, some cast upon the ground.",grief at last wholly overcame them and they wept long some standing and silent some cast upon the ground,grief last wholly overcame wept long standing silent cast upon ground
502,"_Doom, doom_.",doom doom,doom doom
503,The drum-beats faded.,the drumbeats faded,drumbeats faded
504,_,,
