sentence_id,sentence,cleaned_sentence,tokens
36,"Now there must be a number of leaves missing, because they begin to be numbered _five_, the fifth year of the colony, I suppose.",now there must be a number of leaves missing because they begin to be numbered five the fifth year of the colony i suppose,must number leaves missing begin numbered five fifth year colony suppose
37,Let me see!,let me see,let see
38,"No, they are too cut and stained; I cannot read them.",no they are too cut and stained i cannot read them,cut stained read
39,We might do better in the sunlight.,we might do better in the sunlight,might better sunlight
40,Wait!,wait,wait
41,Here is something: a large bold hand using an Elvish script.',here is something a large bold hand using an elvish script,something large bold hand using elvish script
42,"'That would be Ori's hand,' said Gimli, looking over the wizard's arm.",that would be oris hand said gimli looking over the wizards arm,would oris hand said gimli looking wizards arm
43,"`He could write well and speedily, and often used the Elvish characters.'",he could write well and speedily and often used the elvish characters,could write well speedily often used elvish characters
44,"`I fear he had ill tidings to record in a fair hand,' said Gandalf.",i fear he had ill tidings to record in a fair hand said gandalf,fear ill tidings record fair hand said gandalf
45,"'The first clear word is _sorrow_, but the rest of the line is lost, unless it ends in _estre_.",the first clear word is sorrow but the rest of the line is lost unless it ends in estre,first clear word sorrow rest line lost unless ends estre
46,"Yes, it must be _yestre_ followed by _day being the tenth of novembre Balin lord of Moria fell in Dimrill Dale.",yes it must be yestre followed by day being the tenth of novembre balin lord of moria fell in dimrill dale,yes must yestre followed day tenth novembre balin lord moria fell dimrill dale
47,He went alone to look in Mirror mere.,he went alone to look in mirror mere,went alone look mirror mere
48,an orc shot him from behind a stone.,an orc shot him from behind a stone,orc shot behind stone
49,"we slew the orc, hut many more ... up from east up the Silverlode_.",we slew the orc hut many more up from east up the silverlode,slew orc hut many east silverlode
50,"The remainder of the page is so blurred that I can hardly make anything out, but I think I can read_ we have barred the gates_, and then _can hold them long if_, and then perhaps _horrible_ and _suffer_.",the remainder of the page is so blurred that i can hardly make anything out but i think i can read we have barred the gates and then can hold them long if and then perhaps horrible and suffer,remainder page blurred hardly make anything think read barred gates hold long perhaps horrible suffer
51,Poor Balin!,poor balin,poor balin
52,He seems to have kept the title that he took for less than five years.,he seems to have kept the title that he took for less than five years,seems kept title took less five years
53,I wonder what happened afterwards; but there is no time to puzzle out the last few pages.,i wonder what happened afterwards but there is no time to puzzle out the last few pages,wonder happened afterwards time puzzle last pages
54,Here is the last page of all.',here is the last page of all,last page
55,He paused and sighed.,he paused and sighed,paused sighed
56,"`It is grim reading,' he said.",it is grim reading he said,grim reading said
57,'I fear their end was cruel.,i fear their end was cruel,fear end cruel
58,Listen!,listen,listen
59,_We cannot get out.,we cannot get out,get
60,We cannot get out.,we cannot get out,get
61,They have taken the Bridge and second hall.,they have taken the bridge and second hall,taken bridge second hall
62,Frár and Lóni and Náli fell there_.,frar and loni and nali fell there,frar loni nali fell
63,Then there are four lines smeared so that I can only _read went 5 days ago_.,then there are four lines smeared so that i can only read went days ago,four lines smeared read went days ago
64,The last lines _run the pool is up to the wall at Westgate.,the last lines run the pool is up to the wall at westgate,last lines run pool wall westgate
65,The Watcher in the Water took Óin.,the watcher in the water took oin,watcher water took oin
66,We cannot get out.,we cannot get out,get
67,"The end comes_, and then_ drums, drums in the deep_.",the end comes and then drums drums in the deep,end comes drums drums deep
68,I wonder what that means.,i wonder what that means,wonder means
69,The last thing written is in a trailing scrawl of elf-letters: _they are coming_.,the last thing written is in a trailing scrawl of elfletters they are coming,last thing written trailing scrawl elfletters coming
70,There is nothing more.',there is nothing more,nothing
71,Gandalf paused and stood in silent thought.,gandalf paused and stood in silent thought,gandalf paused stood silent thought
72,A sudden dread and a horror of the chamber fell on the Company.,a sudden dread and a horror of the chamber fell on the company,sudden dread horror chamber fell company
73,"`_We cannot get out_,' muttered Gimli.",we cannot get out muttered gimli,get muttered gimli
74,"'It was well for us that the pool had sunk a little, and that the Watcher was sleeping down at the southern end.'",it was well for us that the pool had sunk a little and that the watcher was sleeping down at the southern end,well us pool sunk little watcher sleeping southern end
75,Gandalf raised his head and looked round.,gandalf raised his head and looked round,gandalf raised head looked round
76,"`They seem to have made a last stand by both doors,' he said; 'but there were not many left by that time.",they seem to have made a last stand by both doors he said but there were not many left by that time,seem made last stand doors said many left time
77,So ended the attempt to retake Moria!,so ended the attempt to retake moria,ended attempt retake moria
78,It was valiant but foolish.,it was valiant but foolish,valiant foolish
79,The time is not come yet.,the time is not come yet,time come yet
80,"Now, I fear, we must say farewell to Balin son of Fundin.",now i fear we must say farewell to balin son of fundin,fear must say farewell balin son fundin
81,Here he must lie in the halls of his fathers.,here he must lie in the halls of his fathers,must lie halls fathers
82,"We will take this book, the Book of Mazarbul, and look at it more closely later.",we will take this book the book of mazarbul and look at it more closely later,take book book mazarbul look closely later
83,"You had better keep it, Gimli, and take it back to Dáin, if you get a chance.",you had better keep it gimli and take it back to dain if you get a chance,better keep gimli take back dain get chance
84,"It will interest him, though it will grieve him deeply.",it will interest him though it will grieve him deeply,interest though grieve deeply
85,"Come, let us go!",come let us go,come let us go
86,The morning is passing.',the morning is passing,morning passing
87,'Which way shall we go? ',which way shall we go,way shall go
88,asked Boromir.,asked boromir,asked boromir
89,"'Back to the hall,' answered Gandalf.",back to the hall answered gandalf,back hall answered gandalf
90,'But our visit to this room has not been in vain.,but our visit to this room has not been in vain,visit room vain
91,I now know where we are.,i now know where we are,know
92,"This must be, as Gimli says, the Chamber of Mazarbul; and the hall must be the twenty-first of the North-end.",this must be as gimli says the chamber of mazarbul and the hall must be the twentyfirst of the northend,must gimli says chamber mazarbul hall must twentyfirst northend
93,"Therefore we should leave by the eastern arch of the hall, and bear right and south, and go downwards.",therefore we should leave by the eastern arch of the hall and bear right and south and go downwards,therefore leave eastern arch hall bear right south go downwards
94,"The Twenty-first Hall should be on the Seventh Level, that is six above the level of the Gates.",the twentyfirst hall should be on the seventh level that is six above the level of the gates,twentyfirst hall seventh level six level gates
95,Come now!,come now,come
96,Back to the hall! ',back to the hall,back hall
97,"Gandalf had hardly spoken these words, when there came a great noise: a rolling _Boom_ that seemed to come from depths far below, and to tremble in the stone at their feet.",gandalf had hardly spoken these words when there came a great noise a rolling boom that seemed to come from depths far below and to tremble in the stone at their feet,gandalf hardly spoken words came great noise rolling boom seemed come depths far tremble stone feet
98,They sprang towards the door in alarm.,they sprang towards the door in alarm,sprang towards door alarm
99,"_Doom, doom_ it rolled again, as if huge hands were turning the very caverns of Moria into a vast drum.",doom doom it rolled again as if huge hands were turning the very caverns of moria into a vast drum,doom doom rolled huge hands turning caverns moria vast drum
100,"Then there came an echoing blast: a great horn was blown in the hall, and answering horns and harsh cries were heard further off.",then there came an echoing blast a great horn was blown in the hall and answering horns and harsh cries were heard further off,came echoing blast great horn blown hall answering horns harsh cries heard
101,There was a hurrying sound of many feet.,there was a hurrying sound of many feet,hurrying sound many feet
102,`They are coming! ',they are coming,coming
103,cried Legolas.,cried legolas,cried legolas
104,"'We cannot get out,' said Gimli.",we cannot get out said gimli,get said gimli
105,`Trapped! ',trapped,trapped
106,cried Gandalf.,cried gandalf,cried gandalf
107,`Why did I delay?,why did i delay,delay
108,"Here we are, caught, just as they were before.",here we are caught just as they were before,caught
109,But I was not here then.,but i was not here then,
110,"We will see what -'
     _Doom, doom_ came the drum-beat and the walls shook.",we will see what doom doom came the drumbeat and the walls shook,see doom doom came drumbeat walls shook
111,'Slam the doors and wedge them! ',slam the doors and wedge them,slam doors wedge
112,shouted Aragorn.,shouted aragorn,shouted aragorn
113,'And keep your packs on as long as you can: we may get a chance to cut our way out yet.',and keep your packs on as long as you can we may get a chance to cut our way out yet,keep packs long may get chance cut way yet
114,`No! ',no,
115,said Gandalf.,said gandalf,said gandalf
116,'We must not get shut in.,we must not get shut in,must get shut
117,Keep the east door ajar!,keep the east door ajar,keep east door ajar
118,"We will go that way, if we get a chance.'",we will go that way if we get a chance,go way get chance
119,Another harsh horn-call and shrill cries rang out.,another harsh horncall and shrill cries rang out,another harsh horncall shrill cries rang
120,Feet were coming down the corridor.,feet were coming down the corridor,feet coming corridor
121,There was a ring and clatter as the Company drew their swords.,there was a ring and clatter as the company drew their swords,ring clatter company drew swords
122,"Glamdring shone with a pale light, and Sting glinted at the edges.",glamdring shone with a pale light and sting glinted at the edges,glamdring shone pale light sting glinted edges
123,Boromir set his shoulder against the western door.,boromir set his shoulder against the western door,boromir set shoulder western door
124,`Wait a moment!,wait a moment,wait moment
125,Do not close it yet! ',do not close it yet,close yet
126,said Gandalf.,said gandalf,said gandalf
127,He sprang forward to Boromir's side and drew himself up to his full height.,he sprang forward to boromirs side and drew himself up to his full height,sprang forward boromirs side drew full height
128,'Who comes hither to disturb the rest of Balin Lord of Moria? ',who comes hither to disturb the rest of balin lord of moria,comes hither disturb rest balin lord moria
129,he cried in a loud voice.,he cried in a loud voice,cried loud voice
130,"There was a rush of hoarse laughter, like the fall of sliding stones into a pit; amid the clamour a deep voice was raised in command.",there was a rush of hoarse laughter like the fall of sliding stones into a pit amid the clamour a deep voice was raised in command,rush hoarse laughter like fall sliding stones pit amid clamour deep voice raised command
131,"Doom, boom, doom went the drums in the deep.",doom boom doom went the drums in the deep,doom boom doom went drums deep
132,With a quick movement Gandalf stepped before the narrow opening of the door and thrust forward his staff: There was a dazzling flash that lit the chamber and the passage outside.,with a quick movement gandalf stepped before the narrow opening of the door and thrust forward his staff there was a dazzling flash that lit the chamber and the passage outside,quick movement gandalf stepped narrow opening door thrust forward staff dazzling flash lit chamber passage outside
133,For an instant the wizard looked out.,for an instant the wizard looked out,instant wizard looked
134,Arrows whined and whistled down the corridor as he sprang back.,arrows whined and whistled down the corridor as he sprang back,arrows whined whistled corridor sprang back
135,"'There are Orcs, very many of them,' he said.",there are orcs very many of them he said,orcs many said
136,`And some are large and evil: black Uruks of Mordor.,and some are large and evil black uruks of mordor,large evil black uruks mordor
137,"For the moment they are hanging back, but there is something else there.",for the moment they are hanging back but there is something else there,moment hanging back something else
138,"A great cave-troll, I think, or more than one.",a great cavetroll i think or more than one,great cavetroll think one
139,There is no hope of escape that way.',there is no hope of escape that way,hope escape way
140,"'And no hope at all, if they come at the other door as well,' said Boromir.",and no hope at all if they come at the other door as well said boromir,hope come door well said boromir
141,"'There is no sound outside here yet,' said Aragorn, who was standing by the eastern door listening.",there is no sound outside here yet said aragorn who was standing by the eastern door listening,sound outside yet said aragorn standing eastern door listening
142,`The passage on this side plunges straight down a stair: it plainly does not lead back towards the hall.,the passage on this side plunges straight down a stair it plainly does not lead back towards the hall,passage side plunges straight stair plainly lead back towards hall
143,But it is no good flying blindly this way with the pursuit just behind.,but it is no good flying blindly this way with the pursuit just behind,good flying blindly way pursuit behind
144,We cannot block the door.,we cannot block the door,block door
145,"Its key is gone and the lock is broken, and it opens inwards.",its key is gone and the lock is broken and it opens inwards,key gone lock broken opens inwards
146,We must do something to delay the enemy first.,we must do something to delay the enemy first,must something delay enemy first
147,We will make them fear the Chamber of Mazarbul!',we will make them fear the chamber of mazarbul,make fear chamber mazarbul
148,"he said grimly feeling the edge of his sword, Andúril.",he said grimly feeling the edge of his sword anduril,said grimly feeling edge sword anduril
149,Heavy feet were heard in the corridor.,heavy feet were heard in the corridor,heavy feet heard corridor
150,Boromir flung himself against the door and heaved it to; then he wedged it with broken sword-blades and splinters of wood.,boromir flung himself against the door and heaved it to then he wedged it with broken swordblades and splinters of wood,boromir flung door heaved wedged broken swordblades splinters wood
151,The Company retreated to the other side of the chamber.,the company retreated to the other side of the chamber,company retreated side chamber
152,But they had no chance to fly yet.,but they had no chance to fly yet,chance fly yet
153,"There was a blow on the door that made it quiver; and then it began to grind slowly open, driving back the wedges.",there was a blow on the door that made it quiver and then it began to grind slowly open driving back the wedges,blow door made quiver began grind slowly open driving back wedges
154,"A huge arm and shoulder, with a dark skin of greenish scales, was thrust through the widening gap.",a huge arm and shoulder with a dark skin of greenish scales was thrust through the widening gap,huge arm shoulder dark skin greenish scales thrust widening gap
155,"Then a great, flat, toeless foot was forced through below.",then a great flat toeless foot was forced through below,great flat toeless foot forced
156,There was a dead silence outside.,there was a dead silence outside,dead silence outside
157,"Boromir leaped forward and hewed at the arm with all his might; but his sword rang, glanced aside, and fell from his shaken hand.",boromir leaped forward and hewed at the arm with all his might but his sword rang glanced aside and fell from his shaken hand,boromir leaped forward hewed arm might sword rang glanced aside fell shaken hand
158,The blade was notched.,the blade was notched,blade notched
159,"Suddenly, and to his own surprise, Frodo felt a hot wrath blaze up in his heart.",suddenly and to his own surprise frodo felt a hot wrath blaze up in his heart,suddenly surprise frodo felt hot wrath blaze heart
160,`The Shire! ',the shire,shire
161,"he cried, and springing beside Boromir, he stooped, and stabbed with Sting at the hideous foot.",he cried and springing beside boromir he stooped and stabbed with sting at the hideous foot,cried springing beside boromir stooped stabbed sting hideous foot
162,"There was a bellow, and the foot jerked back, nearly wrenching Sting from Frodo's arm.",there was a bellow and the foot jerked back nearly wrenching sting from frodos arm,bellow foot jerked back nearly wrenching sting frodos arm
163,Black drops dripped from the blade and smoked on the floor.,black drops dripped from the blade and smoked on the floor,black drops dripped blade smoked floor
164,Boromir hurled himself against the door and slammed it again.,boromir hurled himself against the door and slammed it again,boromir hurled door slammed
165,`One for the Shire! ',one for the shire,one shire
166,cried Aragorn.,cried aragorn,cried aragorn
167,`The hobbit's bite is deep!,the hobbits bite is deep,hobbits bite deep
168,"You have a good blade, Frodo son of Drogo! '",you have a good blade frodo son of drogo,good blade frodo son drogo
169,"There was a crash on the door, followed by crash after crash.",there was a crash on the door followed by crash after crash,crash door followed crash crash
170,Rams and hammers were beating against it.,rams and hammers were beating against it,rams hammers beating
171,"It cracked and staggered back, and the opening grew suddenly wide.",it cracked and staggered back and the opening grew suddenly wide,cracked staggered back opening grew suddenly wide
172,"Arrows came whistling in, but struck the northern wall, and fell harmlessly to the floor.",arrows came whistling in but struck the northern wall and fell harmlessly to the floor,arrows came whistling struck northern wall fell harmlessly floor
173,"There was a horn-blast and a rush of feet, and orcs one after another leaped into the chamber.",there was a hornblast and a rush of feet and orcs one after another leaped into the chamber,hornblast rush feet orcs one another leaped chamber
174,How many there were the Company could not count.,how many there were the company could not count,many company could count
175,"The affray was sharp, but the orcs were dismayed by the fierceness of the defence.",the affray was sharp but the orcs were dismayed by the fierceness of the defence,affray sharp orcs dismayed fierceness defence
176,Legolas shot two through the throat.,legolas shot two through the throat,legolas shot two throat
177,Gimli hewed the legs from under another that had sprung up on Balin's tomb.,gimli hewed the legs from under another that had sprung up on balins tomb,gimli hewed legs another sprung balins tomb
178,Boromir and Aragorn slew many.,boromir and aragorn slew many,boromir aragorn slew many
179,When thirteen had fallen the rest fled shrieking.,when thirteen had fallen the rest fled shrieking,thirteen fallen rest fled shrieking
180,"leaving the defenders unharmed, except for Sam who had a scratch along the scalp.",leaving the defenders unharmed except for sam who had a scratch along the scalp,leaving defenders unharmed except sam scratch along scalp
181,A quick duck had saved him; and he had felled his orc: a sturdy thrust with his Barrow-blade.,a quick duck had saved him and he had felled his orc a sturdy thrust with his barrowblade,quick duck saved felled orc sturdy thrust barrowblade
182,"A fire was smouldering in his brown eyes that would have made Ted Sandyman step backwards, if he had seen it.",a fire was smouldering in his brown eyes that would have made ted sandyman step backwards if he had seen it,fire smouldering brown eyes would made ted sandyman step backwards seen
183,`Now is the time! ',now is the time,time
184,cried Gandalf.,cried gandalf,cried gandalf
185,"`Let us go, before the troll returns!'",let us go before the troll returns,let us go troll returns
186,"But even as they retreated, and before Pippin and Merry had reached the stair outside, a huge orc-chieftain, almost man-high, clad in black mail from head to foot, leaped into the chamber; behind him his followers clustered in the doorway.",but even as they retreated and before pippin and merry had reached the stair outside a huge orcchieftain almost manhigh clad in black mail from head to foot leaped into the chamber behind him his followers clustered in the doorway,even retreated pippin merry reached stair outside huge orcchieftain almost manhigh clad black mail head foot leaped chamber behind followers clustered doorway
187,"His broad flat face was swart, his eyes were like coals, and his tongue was red; he wielded a great spear.",his broad flat face was swart his eyes were like coals and his tongue was red he wielded a great spear,broad flat face swart eyes like coals tongue red wielded great spear
188,"With a thrust of his huge hide shield he turned Boromir's sword and bore him backwards, throwing him to the ground.",with a thrust of his huge hide shield he turned boromirs sword and bore him backwards throwing him to the ground,thrust huge hide shield turned boromirs sword bore backwards throwing ground
189,Diving under Aragorn's blow with the speed of a striking snake he charged into the Company and thrust with his spear straight at Frodo.,diving under aragorns blow with the speed of a striking snake he charged into the company and thrust with his spear straight at frodo,diving aragorns blow speed striking snake charged company thrust spear straight frodo
190,"The blow caught him on the right side, and Frodo was hurled against the wall and pinned.",the blow caught him on the right side and frodo was hurled against the wall and pinned,blow caught right side frodo hurled wall pinned
191,"Sam, with a cry, hacked at the spear-shaft, and it broke.",sam with a cry hacked at the spearshaft and it broke,sam cry hacked spearshaft broke
192,"But even as the orc flung down the truncheon and swept out his scimitar, Andúril came down upon his helm.",but even as the orc flung down the truncheon and swept out his scimitar anduril came down upon his helm,even orc flung truncheon swept scimitar anduril came upon helm
193,There was a flash like flame and the helm burst asunder.,there was a flash like flame and the helm burst asunder,flash like flame helm burst asunder
194,The orc fell with cloven head.,the orc fell with cloven head,orc fell cloven head
195,"His followers fled howling, as Boromir and Aragorn sprang at them.",his followers fled howling as boromir and aragorn sprang at them,followers fled howling boromir aragorn sprang
196,"_Doom, doom_ went the drums in the deep.",doom doom went the drums in the deep,doom doom went drums deep
197,The great voice rolled out again.,the great voice rolled out again,great voice rolled
198,'Now! ',now,
199,shouted Gandalf.,shouted gandalf,shouted gandalf
200,'Now is the last chance.,now is the last chance,last chance
201,Run for it! ',run for it,run
202,"Aragorn picked up Frodo where he lay by the wall and made for the stair, pushing Merry and Pippin in front of him.",aragorn picked up frodo where he lay by the wall and made for the stair pushing merry and pippin in front of him,aragorn picked frodo lay wall made stair pushing merry pippin front
203,The others followed; but Gimli had to be dragged away by Legolas: in spite of the peril he lingered by Balin's tomb with his head bowed.,the others followed but gimli had to be dragged away by legolas in spite of the peril he lingered by balins tomb with his head bowed,others followed gimli dragged away legolas spite peril lingered balins tomb head bowed
204,"Boromir hauled the eastern door to, grinding upon its hinges: it had great iron rings on either side, but could not be fastened.",boromir hauled the eastern door to grinding upon its hinges it had great iron rings on either side but could not be fastened,boromir hauled eastern door grinding upon hinges great iron rings either side could fastened
205,"'I am all right,' gasped Frodo.",i am all right gasped frodo,right gasped frodo
206,`I can walk.,i can walk,walk
207,Put me down! ',put me down,put
208,Aragorn nearly dropped him in his amazement.,aragorn nearly dropped him in his amazement,aragorn nearly dropped amazement
209,'I thought you were dead! ',i thought you were dead,thought dead
210,he cried.,he cried,cried
211,'Not yet! ',not yet,yet
212,said Gandalf.,said gandalf,said gandalf
213,'But there is time for wonder.,but there is time for wonder,time wonder
214,"Off you go, all of you, down the stairs!",off you go all of you down the stairs,go stairs
215,"Wait a few minutes for me at the bottom, but if I do not come soon, go on!",wait a few minutes for me at the bottom but if i do not come soon go on,wait minutes bottom come soon go
216,Go quickly and choose paths leading right and downwards.',go quickly and choose paths leading right and downwards,go quickly choose paths leading right downwards
217,'We cannot leave you to hold the door alone! ',we cannot leave you to hold the door alone,leave hold door alone
218,said Aragorn.,said aragorn,said aragorn
219,`Do as I say! ',do as i say,say
220,said Gandalf fiercely.,said gandalf fiercely,said gandalf fiercely
221,`Swords are no more use here.,swords are no more use here,swords use
222,Go!',go,go
223,The passage was lit by no shaft and was utterly dark.,the passage was lit by no shaft and was utterly dark,passage lit shaft utterly dark
224,"They groped their way down a long flight of steps, and then looked back; but they could see nothing, except high above them the faint glimmer of the wizard's staff.",they groped their way down a long flight of steps and then looked back but they could see nothing except high above them the faint glimmer of the wizards staff,groped way long flight steps looked back could see nothing except high faint glimmer wizards staff
225,He seemed to be still standing on guard by the closed door.,he seemed to be still standing on guard by the closed door,seemed still standing guard closed door
226,"Frodo breathed heavily and leaned against Sam, who put his arms about him.",frodo breathed heavily and leaned against sam who put his arms about him,frodo breathed heavily leaned sam put arms
227,They stood peering up the stairs into the darkness.,they stood peering up the stairs into the darkness,stood peering stairs darkness
228,"Frodo thought he could hear the voice of Gandalf above, muttering words that ran down the sloping roof with a sighing echo.",frodo thought he could hear the voice of gandalf above muttering words that ran down the sloping roof with a sighing echo,frodo thought could hear voice gandalf muttering words ran sloping roof sighing echo
229,He could not catch what was said.,he could not catch what was said,could catch said
230,The walls seemed to be trembling.,the walls seemed to be trembling,walls seemed trembling
231,"Every now and again the drum-beats throbbed and rolled: _doom, doom_.",every now and again the drumbeats throbbed and rolled doom doom,every drumbeats throbbed rolled doom doom
232,Suddenly at the top of the stair there was a stab of white light.,suddenly at the top of the stair there was a stab of white light,suddenly top stair stab white light
233,Then there was a dull rumble and a heavy thud.,then there was a dull rumble and a heavy thud,dull rumble heavy thud
234,"The drum-beats broke out wildly: _doom-boom, doom-boom_, and then stopped.",the drumbeats broke out wildly doomboom doomboom and then stopped,drumbeats broke wildly doomboom doomboom stopped
235,Gandalf came flying down the steps and fell to the ground in the midst of the Company.,gandalf came flying down the steps and fell to the ground in the midst of the company,gandalf came flying steps fell ground midst company
236,"`Well, well!",well well,well well
237,That's over! ',thats over,thats
238,said the wizard struggling to his feet.,said the wizard struggling to his feet,said wizard struggling feet
239,`I have done all that I could.,i have done all that i could,done could
240,"But I have met my match, and have nearly been destroyed.",but i have met my match and have nearly been destroyed,met match nearly destroyed
241,But don't stand here!,but dont stand here,dont stand
242,Go on!,go on,go
243,You will have to do without light for a while: I am rather shaken.,you will have to do without light for a while i am rather shaken,without light rather shaken
244,Go on!,go on,go
245,Go on!,go on,go
246,"Where are you, Gimli?",where are you gimli,gimli
247,Come ahead with me!,come ahead with me,come ahead
248,"Keep close behind, all of you!'",keep close behind all of you,keep close behind
249,They stumbled after him wondering what had happened.,they stumbled after him wondering what had happened,stumbled wondering happened
250,"_Doom, doom_ went the drum-beats again: they now sounded muffled and far away, but they were following.",doom doom went the drumbeats again they now sounded muffled and far away but they were following,doom doom went drumbeats sounded muffled far away following
251,"There was no other sound of pursuit, neither tramp of feet, nor any voice.",there was no other sound of pursuit neither tramp of feet nor any voice,sound pursuit neither tramp feet voice
252,"Gandalf took no turns, right or left, for the passage seemed to be going in the direction that he desired.",gandalf took no turns right or left for the passage seemed to be going in the direction that he desired,gandalf took turns right left passage seemed going direction desired
253,"Every now and again it descended a flight of steps, fifty or more, to a lower level.",every now and again it descended a flight of steps fifty or more to a lower level,every descended flight steps fifty lower level
