sentence_id,sentence,cleaned_sentence,tokens
35,"You will come to the rapids of Sarn Gebir, and maybe at last to the great falls of Rauros where the River thunders down from Nen Hithoel; and there are other perils.",you will come to the rapids of sarn gebir and maybe at last to the great falls of rauros where the river thunders down from nen hithoel and there are other perils,come rapids sarn gebir maybe last great falls rauros river thunders nen hithoel perils
36,Boats may make your journey less toilsome for a while.,boats may make your journey less toilsome for a while,boats may make journey less toilsome
37,"Yet they will not give you counsel: in the end you must leave them and the River, and turn west-or east.'",yet they will not give you counsel in the end you must leave them and the river and turn westor east,yet give counsel end must leave river turn westor east
38,Aragorn thanked Celeborn many times.,aragorn thanked celeborn many times,aragorn thanked celeborn many times
39,"The gift of boats comforted him much, not least because there would now be no need to decide his course for some days.",the gift of boats comforted him much not least because there would now be no need to decide his course for some days,gift boats comforted much least would need decide course days
40,"The others, too, looked more hopeful.",the others too looked more hopeful,others looked hopeful
41,"Whatever perils lay ahead, it seemed better to float down the broad tide of Anduin to meet them than to plod forward with bent backs.",whatever perils lay ahead it seemed better to float down the broad tide of anduin to meet them than to plod forward with bent backs,whatever perils lay ahead seemed better float broad tide anduin meet plod forward bent backs
42,"Only Sam was doubtful: he at any rate still thought boats as bad as wild horses, or worse, and not all the dangers that he had survived made him think better of them.",only sam was doubtful he at any rate still thought boats as bad as wild horses or worse and not all the dangers that he had survived made him think better of them,sam doubtful rate still thought boats bad wild horses worse dangers survived made think better
43,"`All shall be prepared for you and await you at the haven before noon tomorrow,' said Celeborn.",all shall be prepared for you and await you at the haven before noon tomorrow said celeborn,shall prepared await noon tomorrow said celeborn
44,'I will send my people to you in the morning to help you make ready for the journey.,i will send my people to you in the morning to help you make ready for the journey,send people morning help make ready journey
45,Now we will wish you all a fair night and untroubled sleep.',now we will wish you all a fair night and untroubled sleep,wish fair night untroubled sleep
46,"'Good night, my friends! '",good night my friends,good night friends
47,said Galadriel.,said galadriel,said galadriel
48,'Sleep in peace!,sleep in peace,sleep peace
49,Do not trouble your hearts overmuch with thought of the road tonight.,do not trouble your hearts overmuch with thought of the road tonight,trouble hearts overmuch thought road tonight
50,"Maybe the paths that you each shall tread are already laid before your feet, though you do not see them.",maybe the paths that you each shall tread are already laid before your feet though you do not see them,maybe paths shall tread already laid feet though see
51,Good night! ',good night,good night
52,The Company now took their leave and returned to their pavilion.,the company now took their leave and returned to their pavilion,company took leave returned pavilion
53,"Legolas went with them, for this was to be their last night in Lothlórien, and in spite of the words of Galadriel they wished to take counsel together.",legolas went with them for this was to be their last night in lothlorien and in spite of the words of galadriel they wished to take counsel together,legolas went last night lothlorien spite words galadriel wished take counsel together
54,"For a long time they debated what they should do, and how it would be best to attempt the fulfilling of their purpose with the Ring: but they came to no decision.",for a long time they debated what they should do and how it would be best to attempt the fulfilling of their purpose with the ring but they came to no decision,long time debated would best attempt fulfilling purpose ring came decision
55,"It was plain that most of them desired to go first to Minas Tirith, and to escape at least for a while from the terror of the Enemy.",it was plain that most of them desired to go first to minas tirith and to escape at least for a while from the terror of the enemy,plain desired go first minas tirith escape least terror enemy
56,"They would have been willing to follow a leader over the River and into the shadow of Mordor; but Frodo spoke no word, and Aragorn was still divided in his mind.",they would have been willing to follow a leader over the river and into the shadow of mordor but frodo spoke no word and aragorn was still divided in his mind,would willing follow leader river shadow mordor frodo spoke word aragorn still divided mind
57,"His own plan, while Gandalf remained with them, had been to go with Boromir, and with his sword help to deliver Gondor.",his own plan while gandalf remained with them had been to go with boromir and with his sword help to deliver gondor,plan gandalf remained go boromir sword help deliver gondor
58,"For he believed that the message of the dreams was a summons, and that the hour had come at last when the heir of Elendil should come forth and strive with Sauron for the mastery.",for he believed that the message of the dreams was a summons and that the hour had come at last when the heir of elendil should come forth and strive with sauron for the mastery,believed message dreams summons hour come last heir elendil come forth strive sauron mastery
59,"But in Moria the burden of Gandalf had been laid on him; and he knew that he could not now forsake the Ring, if Frodo refused in the end to go with Boromir.",but in moria the burden of gandalf had been laid on him and he knew that he could not now forsake the ring if frodo refused in the end to go with boromir,moria burden gandalf laid knew could forsake ring frodo refused end go boromir
60,"And yet what help could he or any of the Company give to Frodo, save to walk blindly with him into the darkness?",and yet what help could he or any of the company give to frodo save to walk blindly with him into the darkness,yet help could company give frodo save walk blindly darkness
61,"`I shall go to Minas Tirith, alone if need be, for it is my duty,' said Boromir; and after that he was silent for a while, sitting with his eyes fixed on Frodo, as if he was trying to read the Halfling's thoughts.",i shall go to minas tirith alone if need be for it is my duty said boromir and after that he was silent for a while sitting with his eyes fixed on frodo as if he was trying to read the halflings thoughts,shall go minas tirith alone need duty said boromir silent sitting eyes fixed frodo trying read halflings thoughts
62,"At length he spoke again, softly, as if he was debating with himself.",at length he spoke again softly as if he was debating with himself,length spoke softly debating
63,"`If you wish only to destroy the Ring,' he said, `then there is little use in war and weapons; and the Men of Minas Tirith cannot help.",if you wish only to destroy the ring he said then there is little use in war and weapons and the men of minas tirith cannot help,wish destroy ring said little use war weapons men minas tirith help
64,"But if you wish to destroy the armed might of the Dark Lord, then it is folly to go without force into his domain; and folly to throw away.'",but if you wish to destroy the armed might of the dark lord then it is folly to go without force into his domain and folly to throw away,wish destroy armed might dark lord folly go without force domain folly throw away
65,"He paused suddenly, as if he had become aware that he was speaking his thoughts aloud.",he paused suddenly as if he had become aware that he was speaking his thoughts aloud,paused suddenly become aware speaking thoughts aloud
66,"`It would be folly to throw lives away, I mean,' he ended.",it would be folly to throw lives away i mean he ended,would folly throw lives away mean ended
67,`It is a choice between defending a strong place and walking openly into the arms of death.,it is a choice between defending a strong place and walking openly into the arms of death,choice defending strong place walking openly arms death
68,"At least, that is how I see it.'",at least that is how i see it,least see
69,"Frodo caught something new and strange in Boromir's glance, and he looked hard at him.",frodo caught something new and strange in boromirs glance and he looked hard at him,frodo caught something new strange boromirs glance looked hard
70,Plainly Boromir's thought was different from his final words.,plainly boromirs thought was different from his final words,plainly boromirs thought different final words
71,It would be folly to throw away: what?,it would be folly to throw away what,would folly throw away
72,The Ring of Power?,the ring of power,ring power
73,"He had said something like this at the Council, but then he had accepted the correction of Elrond.",he had said something like this at the council but then he had accepted the correction of elrond,said something like council accepted correction elrond
74,"Frodo looked at Aragorn, but he seemed deep in his own thought and made no sign that he had heeded Boromir's words.",frodo looked at aragorn but he seemed deep in his own thought and made no sign that he had heeded boromirs words,frodo looked aragorn seemed deep thought made sign heeded boromirs words
75,And so their debate ended.,and so their debate ended,debate ended
76,"Merry and Pippin were already asleep, and Sam was nodding.",merry and pippin were already asleep and sam was nodding,merry pippin already asleep sam nodding
77,The night was growing old.,the night was growing old,night growing old
78,"In the morning, as they were beginning to pack their slender goods, Elves that could speak their tongue came to them and brought them many gifts of food and clothing for the journey.",in the morning as they were beginning to pack their slender goods elves that could speak their tongue came to them and brought them many gifts of food and clothing for the journey,morning beginning pack slender goods elves could speak tongue came brought many gifts food clothing journey
79,"The food was mostly in the form of very thin cakes, made of a meal that was baked a light brown on the outside, and inside was the colour of cream.",the food was mostly in the form of very thin cakes made of a meal that was baked a light brown on the outside and inside was the colour of cream,food mostly form thin cakes made meal baked light brown outside inside colour cream
80,Gimli took up one of the cakes and looked at it with a doubtful eye.,gimli took up one of the cakes and looked at it with a doubtful eye,gimli took one cakes looked doubtful eye
81,"`_Cram_,' he said under his breath, as he broke off a crisp corner and nibbled at it.",cram he said under his breath as he broke off a crisp corner and nibbled at it,cram said breath broke crisp corner nibbled
82,"His expression quickly changed, and he ate all the rest of the cake with relish.",his expression quickly changed and he ate all the rest of the cake with relish,expression quickly changed ate rest cake relish
83,"`No more, no more!'",no more no more,
84,cried the Elves laughing.,cried the elves laughing,cried elves laughing
85,`You have eaten enough already for a long day's march.',you have eaten enough already for a long days march,eaten enough already long days march
86,"`I thought it was only a kind of _cram_, such as the Dale-men make for journeys in the wild,' said the Dwarf.",i thought it was only a kind of cram such as the dalemen make for journeys in the wild said the dwarf,thought kind cram dalemen make journeys wild said dwarf
87,"`So it is,' they answered.",so it is they answered,answered
88,"`But we call it _lembas_ or waybread, and it is more strengthening than any food made by Men, and it is more pleasant than _cram_, by all accounts.'",but we call it lembas or waybread and it is more strengthening than any food made by men and it is more pleasant than cram by all accounts,call lembas waybread strengthening food made men pleasant cram accounts
89,"`Indeed it is,' said Gimli.",indeed it is said gimli,indeed said gimli
90,"'Why it is better than the honey-cakes of the Beornings, and that is great praise, for the Beornings are the best bakers that I know of; but they are none too willing to deal out their cakes to travellers in these days.",why it is better than the honeycakes of the beornings and that is great praise for the beornings are the best bakers that i know of but they are none too willing to deal out their cakes to travellers in these days,better honeycakes beornings great praise beornings best bakers know none willing deal cakes travellers days
91,You are kindly hosts! ',you are kindly hosts,kindly hosts
92,"'All the same, we bid you spare the food,' they said.",all the same we bid you spare the food they said,bid spare food said
93,"'Eat little at a time, and only at need.",eat little at a time and only at need,eat little time need
94,For these things are given to serve you when all else fails.,for these things are given to serve you when all else fails,things given serve else fails
95,"The cakes will keep sweet for many many days, if they are unbroken and left in their leaf-wrappings, as we have brought them.",the cakes will keep sweet for many many days if they are unbroken and left in their leafwrappings as we have brought them,cakes keep sweet many many days unbroken left leafwrappings brought
96,"One will keep a traveller on his feet for a day of long labour, even if he be one of the tall Men of Minas Tirith.'",one will keep a traveller on his feet for a day of long labour even if he be one of the tall men of minas tirith,one keep traveller feet day long labour even one tall men minas tirith
97,The Elves next unwrapped and gave to each of the Company the clothes they had brought.,the elves next unwrapped and gave to each of the company the clothes they had brought,elves next unwrapped gave company clothes brought
98,"For each they had provided a hood and cloak, made according to his size, of the light but warm silken stuff that the Galadhrim wove.",for each they had provided a hood and cloak made according to his size of the light but warm silken stuff that the galadhrim wove,provided hood cloak made according size light warm silken stuff galadhrim wove
99,"It was hard to say of what colour they were: grey with the hue of twilight under the trees they seemed to be; and yet if they were moved, or set in another light, they were green as shadowed leaves, or brown as fallow fields by night, dusk-silver as water under the stars.",it was hard to say of what colour they were grey with the hue of twilight under the trees they seemed to be and yet if they were moved or set in another light they were green as shadowed leaves or brown as fallow fields by night dusksilver as water under the stars,hard say colour grey hue twilight trees seemed yet moved set another light green shadowed leaves brown fallow fields night dusksilver water stars
100,Each cloak was fastened about the neck with a brooch like a green leaf veined with silver.,each cloak was fastened about the neck with a brooch like a green leaf veined with silver,cloak fastened neck brooch like green leaf veined silver
101,`Are these magic cloaks? ',are these magic cloaks,magic cloaks
102,"asked Pippin, looking at them with wonder.",asked pippin looking at them with wonder,asked pippin looking wonder
103,"`I do not know what you mean by that,' answered the leader of the Elves.",i do not know what you mean by that answered the leader of the elves,know mean answered leader elves
104,"`They are fair garments, and the web is good, for it was made in this land.",they are fair garments and the web is good for it was made in this land,fair garments web good made land
105,"They are elvish robes certainly, if that is what you mean.",they are elvish robes certainly if that is what you mean,elvish robes certainly mean
106,"Leaf and branch, water and stone: they have the hue and beauty of all these things under the twilight of Lórien that we love; for we put the thought of all that we love into all that we make.",leaf and branch water and stone they have the hue and beauty of all these things under the twilight of lorien that we love for we put the thought of all that we love into all that we make,leaf branch water stone hue beauty things twilight lorien love put thought love make
107,"Yet they are garments, not armour, and they will not turn shaft or blade.",yet they are garments not armour and they will not turn shaft or blade,yet garments armour turn shaft blade
108,"But they should serve you well: they are light to wear, and warm enough or cool enough at need.",but they should serve you well they are light to wear and warm enough or cool enough at need,serve well light wear warm enough cool enough need
109,"And you will find them a great aid in keeping out of the sight of unfriendly eyes, whether you walk among the stones or the trees.",and you will find them a great aid in keeping out of the sight of unfriendly eyes whether you walk among the stones or the trees,find great aid keeping sight unfriendly eyes whether walk among stones trees
110,You are indeed high in the favour of the Lady!,you are indeed high in the favour of the lady,indeed high favour lady
111,For she herself and her maidens wove this stuff; and never before have we clad strangers in the garb of our own people.',for she herself and her maidens wove this stuff and never before have we clad strangers in the garb of our own people,maidens wove stuff never clad strangers garb people
112,After their morning meal the Company said farewell to the lawn by the fountain.,after their morning meal the company said farewell to the lawn by the fountain,morning meal company said farewell lawn fountain
113,"Their hearts were heavy; for it was a fair place, and it had become like home to them, though they could not count the days and nights that they had passed there.",their hearts were heavy for it was a fair place and it had become like home to them though they could not count the days and nights that they had passed there,hearts heavy fair place become like home though could count days nights passed
114,"As they stood for a moment looking at the white water in the sunlight, Haldir came walking towards them over the green grass of the glade.",as they stood for a moment looking at the white water in the sunlight haldir came walking towards them over the green grass of the glade,stood moment looking white water sunlight haldir came walking towards green grass glade
115,Frodo greeted him with delight.,frodo greeted him with delight,frodo greeted delight
116,"'I have returned from the Northern Fences,' said the Elf, `and I am sent now to be your guide again.",i have returned from the northern fences said the elf and i am sent now to be your guide again,returned northern fences said elf sent guide
117,"The Dimrill Dale is full of vapour and clouds of smoke, and the mountains are troubled.",the dimrill dale is full of vapour and clouds of smoke and the mountains are troubled,dimrill dale full vapour clouds smoke mountains troubled
118,There are noises in the deeps of the earth.,there are noises in the deeps of the earth,noises deeps earth
119,"If any of you had thought of returning northwards to your homes, you would not have been able to pass that way.",if any of you had thought of returning northwards to your homes you would not have been able to pass that way,thought returning northwards homes would able pass way
120,But come!,but come,come
121,Your path now goes south.',your path now goes south,path goes south
122,As they walked through Caras Galadhon the green ways were empty; but in the trees above them many voices were murmuring and singing.,as they walked through caras galadhon the green ways were empty but in the trees above them many voices were murmuring and singing,walked caras galadhon green ways empty trees many voices murmuring singing
123,They themselves went silently.,they themselves went silently,went silently
124,"At last Haldir led them down the southward slopes of the hill, and they came again to the great gate hung with lamps, and to the white bridge; and so they passed out and left the city of the Elves.",at last haldir led them down the southward slopes of the hill and they came again to the great gate hung with lamps and to the white bridge and so they passed out and left the city of the elves,last haldir led southward slopes hill came great gate hung lamps white bridge passed left city elves
125,"Then they turned away from the paved road and took a path that went off into a deep thicket of mallorn-trees, and passed on, winding through rolling woodlands of silver shadow, leading them ever down, southwards and eastwards, towards the shores of the River.",then they turned away from the paved road and took a path that went off into a deep thicket of mallorntrees and passed on winding through rolling woodlands of silver shadow leading them ever down southwards and eastwards towards the shores of the river,turned away paved road took path went deep thicket mallorntrees passed winding rolling woodlands silver shadow leading ever southwards eastwards towards shores river
126,They had gone some ten miles and noon was at hand when they came on a high green wall.,they had gone some ten miles and noon was at hand when they came on a high green wall,gone ten miles noon hand came high green wall
127,Passing through an opening they came suddenly out of the trees.,passing through an opening they came suddenly out of the trees,passing opening came suddenly trees
128,"Before them lay a long lawn of shining grass, studded with golden _elanor_ that glinted in the sun.",before them lay a long lawn of shining grass studded with golden elanor that glinted in the sun,lay long lawn shining grass studded golden elanor glinted sun
129,"The lawn ran out into a narrow tongue between bright margins: on the right and west the Silverlode flowed glittering; on the left and east the Great River rolled its broad waters, deep and dark.",the lawn ran out into a narrow tongue between bright margins on the right and west the silverlode flowed glittering on the left and east the great river rolled its broad waters deep and dark,lawn ran narrow tongue bright margins right west silverlode flowed glittering left east great river rolled broad waters deep dark
130,"On the further shores the woodlands still marched on southwards as far as the eye could see, but all the banks were bleak and bare.",on the further shores the woodlands still marched on southwards as far as the eye could see but all the banks were bleak and bare,shores woodlands still marched southwards far eye could see banks bleak bare
131,No mallorn lifted its gold-hung boughs beyond the Land of Lórien.,no mallorn lifted its goldhung boughs beyond the land of lorien,mallorn lifted goldhung boughs beyond land lorien
132,"On the bank of the Silverlode, at some distance up from the meeting of the streams, there was a hythe of white stones and white wood.",on the bank of the silverlode at some distance up from the meeting of the streams there was a hythe of white stones and white wood,bank silverlode distance meeting streams hythe white stones white wood
133,By it were moored many boats and barges.,by it were moored many boats and barges,moored many boats barges
134,"Some were brightly painted, and shone with silver and gold and green, but most were either white or grey.",some were brightly painted and shone with silver and gold and green but most were either white or grey,brightly painted shone silver gold green either white grey
135,"Three small grey boats had been made ready for the travellers, and in these the Elves stowed their goods.",three small grey boats had been made ready for the travellers and in these the elves stowed their goods,three small grey boats made ready travellers elves stowed goods
136,"And they added also coils of rope, three to each boat.",and they added also coils of rope three to each boat,added also coils rope three boat
137,"Slender they looked, but strong, silken to the touch, grey of hue like the elven-cloaks.",slender they looked but strong silken to the touch grey of hue like the elvencloaks,slender looked strong silken touch grey hue like elvencloaks
138,`What are these? ',what are these,
139,"asked Sam, handling one that lay upon the greensward.",asked sam handling one that lay upon the greensward,asked sam handling one lay upon greensward
140,`Ropes indeed! ',ropes indeed,ropes indeed
141,answered an Elf from the boats.,answered an elf from the boats,answered elf boats
142,'Never travel far without a rope!,never travel far without a rope,never travel far without rope
143,And one that is long and strong and light.,and one that is long and strong and light,one long strong light
144,Such are these.,such are these,
145,They may be a help in many needs.',they may be a help in many needs,may help many needs
146,'You don't need to tell me that! ',you dont need to tell me that,dont need tell
147,said Sam.,said sam,said sam
148,`I came without any and I've been worried ever since.,i came without any and ive been worried ever since,came without ive worried ever since
149,"But I was wondering what these were made of, knowing a bit about rope-making: it's in the family as you might say.'",but i was wondering what these were made of knowing a bit about ropemaking its in the family as you might say,wondering made knowing bit ropemaking family might say
150,"`They are made of _hithlain_,' said the Elf, `but there is no time now to instruct you in the art of their making.",they are made of hithlain said the elf but there is no time now to instruct you in the art of their making,made hithlain said elf time instruct art making
151,"Had we known that this craft delighted you, we could have taught you much.",had we known that this craft delighted you we could have taught you much,known craft delighted could taught much
152,But now alas!,but now alas,alas
153,"unless you should at some time return hither, you must be content with our gift.",unless you should at some time return hither you must be content with our gift,unless time return hither must content gift
154,May it serve you well! ',may it serve you well,may serve well
155,`Come! ',come,come
156,said Haldir.,said haldir,said haldir
157,`All is now ready for you.,all is now ready for you,ready
158,Enter the boats!,enter the boats,enter boats
159,But take care at first! ',but take care at first,take care first
160,'Heed the words! ',heed the words,heed words
161,said the other Elves.,said the other elves,said elves
162,"'These boats are light-built, and they are crafty and unlike the boats of other folk.",these boats are lightbuilt and they are crafty and unlike the boats of other folk,boats lightbuilt crafty unlike boats folk
163,"They will not sink, lade them as you will; but they are wayward if mishandled.",they will not sink lade them as you will but they are wayward if mishandled,sink lade wayward mishandled
164,"It would be wise if you accustomed yourselves to stepping in and out, here where there is a landing-place, before you set off downstream.'",it would be wise if you accustomed yourselves to stepping in and out here where there is a landingplace before you set off downstream,would wise accustomed stepping landingplace set downstream
165,"The Company was arranged in this way: Aragorn, Frodo, and Sam were in one boat; Boromir, Merry, and Pippin in another; and in the third were Legolas and Gimli, who had now become fast friends.",the company was arranged in this way aragorn frodo and sam were in one boat boromir merry and pippin in another and in the third were legolas and gimli who had now become fast friends,company arranged way aragorn frodo sam one boat boromir merry pippin another third legolas gimli become fast friends
166,In this last boat most of the goods and packs were stowed.,in this last boat most of the goods and packs were stowed,last boat goods packs stowed
167,The boats were moved and steered with short-handled paddles that had broad leaf-shaped blades.,the boats were moved and steered with shorthandled paddles that had broad leafshaped blades,boats moved steered shorthandled paddles broad leafshaped blades
168,When all was ready Aragorn led them on a trial up the Silverlode.,when all was ready aragorn led them on a trial up the silverlode,ready aragorn led trial silverlode
169,The current was swift and they went forward slowly.,the current was swift and they went forward slowly,current swift went forward slowly
170,"Sam sat in the bows, clutching the sides, and looking back wistfully to the shore.",sam sat in the bows clutching the sides and looking back wistfully to the shore,sam sat bows clutching sides looking back wistfully shore
171,The sunlight glittering on the water dazzled his eyes.,the sunlight glittering on the water dazzled his eyes,sunlight glittering water dazzled eyes
172,"As they passed beyond the green field of the Tongue, the trees drew down to the river's brink.",as they passed beyond the green field of the tongue the trees drew down to the rivers brink,passed beyond green field tongue trees drew rivers brink
173,Here and there golden leaves tossed and floated on the rippling stream.,here and there golden leaves tossed and floated on the rippling stream,golden leaves tossed floated rippling stream
174,"The air was very bright and still, and there was a silence, except for the high distant song of larks.",the air was very bright and still and there was a silence except for the high distant song of larks,air bright still silence except high distant song larks
175,"They turned a sharp bend in the river, and there, sailing proudly down the stream toward them, they saw a swan of great size.",they turned a sharp bend in the river and there sailing proudly down the stream toward them they saw a swan of great size,turned sharp bend river sailing proudly stream toward saw swan great size
176,The water rippled on either side of the white breast beneath its curving neck.,the water rippled on either side of the white breast beneath its curving neck,water rippled either side white breast beneath curving neck
177,"Its beak shone like burnished gold, and its eyes glinted like jet set in yellow stones; its huge white wings were half lifted.",its beak shone like burnished gold and its eyes glinted like jet set in yellow stones its huge white wings were half lifted,beak shone like burnished gold eyes glinted like jet set yellow stones huge white wings half lifted
178,"A music came down the river as it drew nearer; and suddenly they perceived that it was a ship, wrought and carved with elven-skill in the likeness of a bird.",a music came down the river as it drew nearer and suddenly they perceived that it was a ship wrought and carved with elvenskill in the likeness of a bird,music came river drew nearer suddenly perceived ship wrought carved elvenskill likeness bird
179,Two elves clad in white steered it with black paddles.,two elves clad in white steered it with black paddles,two elves clad white steered black paddles
180,"In the midst of the vessel sat Celeborn, and behind him stood Galadriel, tall and white; a circlet of golden flowers was in her hair, and in her hand she held a harp, and she sang.",in the midst of the vessel sat celeborn and behind him stood galadriel tall and white a circlet of golden flowers was in her hair and in her hand she held a harp and she sang,midst vessel sat celeborn behind stood galadriel tall white circlet golden flowers hair hand held harp sang
181,"Sad and sweet was the sound of her voice in the cool clear air:

          I sang of leaves, of leaves of gold, and leaves of gold there grew:
           Of wind I sang, a wind there came and in the branches blew.",sad and sweet was the sound of her voice in the cool clear air i sang of leaves of leaves of gold and leaves of gold there grew of wind i sang a wind there came and in the branches blew,sad sweet sound voice cool clear air sang leaves leaves gold leaves gold grew wind sang wind came branches blew
182,"Beyond the Sun, beyond the Moon, the foam was on the Sea,
           And by the strand of Ilmarin there grew a golden Tree.",beyond the sun beyond the moon the foam was on the sea and by the strand of ilmarin there grew a golden tree,beyond sun beyond moon foam sea strand ilmarin grew golden tree
183,"Beneath the stars of Ever-eve in Eldamar it shone,
           In Eldamar beside the walls of Elven Tirion.",beneath the stars of evereve in eldamar it shone in eldamar beside the walls of elven tirion,beneath stars evereve eldamar shone eldamar beside walls elven tirion
184,"There long the golden leaves have grown upon the branching years,
           While here beyond the Sundering Seas now fall the Elven-tears.",there long the golden leaves have grown upon the branching years while here beyond the sundering seas now fall the elventears,long golden leaves grown upon branching years beyond sundering seas fall elventears
185,O Lórien!,o lorien,lorien
186,"The Winter comes, the bare and leafless Day;
           The leaves are falling in the stream, the River flows away.",the winter comes the bare and leafless day the leaves are falling in the stream the river flows away,winter comes bare leafless day leaves falling stream river flows away
187,O Lórien!,o lorien,lorien
188,"Too long I have dwelt upon this Hither Shore
           And in a fading crown have twined the golden elanor.",too long i have dwelt upon this hither shore and in a fading crown have twined the golden elanor,long dwelt upon hither shore fading crown twined golden elanor
189,"But if of ships I now should sing, what ship would come to me,
           What ship would bear me ever back across so wide a Sea?",but if of ships i now should sing what ship would come to me what ship would bear me ever back across so wide a sea,ships sing ship would come ship would bear ever back across wide sea
190,Aragorn stayed his boat as the Swan-ship drew alongside.,aragorn stayed his boat as the swanship drew alongside,aragorn stayed boat swanship drew alongside
191,The Lady ended her song and greeted them.,the lady ended her song and greeted them,lady ended song greeted
192,"`We have come to bid you our last farewell,' she said, `and to speed you with blessings from our land.'",we have come to bid you our last farewell she said and to speed you with blessings from our land,come bid last farewell said speed blessings land
193,"`Though you have been our guests,' said Celeborn, `you have not yet eaten with us, and we bid you, therefore, to a parting feast, here between the flowing waters that will bear you far from Lórien.'",though you have been our guests said celeborn you have not yet eaten with us and we bid you therefore to a parting feast here between the flowing waters that will bear you far from lorien,though guests said celeborn yet eaten us bid therefore parting feast flowing waters bear far lorien
194,"The Swan passed on slowly to the hythe, and they turned their boats and followed it.",the swan passed on slowly to the hythe and they turned their boats and followed it,swan passed slowly hythe turned boats followed
