sentence_id,sentence,cleaned_sentence,tokens
93,The song ended and there was a burst of laughter and clapping.,the song ended and there was a burst of laughter and clapping,song ended burst laughter clapping
94,"They led their ponies under the arch, and leaving them standing in the yard they climbed up the steps.",they led their ponies under the arch and leaving them standing in the yard they climbed up the steps,led ponies arch leaving standing yard climbed steps
95,Frodo went forward and nearly bumped into a short fat man with a bald head and a red face.,frodo went forward and nearly bumped into a short fat man with a bald head and a red face,frodo went forward nearly bumped short fat man bald head red face
96,"He had a white apron on, and was bustling out of one door and in through another, carrying a tray laden with full mugs.",he had a white apron on and was bustling out of one door and in through another carrying a tray laden with full mugs,white apron bustling one door another carrying tray laden full mugs
97,'Can we-' began Frodo.,can we began frodo,began frodo
98,"'Half a minute, if you please!'",half a minute if you please,half minute please
99,"shouted the man over his shoulder, and vanished into a babel of voices and a cloud of smoke.",shouted the man over his shoulder and vanished into a babel of voices and a cloud of smoke,shouted man shoulder vanished babel voices cloud smoke
100,"In a moment he was out again, wiping his hands on his apron.",in a moment he was out again wiping his hands on his apron,moment wiping hands apron
101,"'Good evening, little master!'",good evening little master,good evening little master
102,"he said, bending down.",he said bending down,said bending
103,'What may you be wanting?',what may you be wanting,may wanting
104,"'Beds for four, and stabling for five ponies, if that can be managed.",beds for four and stabling for five ponies if that can be managed,beds four stabling five ponies managed
105,Are you Mr.,are you mr,mr
106,Butterbur?',butterbur,butterbur
107,'That's right!,thats right,thats right
108,Barliman is my name.,barliman is my name,barliman name
109,Barliman Butterbur at your service!,barliman butterbur at your service,barliman butterbur service
110,"You're from the Shire, eh?'",youre from the shire eh,youre shire eh
111,"he said, and then suddenly he clapped his hand to his forehead, as if trying to remember something.",he said and then suddenly he clapped his hand to his forehead as if trying to remember something,said suddenly clapped hand forehead trying remember something
112,'Hobbits!',hobbits,hobbits
113,he cried.,he cried,cried
114,'Now what does that remind me of?,now what does that remind me of,remind
115,"Might I ask your names, sir?'",might i ask your names sir,might ask names sir
116,'Mr.,mr,mr
117,"Took and Mr. Brandybuck,' said Frodo; 'and this is Sam Gamgee.",took and mr brandybuck said frodo and this is sam gamgee,took mr brandybuck said frodo sam gamgee
118,My name is Underhill.',my name is underhill,name underhill
119,'There now!',there now,
120,"said Mr. Butterbur, snapping his fingers.",said mr butterbur snapping his fingers,said mr butterbur snapping fingers
121,'It's gone again!,its gone again,gone
122,"But it'll come back, when I have time to think.",but itll come back when i have time to think,itll come back time think
123,I'm run off my feet; but I'll see what I can do for you.,im run off my feet but ill see what i can do for you,im run feet ill see
124,"We don't often get a party out of the Shire nowadays, and I should be sorry not to make you welcome.",we dont often get a party out of the shire nowadays and i should be sorry not to make you welcome,dont often get party shire nowadays sorry make welcome
125,But there is such a crowd already in the house tonight as there hasn't been for long enough.,but there is such a crowd already in the house tonight as there hasnt been for long enough,crowd already house tonight hasnt long enough
126,"It never rains but it pours, we say in Bree.",it never rains but it pours we say in bree,never rains pours say bree
127,'Hi!,hi,hi
128,Nob!',nob,nob
129,he shouted.,he shouted,shouted
130,"'Where are you, you woolly-footed slow-coach?",where are you you woollyfooted slowcoach,woollyfooted slowcoach
131,Nob!',nob,nob
132,"'Coming, sir!",coming sir,coming sir
133,Coming!',coming,coming
134,"A cheery-looking hobbit bobbed out of a door, and seeing the travellers, stopped short and stared at them with great interest.",a cheerylooking hobbit bobbed out of a door and seeing the travellers stopped short and stared at them with great interest,cheerylooking hobbit bobbed door seeing travellers stopped short stared great interest
135,'Where's Bob?',wheres bob,wheres bob
136,asked the landlord.,asked the landlord,asked landlord
137,'You don't know?,you dont know,dont know
138,Well find him!,well find him,well find
139,Double sharp!,double sharp,double sharp
140,"I haven't got six legs, nor six eyes neither!",i havent got six legs nor six eyes neither,havent got six legs six eyes neither
141,Tell Bob there's five ponies that have to be stabled.,tell bob theres five ponies that have to be stabled,tell bob theres five ponies stabled
142,He must find room somehow.',he must find room somehow,must find room somehow
143,Nob trotted off with a grin and a wink.,nob trotted off with a grin and a wink,nob trotted grin wink
144,"'Well, now, what was I going to say?'",well now what was i going to say,well going say
145,"said Mr. Butterbur, tapping his forehead.",said mr butterbur tapping his forehead,said mr butterbur tapping forehead
146,"'One thing drives out another, so to speak.",one thing drives out another so to speak,one thing drives another speak
147,"I'm that busy tonight, my head is going round.",im that busy tonight my head is going round,im busy tonight head going round
148,There's a party that came up the Greenway from down South last night  and that was strange enough to begin with.,theres a party that came up the greenway from down south last night and that was strange enough to begin with,theres party came greenway south last night strange enough begin
149,Then there's a travelling company of dwarves going West come in this evening.,then theres a travelling company of dwarves going west come in this evening,theres travelling company dwarves going west come evening
150,And now there's you.,and now theres you,theres
151,"If you weren't hobbits, I doubt if we could house you.",if you werent hobbits i doubt if we could house you,werent hobbits doubt could house
152,"But we've got a room or two in the north wing that were made special for hobbits, when this place was built.",but weve got a room or two in the north wing that were made special for hobbits when this place was built,weve got room two north wing made special hobbits place built
153,On the ground floor as they usually prefer; round windows and all as they like it.,on the ground floor as they usually prefer round windows and all as they like it,ground floor usually prefer round windows like
154,I hope you'll be comfortable.,i hope youll be comfortable,hope youll comfortable
155,"You'll be wanting supper, I don't doubt.",youll be wanting supper i dont doubt,youll wanting supper dont doubt
156,As soon as may be.,as soon as may be,soon may
157,This way now!',this way now,way
158,"He led them a short way down a passage, and opened a door.",he led them a short way down a passage and opened a door,led short way passage opened door
159,'Here is a nice little parlour!',here is a nice little parlour,nice little parlour
160,he said.,he said,said
161,'I hope it will suit.,i hope it will suit,hope suit
162,Excuse me now.,excuse me now,excuse
163,I'm that busy.,im that busy,im busy
164,No time for talking.,no time for talking,time talking
165,I must be trotting.,i must be trotting,must trotting
166,"It's hard work for two legs, but I don't get thinner.",its hard work for two legs but i dont get thinner,hard work two legs dont get thinner
167,I'll look in again later.,ill look in again later,ill look later
168,"If you want anything, ring the hand-bell, and Nob will come.",if you want anything ring the handbell and nob will come,want anything ring handbell nob come
169,"If he don't come, ring and shout!'",if he dont come ring and shout,dont come ring shout
170,"Off he went at last, and left them feeling rather breathless.",off he went at last and left them feeling rather breathless,went last left feeling rather breathless
171,"He seemed capable of an endless stream of talk, however busy he might be.",he seemed capable of an endless stream of talk however busy he might be,seemed capable endless stream talk however busy might
172,They found themselves in a small and cosy room.,they found themselves in a small and cosy room,found small cosy room
173,"There was a bit of bright fire burning on the hearth, and in front of it were some low and comfortable chairs.",there was a bit of bright fire burning on the hearth and in front of it were some low and comfortable chairs,bit bright fire burning hearth front low comfortable chairs
174,"There was a round table, already spread with a white cloth, and on it was a large hand-bell.",there was a round table already spread with a white cloth and on it was a large handbell,round table already spread white cloth large handbell
175,"But Nob, the hobbit servant, came bustling in long before they thought of ringing.",but nob the hobbit servant came bustling in long before they thought of ringing,nob hobbit servant came bustling long thought ringing
176,He brought candles and a tray full of plates.,he brought candles and a tray full of plates,brought candles tray full plates
177,"'Will you be wanting anything to drink, masters?'",will you be wanting anything to drink masters,wanting anything drink masters
178,he asked.,he asked,asked
179,"'And shall I show you the bedrooms, while your supper is got ready?'",and shall i show you the bedrooms while your supper is got ready,shall show bedrooms supper got ready
180,They were washed and in the middle of good deep mugs of beer when Mr. Butterbur and Nob came in again.,they were washed and in the middle of good deep mugs of beer when mr butterbur and nob came in again,washed middle good deep mugs beer mr butterbur nob came
181,In a twinkling the table was laid.,in a twinkling the table was laid,twinkling table laid
182,"There was hot soup, cold meats, a blackberry tart, new loaves, slabs of butter, and half a ripe cheese: good plain food, as good as the Shire could show, and homelike enough to dispel the last of Sam's misgivings (already much relieved by the excellence of the beer).",there was hot soup cold meats a blackberry tart new loaves slabs of butter and half a ripe cheese good plain food as good as the shire could show and homelike enough to dispel the last of sams misgivings already much relieved by the excellence of the beer,hot soup cold meats blackberry tart new loaves slabs butter half ripe cheese good plain food good shire could show homelike enough dispel last sams misgivings already much relieved excellence beer
183,"The landlord hovered round for a link, and then prepared to leave them.",the landlord hovered round for a link and then prepared to leave them,landlord hovered round link prepared leave
184,"'I don't know whether you would care to join the company, when you have supped,' he said, standing at the door.",i dont know whether you would care to join the company when you have supped he said standing at the door,dont know whether would care join company supped said standing door
185,'Perhaps you would rather go to your beds.,perhaps you would rather go to your beds,perhaps would rather go beds
186,"Still the company would be very pleased to welcome you_,_ if you had a mind.",still the company would be very pleased to welcome you if you had a mind,still company would pleased welcome mind
187,"We don't get Outsiders  travellers from the Shire, I should say, begging your pardon  often; and we like to hear a bit of news, or any story or song you may have in mind.",we dont get outsiders travellers from the shire i should say begging your pardon often and we like to hear a bit of news or any story or song you may have in mind,dont get outsiders travellers shire say begging pardon often like hear bit news story song may mind
188,But as you please!,but as you please,please
189,"Ring the bell, if you lack anything!'",ring the bell if you lack anything,ring bell lack anything
190,"So refreshed and encouraged did they feel at the end of their supper (about three quarters of an hour's steady going, not hindered by unnecessary talk) that Frodo, Pippin, and Sam decided to join the company.",so refreshed and encouraged did they feel at the end of their supper about three quarters of an hours steady going not hindered by unnecessary talk that frodo pippin and sam decided to join the company,refreshed encouraged feel end supper three quarters hours steady going hindered unnecessary talk frodo pippin sam decided join company
191,Merry said it would be too stuffy.,merry said it would be too stuffy,merry said would stuffy
192,"'I shall sit here quietly by the fire for a bit, and perhaps go out later for a sniff of the air.",i shall sit here quietly by the fire for a bit and perhaps go out later for a sniff of the air,shall sit quietly fire bit perhaps go later sniff air
193,"Mind your Ps and Qs, and don't forget that you are supposed to be escaping in secret, and are still _on_ the high-road and not very far from the Shire!'",mind your ps and qs and dont forget that you are supposed to be escaping in secret and are still on the highroad and not very far from the shire,mind ps qs dont forget supposed escaping secret still highroad far shire
194,'All right!',all right,right
195,said Pippin.,said pippin,said pippin
196,'Mind yourself!,mind yourself,mind
197,"Don't get lost, and don't forget that it is safer indoors!'",dont get lost and dont forget that it is safer indoors,dont get lost dont forget safer indoors
198,The company was in the big common-room of the inn.,the company was in the big commonroom of the inn,company big commonroom inn
199,"The gathering was large and mixed, as Frodo discovered, when his eyes got used to the light.",the gathering was large and mixed as frodo discovered when his eyes got used to the light,gathering large mixed frodo discovered eyes got used light
200,"This came chiefly from a blazing log-fire, for the three lamps hanging from the beams were dim, and half veiled in smoke.",this came chiefly from a blazing logfire for the three lamps hanging from the beams were dim and half veiled in smoke,came chiefly blazing logfire three lamps hanging beams dim half veiled smoke
201,"Barliman Butterbur was standing near the fire, talking to a couple of dwarves and one or two strange-looking men.",barliman butterbur was standing near the fire talking to a couple of dwarves and one or two strangelooking men,barliman butterbur standing near fire talking couple dwarves one two strangelooking men
202,"On the benches were various folk: men of Bree, a collection of local hobbits (sitting chattering together), a few more dwarves, and other vague figures difficult to make out away in the shadows and comers.",on the benches were various folk men of bree a collection of local hobbits sitting chattering together a few more dwarves and other vague figures difficult to make out away in the shadows and comers,benches various folk men bree collection local hobbits sitting chattering together dwarves vague figures difficult make away shadows comers
203,"As soon as the Shire-hobbits entered, there was a chorus of welcome from the Bree-landers.",as soon as the shirehobbits entered there was a chorus of welcome from the breelanders,soon shirehobbits entered chorus welcome breelanders
204,"The strangers, especially those that had come up the Greenway, stared at them curiously.",the strangers especially those that had come up the greenway stared at them curiously,strangers especially come greenway stared curiously
205,"The landlord introduced the newcomers to the Bree-folk, so quickly that, though they caught many names, they were seldom sure who the names belonged to.",the landlord introduced the newcomers to the breefolk so quickly that though they caught many names they were seldom sure who the names belonged to,landlord introduced newcomers breefolk quickly though caught many names seldom sure names belonged
