sentence_id,sentence,cleaned_sentence,tokens
33,'Go on then!',go on then,go
34,said Frodo.,said frodo,said frodo
35,'What do you know?',what do you know,know
36,"'Too much; too many dark things,' said Strider grimly.",too much too many dark things said strider grimly,much many dark things said strider grimly
37,"'But as for your business -' He got up and went to the door, opened it quickly and looked out.",but as for your business he got up and went to the door opened it quickly and looked out,business got went door opened quickly looked
38,Then he shut it quietly and sat down again.,then he shut it quietly and sat down again,shut quietly sat
39,"'I have quick ears,' he went on, lowering his voice, 'and though I cannot disappear, I have hunted many wild and wary things and I can usually avoid being seen, if I wish.",i have quick ears he went on lowering his voice and though i cannot disappear i have hunted many wild and wary things and i can usually avoid being seen if i wish,quick ears went lowering voice though disappear hunted many wild wary things usually avoid seen wish
40,"Now, I was behind the hedge this evening on the Road west of Bree, when four hobbits came out of the Downlands.",now i was behind the hedge this evening on the road west of bree when four hobbits came out of the downlands,behind hedge evening road west bree four hobbits came downlands
41,"I need not repeat all that they said to old Bombadil or to one another, but one thing interested me.",i need not repeat all that they said to old bombadil or to one another but one thing interested me,need repeat said old bombadil one another one thing interested
42,"_Please remember,_ said one of them, _that the name Baggins must not be mentioned.",please remember said one of them that the name baggins must not be mentioned,please remember said one name baggins must mentioned
43,"I am Mr. Underhill, if any name must be given._ That interested me so much that I followed them here.",i am mr underhill if any name must be given that interested me so much that i followed them here,mr underhill name must given interested much followed
44,I slipped over the gate just behind them.,i slipped over the gate just behind them,slipped gate behind
45,"Maybe Mr. Baggins has an honest reason for leaving his name behind; but if so, I should advise him and his friends to be more careful.'",maybe mr baggins has an honest reason for leaving his name behind but if so i should advise him and his friends to be more careful,maybe mr baggins honest reason leaving name behind advise friends careful
46,"'I don't see what interest my name has for any one in Bree,' said Frodo angrily, 'and I have still to learn why it interests you.",i dont see what interest my name has for any one in bree said frodo angrily and i have still to learn why it interests you,dont see interest name one bree said frodo angrily still learn interests
47,"Mr. Strider may have an honest reason for spying and eavesdropping; but if so, I should advise him to explain it.'",mr strider may have an honest reason for spying and eavesdropping but if so i should advise him to explain it,mr strider may honest reason spying eavesdropping advise explain
48,'Well answered!',well answered,well answered
49,said Strider laughing.,said strider laughing,said strider laughing
50,"'But the explanation is simple:
     I was looking for a Hobbit called Frodo Baggins.",but the explanation is simple i was looking for a hobbit called frodo baggins,explanation simple looking hobbit called frodo baggins
51,I wanted to find him quickly.,i wanted to find him quickly,wanted find quickly
52,"I had learned that he was carrying out of the Shire, well, a secret that concerned me and my friends.",i had learned that he was carrying out of the shire well a secret that concerned me and my friends,learned carrying shire well secret concerned friends
53,"'Now, don't mistake me!'",now dont mistake me,dont mistake
54,"he cried, as Frodo rose from his seat, and Sam jumped up with a scowl.",he cried as frodo rose from his seat and sam jumped up with a scowl,cried frodo rose seat sam jumped scowl
55,'I shall take more care of the secret than you do.,i shall take more care of the secret than you do,shall take care secret
56,And care is needed!',and care is needed,care needed
57,He leaned forward and looked at them.,he leaned forward and looked at them,leaned forward looked
58,'Watch every shadow!',watch every shadow,watch every shadow
59,he said in a low voice.,he said in a low voice,said low voice
60,'Black horsemen have passed through Bree.,black horsemen have passed through bree,black horsemen passed bree
61,"On Monday one came down the Greenway, they say; and another appeared later, coming up the Greenway from the south.'",on monday one came down the greenway they say and another appeared later coming up the greenway from the south,monday one came greenway say another appeared later coming greenway south
62,There was a silence.,there was a silence,silence
63,"At last Frodo spoke to Pippin and Sam: 'I ought to have guessed it from the way the gatekeeper greeted us,' he said.",at last frodo spoke to pippin and sam i ought to have guessed it from the way the gatekeeper greeted us he said,last frodo spoke pippin sam ought guessed way gatekeeper greeted us said
64,'And the landlord seems to have heard something.,and the landlord seems to have heard something,landlord seems heard something
65,Why did he press us to join the company?,why did he press us to join the company,press us join company
66,And why on earth did we behave so foolishly: we ought to have stayed quiet in here.',and why on earth did we behave so foolishly we ought to have stayed quiet in here,earth behave foolishly ought stayed quiet
67,"'It would have been better,' said Strider.",it would have been better said strider,would better said strider
68,"'I would have stopped your going into the common-room, if I could; but the innkeeper would not let me in to see you, or take a message.'",i would have stopped your going into the commonroom if i could but the innkeeper would not let me in to see you or take a message,would stopped going commonroom could innkeeper would let see take message
69,'Do you think he' began Frodo.,do you think he began frodo,think began frodo
70,"'No, I don't think any harm of old Butterbur.",no i dont think any harm of old butterbur,dont think harm old butterbur
71,Only he does not altogether like mysterious vagabonds of my sort.',only he does not altogether like mysterious vagabonds of my sort,altogether like mysterious vagabonds sort
72,Frodo gave him a puzzled look.,frodo gave him a puzzled look,frodo gave puzzled look
73,"'Well, I have rather a rascally look, have I not?'",well i have rather a rascally look have i not,well rather rascally look
74,said Strider with a curl of his lip and a queer gleam in his eye.,said strider with a curl of his lip and a queer gleam in his eye,said strider curl lip queer gleam eye
75,'But I hope we shall get to know one another better.,but i hope we shall get to know one another better,hope shall get know one another better
76,"When we do, I hope you will explain what happened at the end of your song.",when we do i hope you will explain what happened at the end of your song,hope explain happened end song
77,"For that little prank'
     'It was sheer accident!'",for that little prank it was sheer accident,little prank sheer accident
78,interrupted Frodo.,interrupted frodo,interrupted frodo
79,"'I wonder,' said Strider.",i wonder said strider,wonder said strider
80,"'Accident, then.",accident then,accident
81,That accident has made your position dangerous.',that accident has made your position dangerous,accident made position dangerous
82,"'Hardly more than it was already,' said Frodo.",hardly more than it was already said frodo,hardly already said frodo
83,'I knew these horsemen were pursuing me; but now at any rate they seem to have missed me and to have gone away.',i knew these horsemen were pursuing me but now at any rate they seem to have missed me and to have gone away,knew horsemen pursuing rate seem missed gone away
84,'You must not count on that!',you must not count on that,must count
85,said Strider sharply.,said strider sharply,said strider sharply
86,'They will return.,they will return,return
87,And more are coming.,and more are coming,coming
88,There are others.,there are others,others
89,I know their number.,i know their number,know number
90,I know these Riders.',i know these riders,know riders
91,"He paused, and his eyes were cold and hard.",he paused and his eyes were cold and hard,paused eyes cold hard
92,"'And there are some folk in Bree who are not to be trusted,' he went on.",and there are some folk in bree who are not to be trusted he went on,folk bree trusted went
93,"'Bill Ferny, for instance.",bill ferny for instance,bill ferny instance
94,"He has an evil name in the Bree-land, and queer folk call at his house.",he has an evil name in the breeland and queer folk call at his house,evil name breeland queer folk call house
95,You must have noticed him among the company: a swarthy sneering fellow.,you must have noticed him among the company a swarthy sneering fellow,must noticed among company swarthy sneering fellow
96,"He was very close with one of the Southern strangers, and they slipped out together just after your ""accident"".",he was very close with one of the southern strangers and they slipped out together just after your accident,close one southern strangers slipped together accident
97,"Not all of those Southerners mean well; and as for Ferny, he would sell anything to anybody; or make mischief for amusement.'",not all of those southerners mean well and as for ferny he would sell anything to anybody or make mischief for amusement,southerners mean well ferny would sell anything anybody make mischief amusement
98,"'What will Ferny sell, and what has my accident got to do with him?'",what will ferny sell and what has my accident got to do with him,ferny sell accident got
99,"said Frodo, still determined not to understand Strider's hints.",said frodo still determined not to understand striders hints,said frodo still determined understand striders hints
100,"'News of you, of course,' answered Strider.",news of you of course answered strider,news course answered strider
101,'An account of your performance would be very interesting to certain people.,an account of your performance would be very interesting to certain people,account performance would interesting certain people
102,After that they would hardly need to be told your real name.,after that they would hardly need to be told your real name,would hardly need told real name
103,It seems to me only too likely that they will hear of it before this night is over.,it seems to me only too likely that they will hear of it before this night is over,seems likely hear night
104,Is that enough?,is that enough,enough
105,You can do as you like about my reward: take me as a guide or not.,you can do as you like about my reward take me as a guide or not,like reward take guide
106,"But I may say that I know all the lands between the Shire and the Misty Mountains, for I have wandered over them for many years.",but i may say that i know all the lands between the shire and the misty mountains for i have wandered over them for many years,may say know lands shire misty mountains wandered many years
107,I am older than I look.,i am older than i look,older look
108,I might prove useful.,i might prove useful,might prove useful
109,You will have to leave the open road after tonight; for the horsemen will watch it night and day.,you will have to leave the open road after tonight for the horsemen will watch it night and day,leave open road tonight horsemen watch night day
110,"You may escape from Bree, and be allowed to go forward while the Sun is up; but you won't go far.",you may escape from bree and be allowed to go forward while the sun is up but you wont go far,may escape bree allowed go forward sun wont go far
111,"They will come on you in the wild, in some dark place where there is no help.",they will come on you in the wild in some dark place where there is no help,come wild dark place help
112,Do you wish them to find you?,do you wish them to find you,wish find
113,They are terrible!',they are terrible,terrible
114,"The hobbits looked at him, and saw with surprise that his face was drawn as if with pain, and his hands clenched the arms of his chair.",the hobbits looked at him and saw with surprise that his face was drawn as if with pain and his hands clenched the arms of his chair,hobbits looked saw surprise face drawn pain hands clenched arms chair
115,"The room was very quiet and still, and the light seemed to have grown dim.",the room was very quiet and still and the light seemed to have grown dim,room quiet still light seemed grown dim
116,For a while he sat with unseeing eyes as if walking in distant memory or listening to sounds in the Night far away.,for a while he sat with unseeing eyes as if walking in distant memory or listening to sounds in the night far away,sat unseeing eyes walking distant memory listening sounds night far away
117,'There!',there,
118,"he cried after a moment, drawing his hand across his brow.",he cried after a moment drawing his hand across his brow,cried moment drawing hand across brow
119,'Perhaps I know more about these pursuers than you do.,perhaps i know more about these pursuers than you do,perhaps know pursuers
120,"You fear them, but you do not fear them enough, yet.",you fear them but you do not fear them enough yet,fear fear enough yet
121,"Tomorrow you will have to escape, if you can.",tomorrow you will have to escape if you can,tomorrow escape
122,Strider can take you by paths that are seldom trodden.,strider can take you by paths that are seldom trodden,strider take paths seldom trodden
123,Will you have him?',will you have him,
124,There was a heavy silence.,there was a heavy silence,heavy silence
125,"Frodo made no answer, his mind was confused with doubt and fear.",frodo made no answer his mind was confused with doubt and fear,frodo made answer mind confused doubt fear
126,"Sam frowned, and looked at his master; and at last he broke out:
     'With your leave, Mr. Frodo, I'd say no!",sam frowned and looked at his master and at last he broke out with your leave mr frodo id say no,sam frowned looked master last broke leave mr frodo id say
127,"This Strider here, he warns and he says take care; and I _say yes_ to that, and let's begin with him.",this strider here he warns and he says take care and i say yes to that and lets begin with him,strider warns says take care say yes lets begin
128,"He comes out of the Wild, and I never heard no good of such folk.",he comes out of the wild and i never heard no good of such folk,comes wild never heard good folk
129,"He knows something, that's plain, and more than I like; but it's no reason why we should let him go leading us out into some dark place far from help, as he puts it.'",he knows something thats plain and more than i like but its no reason why we should let him go leading us out into some dark place far from help as he puts it,knows something thats plain like reason let go leading us dark place far help puts
130,Pippin fidgeted and looked uncomfortable.,pippin fidgeted and looked uncomfortable,pippin fidgeted looked uncomfortable
131,"Strider did not reply to Sam, but turned his keen eyes on Frodo.",strider did not reply to sam but turned his keen eyes on frodo,strider reply sam turned keen eyes frodo
132,Frodo caught his glance and looked away.,frodo caught his glance and looked away,frodo caught glance looked away
133,"'No,' he said slowly.",no he said slowly,said slowly
134,'I don't agree.,i dont agree,dont agree
135,"I think, I think you are not really as you choose to look.",i think i think you are not really as you choose to look,think think really choose look
136,"You began to talk to me like the Bree-folk, but your voice has changed.",you began to talk to me like the breefolk but your voice has changed,began talk like breefolk voice changed
137,"Still Sam seems right in this: I don't see why you should warn us to take care, and yet ask us to take you on trust.",still sam seems right in this i dont see why you should warn us to take care and yet ask us to take you on trust,still sam seems right dont see warn us take care yet ask us take trust
138,Why the disguise?,why the disguise,disguise
139,Who are you?,who are you,
140,What do you really know about  about my business; and how do you know it?',what do you really know about about my business and how do you know it,really know business know
141,"'The lesson in caution has been well learned,' said Strider with a grim smile.",the lesson in caution has been well learned said strider with a grim smile,lesson caution well learned said strider grim smile
142,'But caution is one thing and wavering is another.,but caution is one thing and wavering is another,caution one thing wavering another
143,"You will never get to Rivendell now on your own, and to trust me is your only chance.",you will never get to rivendell now on your own and to trust me is your only chance,never get rivendell trust chance
144,You must make up your mind.,you must make up your mind,must make mind
145,"I will answer some of your questions, if that will help you to do so.",i will answer some of your questions if that will help you to do so,answer questions help
146,"But why should you believe my story, if you do not trust me already?",but why should you believe my story if you do not trust me already,believe story trust already
147,"Still here it is'

     At that moment there came a knock at the door.",still here it is at that moment there came a knock at the door,still moment came knock door
148,"Mr. Butterbur had arrived with candles, and behind him was Nob with cans of hot water.",mr butterbur had arrived with candles and behind him was nob with cans of hot water,mr butterbur arrived candles behind nob cans hot water
149,Strider withdrew into a dark corner.,strider withdrew into a dark corner,strider withdrew dark corner
150,"'I've come to bid you good night,' said the landlord, putting the candles on the table.",ive come to bid you good night said the landlord putting the candles on the table,ive come bid good night said landlord putting candles table
151,'Nob!,nob,nob
152,Take the water to the rooms!',take the water to the rooms,take water rooms
153,He came in and shut the door.,he came in and shut the door,came shut door
154,"'It's like this,' he began, hesitating and looking troubled.",its like this he began hesitating and looking troubled,like began hesitating looking troubled
155,"'If I've done any harm, I'm sorry indeed.",if ive done any harm im sorry indeed,ive done harm im sorry indeed
156,"But one thing drives out another, as you'll admit; and I'm a busy man.",but one thing drives out another as youll admit and im a busy man,one thing drives another youll admit im busy man
157,"But first one thing and then another this week have jogged my memory, as the saying goes; and not too late I hope.",but first one thing and then another this week have jogged my memory as the saying goes and not too late i hope,first one thing another week jogged memory saying goes late hope
158,"You see, I was asked to look out for hobbits of the Shire, and for one by the name of Baggins in particular.'",you see i was asked to look out for hobbits of the shire and for one by the name of baggins in particular,see asked look hobbits shire one name baggins particular
159,'And what has that got to do with me?',and what has that got to do with me,got
160,asked Frodo.,asked frodo,asked frodo
161,'Ah!,ah,ah
162,"you know best,' said the landlord, knowingly.",you know best said the landlord knowingly,know best said landlord knowingly
163,"'I won't give you away; but I was told that this Baggins would be going by the name of Underhill, and I was given a description that fits you well enough, if I may say so.'",i wont give you away but i was told that this baggins would be going by the name of underhill and i was given a description that fits you well enough if i may say so,wont give away told baggins would going name underhill given description fits well enough may say
164,'Indeed!,indeed,indeed
165,Let's have it then!',lets have it then,lets
166,"said Frodo, unwisely interrupting.",said frodo unwisely interrupting,said frodo unwisely interrupting
167,"_'A stout little fellow with red cheeks,'_ said Mr. Butterbur solemnly.",a stout little fellow with red cheeks said mr butterbur solemnly,stout little fellow red cheeks said mr butterbur solemnly
168,"Pippin chuckled, but Sam looked indignant.",pippin chuckled but sam looked indignant,pippin chuckled sam looked indignant
169,_'That won't help you much; it goes for most hobbits.,that wont help you much it goes for most hobbits,wont help much goes hobbits
170,"Barley,_ he says to me,' continued Mr. Butterbur with a glance at Pippin.",barley he says to me continued mr butterbur with a glance at pippin,barley says continued mr butterbur glance pippin
171,"_'But this one is taller than some and fairer than most, and he has a cleft in his chin: perky chap with a bright eye._ Begging your pardon, but he said it, not me.'",but this one is taller than some and fairer than most and he has a cleft in his chin perky chap with a bright eye begging your pardon but he said it not me,one taller fairer cleft chin perky chap bright eye begging pardon said
172,_'He_ said it?,he said it,said
173,And who was he?',and who was he,
174,asked Frodo eagerly.,asked frodo eagerly,asked frodo eagerly
175,'Ah!,ah,ah
176,"That was Gandalf, if you know who I mean.",that was gandalf if you know who i mean,gandalf know mean
177,"A wizard they say he is, but he's a good friend of mine, whether or no.",a wizard they say he is but hes a good friend of mine whether or no,wizard say hes good friend mine whether
178,"But now I don't know what he'll have to say to me, if I see him again: turn all my ale sour or me into a block of wood, I shouldn't wonder.",but now i dont know what hell have to say to me if i see him again turn all my ale sour or me into a block of wood i shouldnt wonder,dont know hell say see turn ale sour block wood shouldnt wonder
179,He's a bit hasty.,hes a bit hasty,hes bit hasty
180,Still what's done can't be undone. ',still whats done cant be undone,still whats done cant undone
181,"'Well, what have you done?'",well what have you done,well done
182,"said Frodo, getting impatient with the slow unravelling of Butterbur's thoughts.",said frodo getting impatient with the slow unravelling of butterburs thoughts,said frodo getting impatient slow unravelling butterburs thoughts
183,'Where was I?',where was i,
184,"said the landlord, pausing and snapping his fingers.",said the landlord pausing and snapping his fingers,said landlord pausing snapping fingers
185,"'Ah, yes!",ah yes,ah yes
186,Old Gandalf.,old gandalf,old gandalf
187,Three months back he walked right into my room without a knock.,three months back he walked right into my room without a knock,three months back walked right room without knock
188,"_Barley,_ he says, _I'm off in the morning.",barley he says im off in the morning,barley says im morning
189,Will you do something for me?,will you do something for me,something
190,"You've only to name it,_ I said.",youve only to name it i said,youve name said
191,"_I'm in a hurry,_ said he, _and I've no time myself, but I want a message took to the Shire.",im in a hurry said he and ive no time myself but i want a message took to the shire,im hurry said ive time want message took shire
192,"Have you anyone you can send, and trust to go?",have you anyone you can send and trust to go,anyone send trust go
193,"I can find someone,_ I said, _tomorrow, maybe, or the day after.",i can find someone i said tomorrow maybe or the day after,find someone said tomorrow maybe day
194,"Make it tomorrow,_ he says, and then he gave me a letter.",make it tomorrow he says and then he gave me a letter,make tomorrow says gave letter
195,"'It's addressed plain enough,' said Mr. Butterbur, producing a letter from his pocket, and reading out the address slowly and proudly (he valued his reputation as a lettered man):

            _Mr.",its addressed plain enough said mr butterbur producing a letter from his pocket and reading out the address slowly and proudly he valued his reputation as a lettered man mr,addressed plain enough said mr butterbur producing letter pocket reading address slowly proudly valued reputation lettered man mr
196,"FRODO BAGGINS, BAG END, HOBBITON in the SHIRE._

     'A letter for me from Gandalf!'",frodo baggins bag end hobbiton in the shire a letter for me from gandalf,frodo baggins bag end hobbiton shire letter gandalf
197,cried Frodo.,cried frodo,cried frodo
198,'Ah!',ah,ah
199,said Mr. Butterbur.,said mr butterbur,said mr butterbur
200,'Then your right name is Baggins?',then your right name is baggins,right name baggins
201,"'It is,' said Frodo, 'and you had better give me that letter at once, and explain why you never sent it.",it is said frodo and you had better give me that letter at once and explain why you never sent it,said frodo better give letter explain never sent
202,"That's what you came to tell me, I suppose, though you've taken a long time to come to the point.'",thats what you came to tell me i suppose though youve taken a long time to come to the point,thats came tell suppose though youve taken long time come point
203,Poor Mr. Butterbur looked troubled.,poor mr butterbur looked troubled,poor mr butterbur looked troubled
204,"'You're right, master,' he said, 'and I beg your pardon.",youre right master he said and i beg your pardon,youre right master said beg pardon
205,"And I'm mortal afraid of what Gandalf will say, if harm comes of it.",and im mortal afraid of what gandalf will say if harm comes of it,im mortal afraid gandalf say harm comes
206,But I didn't keep it back a-purpose.,but i didnt keep it back apurpose,didnt keep back apurpose
207,I put it by safe.,i put it by safe,put safe
208,"Then I couldn't find nobody willing to go to the Shire next day, nor the day after, and none of my own folk were to spare; and then one thing after another drove it out of my mind.",then i couldnt find nobody willing to go to the shire next day nor the day after and none of my own folk were to spare and then one thing after another drove it out of my mind,couldnt find nobody willing go shire next day day none folk spare one thing another drove mind
209,I'm a busy man.,im a busy man,im busy man
210,"I'll do what I can to set matters right, and if there's any help I can give, you've only to name it.",ill do what i can to set matters right and if theres any help i can give youve only to name it,ill set matters right theres help give youve name
211,"'Leaving the letter aside, I promised Gandalf no less.",leaving the letter aside i promised gandalf no less,leaving letter aside promised gandalf less
212,"_Barley,_ he says to me, _this friend of mine from the Shire, he may be coming out this way before long, him and another.",barley he says to me this friend of mine from the shire he may be coming out this way before long him and another,barley says friend mine shire may coming way long another
213,He'll be calling himself Underhill.,hell be calling himself underhill,hell calling underhill
214,Mind that!,mind that,mind
215,But you need ask no questions.,but you need ask no questions,need ask questions
216,"And if I'm not with him, he may be in trouble, and he may need help.",and if im not with him he may be in trouble and he may need help,im may trouble may need help
217,"Do whatever you can for him, and I'll be grateful,_ he says.",do whatever you can for him and ill be grateful he says,whatever ill grateful says
218,"And here you are, and trouble is not far off, seemingly.'",and here you are and trouble is not far off seemingly,trouble far seemingly
219,'What do you mean?',what do you mean,mean
220,asked Frodo.,asked frodo,asked frodo
221,"'These black men,' said the landlord lowering his voice.",these black men said the landlord lowering his voice,black men said landlord lowering voice
222,"'They're looking for _Baggins,_ and if they mean well, then I'm a hobbit.",theyre looking for baggins and if they mean well then im a hobbit,theyre looking baggins mean well im hobbit
223,"It was on Monday, and all the dogs were yammering and the geese screaming.",it was on monday and all the dogs were yammering and the geese screaming,monday dogs yammering geese screaming
224,"Uncanny, I called it.",uncanny i called it,uncanny called
225,"Nob, he came and told me that two black men were at the door asking for a hobbit called Baggins.",nob he came and told me that two black men were at the door asking for a hobbit called baggins,nob came told two black men door asking hobbit called baggins
226,Nob's hair was all stood on end.,nobs hair was all stood on end,nobs hair stood end
227,"I bid the black fellows be off, and slammed the door on them; but they've been asking the same question all the way to Archet, I hear.",i bid the black fellows be off and slammed the door on them but theyve been asking the same question all the way to archet i hear,bid black fellows slammed door theyve asking question way archet hear
228,"And that Ranger, Strider, he's been asking questions, too.",and that ranger strider hes been asking questions too,ranger strider hes asking questions
229,"Tried to get in here to see you, before you'd had bite or sup, he did.'",tried to get in here to see you before youd had bite or sup he did,tried get see youd bite sup
230,'He did!',he did,
231,"said Strider suddenly, coming forward into the light.",said strider suddenly coming forward into the light,said strider suddenly coming forward light
232,"'And much trouble would have been saved, if you had let him in, Barliman.'",and much trouble would have been saved if you had let him in barliman,much trouble would saved let barliman
233,The landlord jumped with surprise.,the landlord jumped with surprise,landlord jumped surprise
234,'You!',you,
235,he cried.,he cried,cried
236,'You're always popping up.,youre always popping up,youre always popping
237,What do you want now?',what do you want now,want
238,"'He's here with my leave,' said Frodo.",hes here with my leave said frodo,hes leave said frodo
239,'He came to offer me his help.',he came to offer me his help,came offer help
240,"'Well, you know your own business, maybe,' said Mr. Butterbur, looking suspiciously at Strider.",well you know your own business maybe said mr butterbur looking suspiciously at strider,well know business maybe said mr butterbur looking suspiciously strider
241,"'But if I was in your plight, I wouldn't take up with a Ranger.'",but if i was in your plight i wouldnt take up with a ranger,plight wouldnt take ranger
242,'Then who would you take up with?',then who would you take up with,would take
243,asked Strider.,asked strider,asked strider
244,'A fat innkeeper who only remembers his own name because people shout it at him all day?,a fat innkeeper who only remembers his own name because people shout it at him all day,fat innkeeper remembers name people shout day
245,"They cannot stay in _The Pony_ for ever, and they cannot go home.",they cannot stay in the pony for ever and they cannot go home,stay pony ever go home
246,They have a long road before them.,they have a long road before them,long road
247,Will you go with them and keep the black men off?',will you go with them and keep the black men off,go keep black men
248,'Me?,me,
249,Leave Bree!,leave bree,leave bree
250,"I wouldn't do that for any money,' said Mr. Butterbur, looking really scared.",i wouldnt do that for any money said mr butterbur looking really scared,wouldnt money said mr butterbur looking really scared
251,"'But why can't you stay here quiet for a bit, Mr. Underhill?",but why cant you stay here quiet for a bit mr underhill,cant stay quiet bit mr underhill
252,What are all these queer goings on?,what are all these queer goings on,queer goings
253,"What are these black men after, and where do they come from, I'd like to know?'",what are these black men after and where do they come from id like to know,black men come id like know
254,"'I'm sorry I can't explain it all,' answered Frodo.",im sorry i cant explain it all answered frodo,im sorry cant explain answered frodo
255,"'I am tired and very worried, and it's a long tale.",i am tired and very worried and its a long tale,tired worried long tale
256,"But if you mean to help me, I ought to warn you that you will be in danger as long as I am in your house.",but if you mean to help me i ought to warn you that you will be in danger as long as i am in your house,mean help ought warn danger long house
257,"These Black Riders: I am not sure, but I think, I fear they come from'
     'They come from Mordor,' said Strider in a low voice.",these black riders i am not sure but i think i fear they come from they come from mordor said strider in a low voice,black riders sure think fear come come mordor said strider low voice
258,"'From Mordor, Barliman, if that means anything to you.'",from mordor barliman if that means anything to you,mordor barliman means anything
259,'Save us!',save us,save us
260,cried Mr. Butterbur turning pale; the name evidently was known to him.,cried mr butterbur turning pale the name evidently was known to him,cried mr butterbur turning pale name evidently known
261,'That is the worst news that has come to Bree in my time.',that is the worst news that has come to bree in my time,worst news come bree time
262,"'It is,' said Frodo.",it is said frodo,said frodo
263,'Are you still willing to help me?',are you still willing to help me,still willing help
264,"'I am,' said Mr. Butterbur.",i am said mr butterbur,said mr butterbur
265,'More than ever.,more than ever,ever
266,"Though I don't know what the likes of me can do against, against' he faltered.",though i dont know what the likes of me can do against against he faltered,though dont know likes faltered
267,"'Against the Shadow in the East,' said Strider quietly.",against the shadow in the east said strider quietly,shadow east said strider quietly
268,"'Not much, Barliman, but every little helps.",not much barliman but every little helps,much barliman every little helps
269,"You can let Mr. Underhill stay here tonight, as Mr. Underhill, and you can forget the name of Baggins, till he is far away.'",you can let mr underhill stay here tonight as mr underhill and you can forget the name of baggins till he is far away,let mr underhill stay tonight mr underhill forget name baggins till far away
270,"'I'll do that,' said Butterbur.",ill do that said butterbur,ill said butterbur
271,"'But they'll find out he's here without help from me, I'm afraid.",but theyll find out hes here without help from me im afraid,theyll find hes without help im afraid
272,"It's a pity Mr. Baggins drew attention to himself this evening, to say no more.",its a pity mr baggins drew attention to himself this evening to say no more,pity mr baggins drew attention evening say
273,The story of that Mr. Bilbo's going off has been heard before tonight in Bree.,the story of that mr bilbos going off has been heard before tonight in bree,story mr bilbos going heard tonight bree
274,Even our Nob has been doing some guessing in his slow pate: and there are others in Bree quicker in the uptake than he is.',even our nob has been doing some guessing in his slow pate and there are others in bree quicker in the uptake than he is,even nob guessing slow pate others bree quicker uptake
275,"'Well, we can only hope the Riders won't come back yet,' said Frodo.",well we can only hope the riders wont come back yet said frodo,well hope riders wont come back yet said frodo
