sentence_id,sentence,cleaned_sentence,tokens
59,"A regular warren, by all accounts.",a regular warren by all accounts,regular warren accounts
60,Old Master Gorbadoc never had fewer than a couple of hundred relations in the place.,old master gorbadoc never had fewer than a couple of hundred relations in the place,old master gorbadoc never fewer couple hundred relations place
61,Mr. Bilbo never did a kinder deed than when he brought the lad back to live among decent folk.,mr bilbo never did a kinder deed than when he brought the lad back to live among decent folk,mr bilbo never kinder deed brought lad back live among decent folk
62,'But I reckon it was a nasty shock for those Sackville-Bagginses.,but i reckon it was a nasty shock for those sackvillebagginses,reckon nasty shock sackvillebagginses
63,"They thought they were going to get Bag End, that time when he went off and was thought to be dead.",they thought they were going to get bag end that time when he went off and was thought to be dead,thought going get bag end time went thought dead
64,"And then he comes back and orders them off; and he goes on living and living, and never looking a day older, bless him!",and then he comes back and orders them off and he goes on living and living and never looking a day older bless him,comes back orders goes living living never looking day older bless
65,"And suddenly he produces an heir, and has all the papers made out proper.",and suddenly he produces an heir and has all the papers made out proper,suddenly produces heir papers made proper
66,"The Sackville-Bagginses won't never see the inside of Bag End now, or it is to be hoped not.'",the sackvillebagginses wont never see the inside of bag end now or it is to be hoped not,sackvillebagginses wont never see inside bag end hoped
67,"'There's a tidy bit of money tucked away up there, I hear tell,' said a stranger, a visitor on business from Michel Delving in the Westfarthing.",theres a tidy bit of money tucked away up there i hear tell said a stranger a visitor on business from michel delving in the westfarthing,theres tidy bit money tucked away hear tell said stranger visitor business michel delving westfarthing
68,"'All the top of your hill is full of tunnels packed with chests of gold and silver, _and_jools, by what I've heard. '",all the top of your hill is full of tunnels packed with chests of gold and silver andjools by what ive heard,top hill full tunnels packed chests gold silver andjools ive heard
69,"'Then you've heard more than I can speak to,' answered the Gaffer.",then youve heard more than i can speak to answered the gaffer,youve heard speak answered gaffer
70,"I know nothing about _jools._ Mr. Bilbo is free with his money, and there seems no lack of it; but I know of no tunnel-making.",i know nothing about jools mr bilbo is free with his money and there seems no lack of it but i know of no tunnelmaking,know nothing jools mr bilbo free money seems lack know tunnelmaking
71,"I saw Mr. Bilbo when he came back, a matter of sixty years ago, when I was a lad.",i saw mr bilbo when he came back a matter of sixty years ago when i was a lad,saw mr bilbo came back matter sixty years ago lad
72,"I'd not long come prentice to old Holman (him being my dad's cousin), but he had me up at Bag End helping him to keep folks from trampling and trapessing all over the garden while the sale was on.",id not long come prentice to old holman him being my dads cousin but he had me up at bag end helping him to keep folks from trampling and trapessing all over the garden while the sale was on,id long come prentice old holman dads cousin bag end helping keep folks trampling trapessing garden sale
73,And in the middle of it all Mr. Bilbo comes up the Hill with a pony and some mighty big bags and a couple of chests.,and in the middle of it all mr bilbo comes up the hill with a pony and some mighty big bags and a couple of chests,middle mr bilbo comes hill pony mighty big bags couple chests
74,"I don't doubt they were mostly full of treasure he had picked up in foreign parts, where there be mountains of gold, they say; but there wasn't enough to fill tunnels.",i dont doubt they were mostly full of treasure he had picked up in foreign parts where there be mountains of gold they say but there wasnt enough to fill tunnels,dont doubt mostly full treasure picked foreign parts mountains gold say wasnt enough fill tunnels
75,But my lad Sam will know more about that.,but my lad sam will know more about that,lad sam know
76,He's in and out of Bag End.,hes in and out of bag end,hes bag end
77,"Crazy about stories of the old days he is, and he listens to all Mr. Bilbo's tales.",crazy about stories of the old days he is and he listens to all mr bilbos tales,crazy stories old days listens mr bilbos tales
78,"Mr. Bilbo has learned him his letters  meaning no harm, mark you, and I hope no harm will come of it.",mr bilbo has learned him his letters meaning no harm mark you and i hope no harm will come of it,mr bilbo learned letters meaning harm mark hope harm come
79,_'Elves and Dragons'_ I says to him.,elves and dragons i says to him,elves dragons says
80,'_Cabbages and potatoes are better for me and you.,cabbages and potatoes are better for me and you,cabbages potatoes better
81,"Don't go getting mixed up in the business of your betters, or you'll land in trouble too big for you,'_I says to him.",dont go getting mixed up in the business of your betters or youll land in trouble too big for youi says to him,dont go getting mixed business betters youll land trouble big youi says
82,"And I might say it to others,' he added with a look at the stranger and the miller.",and i might say it to others he added with a look at the stranger and the miller,might say others added look stranger miller
83,But the Gaffer did not convince his audience.,but the gaffer did not convince his audience,gaffer convince audience
84,The legend of Bilbo's wealth was now too firmly fixed in the minds of the younger generation of hobbits.,the legend of bilbos wealth was now too firmly fixed in the minds of the younger generation of hobbits,legend bilbos wealth firmly fixed minds younger generation hobbits
85,"'Ah, but he has likely enough been adding to what he brought at first,' argued the miller, voicing common opinion.",ah but he has likely enough been adding to what he brought at first argued the miller voicing common opinion,ah likely enough adding brought first argued miller voicing common opinion
86,'He's often away from home.,hes often away from home,hes often away home
87,"And look at the outlandish folk that visit him: dwarves coming at night, and that old wandering conjuror, Gandalf, and all.",and look at the outlandish folk that visit him dwarves coming at night and that old wandering conjuror gandalf and all,look outlandish folk visit dwarves coming night old wandering conjuror gandalf
88,"You can say what you like, Gaffer, but Bag End's a queer place, and its folk are queerer.'",you can say what you like gaffer but bag ends a queer place and its folk are queerer,say like gaffer bag ends queer place folk queerer
89,"'And you can say _what you_ like, about what you know no more of than you do of boating, Mr. Sandyman,' retorted the Gaffer, disliking the miller even more than usual.",and you can say what you like about what you know no more of than you do of boating mr sandyman retorted the gaffer disliking the miller even more than usual,say like know boating mr sandyman retorted gaffer disliking miller even usual
90,"If that's being queer, then we could do with a bit more queerness in these parts.",if thats being queer then we could do with a bit more queerness in these parts,thats queer could bit queerness parts
91,"There's some not far away that wouldn't offer a pint of beer to a friend, if they lived in a hole with golden walls.",theres some not far away that wouldnt offer a pint of beer to a friend if they lived in a hole with golden walls,theres far away wouldnt offer pint beer friend lived hole golden walls
92,But they do things proper at Bag End.,but they do things proper at bag end,things proper bag end
93,"Our Sam says that _everyone's_ going to be invited to the party, and there's going to be presents, mark you, presents for all  this very month as is.'",our sam says that everyones going to be invited to the party and theres going to be presents mark you presents for all this very month as is,sam says everyones going invited party theres going presents mark presents month
94,"That very month was September, and as fine as you could ask.",that very month was september and as fine as you could ask,month september fine could ask
95,"A day or two later a rumour (probably started by the knowledgeable Sam) was spread about that there were going to be fireworks  fireworks, what is more, such as had not been seen in the Shire for nigh on a century, not indeed since the Old Took died.",a day or two later a rumour probably started by the knowledgeable sam was spread about that there were going to be fireworks fireworks what is more such as had not been seen in the shire for nigh on a century not indeed since the old took died,day two later rumour probably started knowledgeable sam spread going fireworks fireworks seen shire nigh century indeed since old took died
96,Days passed and The Day drew nearer.,days passed and the day drew nearer,days passed day drew nearer
97,An odd-looking waggon laden with odd-looking packages rolled into Hobbiton one evening and toiled up the Hill to Bag End.,an oddlooking waggon laden with oddlooking packages rolled into hobbiton one evening and toiled up the hill to bag end,oddlooking waggon laden oddlooking packages rolled hobbiton one evening toiled hill bag end
98,The startled hobbits peered out of lamplit doors to gape at it.,the startled hobbits peered out of lamplit doors to gape at it,startled hobbits peered lamplit doors gape
99,"It was driven by outlandish folk, singing strange songs: dwarves with long beards and deep hoods.",it was driven by outlandish folk singing strange songs dwarves with long beards and deep hoods,driven outlandish folk singing strange songs dwarves long beards deep hoods
100,A few of them remained at Bag End.,a few of them remained at bag end,remained bag end
101,At the end of the second week in September a cart came in through Bywater from the direction of the Brandywine Bridge in broad daylight.,at the end of the second week in september a cart came in through bywater from the direction of the brandywine bridge in broad daylight,end second week september cart came bywater direction brandywine bridge broad daylight
102,An old man was driving it all alone.,an old man was driving it all alone,old man driving alone
103,"He wore a tall pointed blue hat, a long grey cloak, and a silver scarf.",he wore a tall pointed blue hat a long grey cloak and a silver scarf,wore tall pointed blue hat long grey cloak silver scarf
104,He had a long white beard and bushy eyebrows that stuck out beyond the brim of his hat.,he had a long white beard and bushy eyebrows that stuck out beyond the brim of his hat,long white beard bushy eyebrows stuck beyond brim hat
105,Small hobbit-children ran after the cart all through Hobbiton and right up the hill.,small hobbitchildren ran after the cart all through hobbiton and right up the hill,small hobbitchildren ran cart hobbiton right hill
106,"It had a cargo of fireworks, as they rightly guessed.",it had a cargo of fireworks as they rightly guessed,cargo fireworks rightly guessed
107,"At Bilbo's front door the old man began to unload: there were great bundles of fireworks of all sorts and shapes, each labelled with a large red G  and the elf-rune, .",at bilbos front door the old man began to unload there were great bundles of fireworks of all sorts and shapes each labelled with a large red g and the elfrune,bilbos front door old man began unload great bundles fireworks sorts shapes labelled large red g elfrune
108,"That was Gandalf's mark, of course, and the old man was Gandalf the Wizard, whose fame in the Shire was due mainly to his skill with fires, smokes, and lights.",that was gandalfs mark of course and the old man was gandalf the wizard whose fame in the shire was due mainly to his skill with fires smokes and lights,gandalfs mark course old man gandalf wizard whose fame shire due mainly skill fires smokes lights
109,"His real business was far more difficult and dangerous, but the Shire-folk knew nothing about it.",his real business was far more difficult and dangerous but the shirefolk knew nothing about it,real business far difficult dangerous shirefolk knew nothing
110,To them he was just one of the 'attractions' at the Party.,to them he was just one of the attractions at the party,one attractions party
111,Hence the excitement of the hobbit-children.,hence the excitement of the hobbitchildren,hence excitement hobbitchildren
112,'G for Grand!',g for grand,g grand
113,"they shouted, and the old man smiled.",they shouted and the old man smiled,shouted old man smiled
114,"They knew him by sight, though he only appeared in Hobbiton occasionally and never stopped long; but neither they nor any but the oldest of their elders had seen one of his firework displays  they now belonged to the legendary past.",they knew him by sight though he only appeared in hobbiton occasionally and never stopped long but neither they nor any but the oldest of their elders had seen one of his firework displays they now belonged to the legendary past,knew sight though appeared hobbiton occasionally never stopped long neither oldest elders seen one firework displays belonged legendary past
115,"When the old man, helped by Bilbo and some dwarves, had finished unloading.",when the old man helped by bilbo and some dwarves had finished unloading,old man helped bilbo dwarves finished unloading
116,"Bilbo gave a few pennies away; but not a single squib or cracker was forthcoming, to the disappointment of the onlookers.",bilbo gave a few pennies away but not a single squib or cracker was forthcoming to the disappointment of the onlookers,bilbo gave pennies away single squib cracker forthcoming disappointment onlookers
117,'Run away now!',run away now,run away
118,said Gandalf.,said gandalf,said gandalf
119,'You will get plenty when the time comes.',you will get plenty when the time comes,get plenty time comes
120,"Then he disappeared inside with Bilbo, and the door was shut.",then he disappeared inside with bilbo and the door was shut,disappeared inside bilbo door shut
121,"The young hobbits stared at the door in vain for a while, and then made off, feeling that the day of the party would never come.",the young hobbits stared at the door in vain for a while and then made off feeling that the day of the party would never come,young hobbits stared door vain made feeling day party would never come
122,"Inside Bag End, Bilbo and Gandalf were sitting at the open window of a small room looking out west on to the garden.",inside bag end bilbo and gandalf were sitting at the open window of a small room looking out west on to the garden,inside bag end bilbo gandalf sitting open window small room looking west garden
123,The late afternoon was bright and peaceful.,the late afternoon was bright and peaceful,late afternoon bright peaceful
124,"The flowers glowed red and golden: snap-dragons and sun-flowers, and nasturtiums trailing all over the turf walls and peeping in at the round windows.",the flowers glowed red and golden snapdragons and sunflowers and nasturtiums trailing all over the turf walls and peeping in at the round windows,flowers glowed red golden snapdragons sunflowers nasturtiums trailing turf walls peeping round windows
125,'How bright your garden looks!',how bright your garden looks,bright garden looks
126,said Gandalf.,said gandalf,said gandalf
127,"'Yes,' said Bilbo.",yes said bilbo,yes said bilbo
128,"I am very fond indeed of it, and of all the dear old Shire; but I think I need a holiday.'",i am very fond indeed of it and of all the dear old shire but i think i need a holiday,fond indeed dear old shire think need holiday
129,'You mean to go on with your plan then?',you mean to go on with your plan then,mean go plan
130,'I do.,i do,
131,"I made up my mind months ago, and I haven't changed it.'",i made up my mind months ago and i havent changed it,made mind months ago havent changed
132,'Very well.,very well,well
133,It is no good saying any more.,it is no good saying any more,good saying
134,"Stick to your plan  your whole plan, mind  and I hope it will turn out for the best, for you, and for all of us.'",stick to your plan your whole plan mind and i hope it will turn out for the best for you and for all of us,stick plan whole plan mind hope turn best us
135,'I hope so.,i hope so,hope
136,"Anyway I mean to enjoy myself on Thursday, and have my little joke.'",anyway i mean to enjoy myself on thursday and have my little joke,anyway mean enjoy thursday little joke
137,"'Who will laugh, I wonder?'",who will laugh i wonder,laugh wonder
138,"said Gandalf, shaking his head.",said gandalf shaking his head,said gandalf shaking head
139,"'We shall see,' said Bilbo.",we shall see said bilbo,shall see said bilbo
140,"The next day more carts rolled up the Hill, and still more carts.",the next day more carts rolled up the hill and still more carts,next day carts rolled hill still carts
141,"There might have been some grumbling about 'dealing locally', but that very week orders began to pour out of Bag End for every kind of provision, commodity, or luxury that could be obtained in Hobbiton or Bywater or anywhere in the neighbourhood.",there might have been some grumbling about dealing locally but that very week orders began to pour out of bag end for every kind of provision commodity or luxury that could be obtained in hobbiton or bywater or anywhere in the neighbourhood,might grumbling dealing locally week orders began pour bag end every kind provision commodity luxury could obtained hobbiton bywater anywhere neighbourhood
142,"People became enthusiastic; and they began to tick off the days on the calendar; and they watched eagerly for the postman, hoping for invitations.",people became enthusiastic and they began to tick off the days on the calendar and they watched eagerly for the postman hoping for invitations,people became enthusiastic began tick days calendar watched eagerly postman hoping invitations
143,"Before long the invitations began pouring out, and the Hobbiton post-office was blocked, and the Bywater post-office was snowed under, and voluntary assistant postmen were called for.",before long the invitations began pouring out and the hobbiton postoffice was blocked and the bywater postoffice was snowed under and voluntary assistant postmen were called for,long invitations began pouring hobbiton postoffice blocked bywater postoffice snowed voluntary assistant postmen called
144,"There was a constant stream of them going up the Hill, carrying hundreds of polite variations on _Thank you, I shall certainly come._
     A notice appeared on the gate at Bag End: NO ADMITTANCE EXCEPT ON PARTY BUSINESS.",there was a constant stream of them going up the hill carrying hundreds of polite variations on thank you i shall certainly come a notice appeared on the gate at bag end no admittance except on party business,constant stream going hill carrying hundreds polite variations thank shall certainly come notice appeared gate bag end admittance except party business
145,"Even those who had, or pretended to have Party Business were seldom allowed inside.",even those who had or pretended to have party business were seldom allowed inside,even pretended party business seldom allowed inside
146,"Bilbo was busy: writing invitations, ticking off answers, packing up presents, and making some private preparations of his own.",bilbo was busy writing invitations ticking off answers packing up presents and making some private preparations of his own,bilbo busy writing invitations ticking answers packing presents making private preparations
147,From the time of Gandalf's arrival he remained hidden from view.,from the time of gandalfs arrival he remained hidden from view,time gandalfs arrival remained hidden view
148,"One morning the hobbits woke to find the large field, south of Bilbo's front door, covered with ropes and poles for tents and pavilions.",one morning the hobbits woke to find the large field south of bilbos front door covered with ropes and poles for tents and pavilions,one morning hobbits woke find large field south bilbos front door covered ropes poles tents pavilions
149,"A special entrance was cut into the bank leading to the road, and wide steps and a large white gate were built there.",a special entrance was cut into the bank leading to the road and wide steps and a large white gate were built there,special entrance cut bank leading road wide steps large white gate built
150,"The three hobbit-families of Bagshot Row, adjoining the field, were intensely interested and generally envied.",the three hobbitfamilies of bagshot row adjoining the field were intensely interested and generally envied,three hobbitfamilies bagshot row adjoining field intensely interested generally envied
151,Old Gaffer Gamgee stopped even pretending to work in his garden.,old gaffer gamgee stopped even pretending to work in his garden,old gaffer gamgee stopped even pretending work garden
152,The tents began to go up.,the tents began to go up,tents began go
153,"There was a specially large pavilion, so big that the tree that grew in the field was right inside it, and stood proudly near one end, at the head of the chief table.",there was a specially large pavilion so big that the tree that grew in the field was right inside it and stood proudly near one end at the head of the chief table,specially large pavilion big tree grew field right inside stood proudly near one end head chief table
154,Lanterns were hung on all its branches.,lanterns were hung on all its branches,lanterns hung branches
155,More promising still (to the hobbits' mind): an enormous open-air kitchen was erected in the north corner of the field.,more promising still to the hobbits mind an enormous openair kitchen was erected in the north corner of the field,promising still hobbits mind enormous openair kitchen erected north corner field
156,"A draught of cooks, from every inn and eating-house for miles around, arrived to supplement the dwarves and other odd folk that were quartered at Bag End.",a draught of cooks from every inn and eatinghouse for miles around arrived to supplement the dwarves and other odd folk that were quartered at bag end,draught cooks every inn eatinghouse miles around arrived supplement dwarves odd folk quartered bag end
157,Excitement rose to its height.,excitement rose to its height,excitement rose height
158,Then the weather clouded over.,then the weather clouded over,weather clouded
159,That was on Wednesday the eve of the Party.,that was on wednesday the eve of the party,wednesday eve party
160,Anxiety was intense.,anxiety was intense,anxiety intense
161,"Then Thursday, September the 22nd, actually dawned.",then thursday september the nd actually dawned,thursday september nd actually dawned
162,"The sun got up, the clouds vanished, flags were unfurled and the fun began.",the sun got up the clouds vanished flags were unfurled and the fun began,sun got clouds vanished flags unfurled fun began
