sentence_id,sentence,cleaned_sentence,tokens
85,We will go together.',we will go together,go together
86,Frodo finished his breakfast in silence.,frodo finished his breakfast in silence,frodo finished breakfast silence
87,"Then standing up he looked over the land ahead, and called to Pippin.",then standing up he looked over the land ahead and called to pippin,standing looked land ahead called pippin
88,'All ready to start?',all ready to start,ready start
89,he said as Pippin ran up.,he said as pippin ran up,said pippin ran
90,'We must be getting off at once.,we must be getting off at once,must getting
91,We slept late; and there are a good many miles to go.',we slept late and there are a good many miles to go,slept late good many miles go
92,"_'You_ slept late, you mean,' said Pippin.",you slept late you mean said pippin,slept late mean said pippin
93,'I was up long before; and we are only waiting for you to finish eating and thinking.',i was up long before and we are only waiting for you to finish eating and thinking,long waiting finish eating thinking
94,'I have finished both now.,i have finished both now,finished
95,And I am going to make for Bucklebury Ferry as quickly as possible.,and i am going to make for bucklebury ferry as quickly as possible,going make bucklebury ferry quickly possible
96,"I am not going out of the way, back to the road we left last night: I am going to cut straight across country from here.'",i am not going out of the way back to the road we left last night i am going to cut straight across country from here,going way back road left last night going cut straight across country
97,"'Then you are going to fly,' said Pippin.",then you are going to fly said pippin,going fly said pippin
98,'You won't cut straight on foot anywhere in this country.',you wont cut straight on foot anywhere in this country,wont cut straight foot anywhere country
99,"'We can cut straighter than the road anyway,' answered Frodo.",we can cut straighter than the road anyway answered frodo,cut straighter road anyway answered frodo
100,'The Ferry is east from Woodhall; but the hard road curves away to the left -you can see a bend of it away north over there.,the ferry is east from woodhall but the hard road curves away to the left you can see a bend of it away north over there,ferry east woodhall hard road curves away left see bend away north
101,It goes round the north end of the Marish so as to strike the causeway from the Bridge above Stock.,it goes round the north end of the marish so as to strike the causeway from the bridge above stock,goes round north end marish strike causeway bridge stock
102,But that is miles out of the way.,but that is miles out of the way,miles way
103,We could save a quarter of the distance if we made a line for the Ferry from where we stand.',we could save a quarter of the distance if we made a line for the ferry from where we stand,could save quarter distance made line ferry stand
104,"_'Short cuts make long delays,'_ argued Pippin.",short cuts make long delays argued pippin,short cuts make long delays argued pippin
105,"'The country is rough round here, and there are bogs and all kinds of difficulties down in the Marish -I know the land in these parts.",the country is rough round here and there are bogs and all kinds of difficulties down in the marish i know the land in these parts,country rough round bogs kinds difficulties marish know land parts
106,"And if you are worrying about Black Riders, I can't see that it is any worse meeting them on a road than in a wood or a field.'",and if you are worrying about black riders i cant see that it is any worse meeting them on a road than in a wood or a field,worrying black riders cant see worse meeting road wood field
107,"'It is less easy to find people in the woods and fields,' answered Frodo.",it is less easy to find people in the woods and fields answered frodo,less easy find people woods fields answered frodo
108,"'And if you are supposed to be on the road, there is some chance that you will be looked for on the road and not off it.'",and if you are supposed to be on the road there is some chance that you will be looked for on the road and not off it,supposed road chance looked road
109,'All right!',all right,right
110,said Pippin.,said pippin,said pippin
111,'I will follow you into every bog and ditch.,i will follow you into every bog and ditch,follow every bog ditch
112,But it is hard!,but it is hard,hard
113,I had counted on passing the _Golden Perch_ at Stock before sundown.,i had counted on passing the golden perch at stock before sundown,counted passing golden perch stock sundown
114,"The best beer in the Eastfarthing, or used to be: it is a long time since I tasted it.'",the best beer in the eastfarthing or used to be it is a long time since i tasted it,best beer eastfarthing used long time since tasted
115,'That settles it!',that settles it,settles
116,said Frodo.,said frodo,said frodo
117,"'Short cuts make delays, but inns make longer ones.",short cuts make delays but inns make longer ones,short cuts make delays inns make longer ones
118,At all costs we must keep you away from the _Golden Perch_.,at all costs we must keep you away from the golden perch,costs must keep away golden perch
119,We want to get to Bucklebury before dark.,we want to get to bucklebury before dark,want get bucklebury dark
120,"What do you say, Sam?'",what do you say sam,say sam
121,"'I will go along with you, Mr. Frodo,' said Sam (in spite of private misgiving and a deep regret for the best beer in the Eastfarthing).",i will go along with you mr frodo said sam in spite of private misgiving and a deep regret for the best beer in the eastfarthing,go along mr frodo said sam spite private misgiving deep regret best beer eastfarthing
122,"'Then if we are going to toil through bog and briar, let's go now!'",then if we are going to toil through bog and briar lets go now,going toil bog briar lets go
123,said Pippin.,said pippin,said pippin
124,It was already nearly as hot as it had been the day before; but clouds were beginning to come up from the West.,it was already nearly as hot as it had been the day before but clouds were beginning to come up from the west,already nearly hot day clouds beginning come west
125,It looked likely to turn to rain.,it looked likely to turn to rain,looked likely turn rain
126,The hobbits scrambled down a steep green bank and plunged into the thick trees below.,the hobbits scrambled down a steep green bank and plunged into the thick trees below,hobbits scrambled steep green bank plunged thick trees
127,"Their course had been chosen to leave Woodhall to their left, and to cut slanting through the woods that clustered along the eastern side of the hills, until they reached the flats beyond.",their course had been chosen to leave woodhall to their left and to cut slanting through the woods that clustered along the eastern side of the hills until they reached the flats beyond,course chosen leave woodhall left cut slanting woods clustered along eastern side hills reached flats beyond
128,"Then they could make straight for the Ferry over country that was open, except for a few ditches and fences.",then they could make straight for the ferry over country that was open except for a few ditches and fences,could make straight ferry country open except ditches fences
129,Frodo reckoned they had eighteen miles to go in a straight line.,frodo reckoned they had eighteen miles to go in a straight line,frodo reckoned eighteen miles go straight line
130,He soon found that the thicket was closer and more tangled than it had appeared.,he soon found that the thicket was closer and more tangled than it had appeared,soon found thicket closer tangled appeared
131,"There were no paths in the undergrowth, and they did not get on very fast.",there were no paths in the undergrowth and they did not get on very fast,paths undergrowth get fast
132,"When they had struggled to the bottom of the bank, they found a stream running down from the hills behind in a deeply dug bed with steep slippery sides overhung with brambles.",when they had struggled to the bottom of the bank they found a stream running down from the hills behind in a deeply dug bed with steep slippery sides overhung with brambles,struggled bottom bank found stream running hills behind deeply dug bed steep slippery sides overhung brambles
133,Most inconveniently it cut across the line they had chosen.,most inconveniently it cut across the line they had chosen,inconveniently cut across line chosen
134,"They could not jump over it, nor indeed get across it at all without getting wet, scratched, and muddy.",they could not jump over it nor indeed get across it at all without getting wet scratched and muddy,could jump indeed get across without getting wet scratched muddy
135,"They halted, wondering what to do.",they halted wondering what to do,halted wondering
136,'First check!',first check,first check
137,"said Pippin, smiling grimly.",said pippin smiling grimly,said pippin smiling grimly
138,Sam Gamgee looked back.,sam gamgee looked back,sam gamgee looked back
139,Through an opening in the trees he caught a glimpse of the top of the green bank from which they had climbed down.,through an opening in the trees he caught a glimpse of the top of the green bank from which they had climbed down,opening trees caught glimpse top green bank climbed
140,'Look!',look,look
141,"he said, clutching Frodo by the arm.",he said clutching frodo by the arm,said clutching frodo arm
142,"They all looked, and on the edge high above them they saw against the sky a horse standing.",they all looked and on the edge high above them they saw against the sky a horse standing,looked edge high saw sky horse standing
143,Beside it stooped a black figure.,beside it stooped a black figure,beside stooped black figure
144,They at once gave up any idea of going back.,they at once gave up any idea of going back,gave idea going back
145,"Frodo led the way, and plunged quickly into the thick bushes beside the stream.",frodo led the way and plunged quickly into the thick bushes beside the stream,frodo led way plunged quickly thick bushes beside stream
146,'Whew!',whew,whew
147,he said to Pippin.,he said to pippin,said pippin
148,'We were both right!,we were both right,right
149,The short cut has gone crooked already; but we got under cover only just in time.,the short cut has gone crooked already but we got under cover only just in time,short cut gone crooked already got cover time
150,"You've got sharp ears, Sam: can you hear anything coming?'",youve got sharp ears sam can you hear anything coming,youve got sharp ears sam hear anything coming
151,"They stood still, almost holding their breath as they listened; but there was no sound of pursuit.",they stood still almost holding their breath as they listened but there was no sound of pursuit,stood still almost holding breath listened sound pursuit
152,"'I don't fancy he would try bringing his horse down that bank,' said Sam.",i dont fancy he would try bringing his horse down that bank said sam,dont fancy would try bringing horse bank said sam
153,'But I guess he knows we came down it.,but i guess he knows we came down it,guess knows came
154,We had better be going on.',we had better be going on,better going
155,Going on was not altogether easy.,going on was not altogether easy,going altogether easy
156,"They had packs to carry, and the bushes and brambles were reluctant to let them through.",they had packs to carry and the bushes and brambles were reluctant to let them through,packs carry bushes brambles reluctant let
157,"They were cut off from the wind by the ridge behind, and the air was still and stuffy.",they were cut off from the wind by the ridge behind and the air was still and stuffy,cut wind ridge behind air still stuffy
158,"When they forced their way at last into more open ground, they were hot and tired and very scratched, and they were also no longer certain of the direction in which they were going.",when they forced their way at last into more open ground they were hot and tired and very scratched and they were also no longer certain of the direction in which they were going,forced way last open ground hot tired scratched also longer certain direction going
159,"The banks of the stream sank, as it reached the levels and became broader and shallower, wandering off towards the Marish and the River.",the banks of the stream sank as it reached the levels and became broader and shallower wandering off towards the marish and the river,banks stream sank reached levels became broader shallower wandering towards marish river
160,"'Why, this is the Stock-brook!'",why this is the stockbrook,stockbrook
161,said Pippin.,said pippin,said pippin
162,"'If we are going to try and get back on to our course, we must cross at once and bear right.'",if we are going to try and get back on to our course we must cross at once and bear right,going try get back course must cross bear right
163,"They waded the stream, and hurried over a wide open space, rush-grown and treeless, on the further side.",they waded the stream and hurried over a wide open space rushgrown and treeless on the further side,waded stream hurried wide open space rushgrown treeless side
164,"Beyond that they came again to a belt of trees: tall oaks, for the most part, with here and there an elm tree or an ash.",beyond that they came again to a belt of trees tall oaks for the most part with here and there an elm tree or an ash,beyond came belt trees tall oaks part elm tree ash
165,"The ground was fairly level, and there was little undergrowth; but the trees were loo close for them to see far ahead.",the ground was fairly level and there was little undergrowth but the trees were loo close for them to see far ahead,ground fairly level little undergrowth trees loo close see far ahead
166,"The leaves blew upwards in sudden gusts of wind, and spots of rain began to fall from the overcast sky.",the leaves blew upwards in sudden gusts of wind and spots of rain began to fall from the overcast sky,leaves blew upwards sudden gusts wind spots rain began fall overcast sky
167,Then the wind died away and the rain came streaming down.,then the wind died away and the rain came streaming down,wind died away rain came streaming
168,"They trudged along as fast as they could, over patches of grass, and through thick drifts of old leaves; and all about them the rain pattered and trickled.",they trudged along as fast as they could over patches of grass and through thick drifts of old leaves and all about them the rain pattered and trickled,trudged along fast could patches grass thick drifts old leaves rain pattered trickled
169,"They did not talk, but kept glancing back, and from side to side.",they did not talk but kept glancing back and from side to side,talk kept glancing back side side
170,"After half an hour Pippin said: 'I hope we have not turned too much towards the south, and are not walking longwise through this wood!",after half an hour pippin said i hope we have not turned too much towards the south and are not walking longwise through this wood,half hour pippin said hope turned much towards south walking longwise wood
171,It is not a very broad belt -I should have said no more than a mile at the widest  and we ought to have been through it by now.',it is not a very broad belt i should have said no more than a mile at the widest and we ought to have been through it by now,broad belt said mile widest ought
172,"'It is no good our starting to go in zig-zags,' said Frodo.",it is no good our starting to go in zigzags said frodo,good starting go zigzags said frodo
173,'That won't mend matters.,that wont mend matters,wont mend matters
174,Let us keep on as we are going!,let us keep on as we are going,let us keep going
175,I am not sure that I want to come out into the open yet.',i am not sure that i want to come out into the open yet,sure want come open yet
176,They went on for perhaps another couple of miles.,they went on for perhaps another couple of miles,went perhaps another couple miles
177,Then the sun gleamed out of ragged clouds again and the rain lessened.,then the sun gleamed out of ragged clouds again and the rain lessened,sun gleamed ragged clouds rain lessened
178,"It was now past mid-day, and they felt it was high time for lunch.",it was now past midday and they felt it was high time for lunch,past midday felt high time lunch
179,"They halted under an elm tree: its leaves though fast turning yellow were still thick, and the ground at its feel was fairly dry and sheltered.",they halted under an elm tree its leaves though fast turning yellow were still thick and the ground at its feel was fairly dry and sheltered,halted elm tree leaves though fast turning yellow still thick ground feel fairly dry sheltered
180,"When they came to make their meal, they found that the Elves had filled their bottles with a clear drink, pale golden in colour: it had the scent of a honey made of many flowers, and was wonderfully refreshing.",when they came to make their meal they found that the elves had filled their bottles with a clear drink pale golden in colour it had the scent of a honey made of many flowers and was wonderfully refreshing,came make meal found elves filled bottles clear drink pale golden colour scent honey made many flowers wonderfully refreshing
181,"Very soon they were laughing, and snapping their fingers at rain, and at Black Riders.",very soon they were laughing and snapping their fingers at rain and at black riders,soon laughing snapping fingers rain black riders
182,"The last few miles, they felt, would soon be behind them.",the last few miles they felt would soon be behind them,last miles felt would soon behind
183,"Frodo propped his back against the tree-trunk, and closed his eyes.",frodo propped his back against the treetrunk and closed his eyes,frodo propped back treetrunk closed eyes
184,"Sam and Pippin sat near, and they began to hum, and then to sing softly:

          Ho!",sam and pippin sat near and they began to hum and then to sing softly ho,sam pippin sat near began hum sing softly ho
185,Ho!,ho,ho
186,Ho!,ho,ho
187,"to the bottle I go
           To heal my heart and drown my woe.",to the bottle i go to heal my heart and drown my woe,bottle go heal heart drown woe
188,"Rain may fall and wind may blow,
           And many miles be still to go,
           But under a tall tree I will lie,
           And let the clouds go sailing by.",rain may fall and wind may blow and many miles be still to go but under a tall tree i will lie and let the clouds go sailing by,rain may fall wind may blow many miles still go tall tree lie let clouds go sailing
189,_Ho!,ho,ho
190,Ho!,ho,ho
191,Ho!_ they began again louder.,ho they began again louder,ho began louder
192,They stopped short suddenly.,they stopped short suddenly,stopped short suddenly
193,Frodo sprang to his feet.,frodo sprang to his feet,frodo sprang feet
194,"A long-drawn wail came down the wind, like the cry of some evil and lonely creature.",a longdrawn wail came down the wind like the cry of some evil and lonely creature,longdrawn wail came wind like cry evil lonely creature
195,"It rose and fell, and ended on a high piercing note.",it rose and fell and ended on a high piercing note,rose fell ended high piercing note
196,"Even as they sat and stood, as if suddenly frozen, it was answered by another cry, fainter and further off, but no less chilling to the blood.",even as they sat and stood as if suddenly frozen it was answered by another cry fainter and further off but no less chilling to the blood,even sat stood suddenly frozen answered another cry fainter less chilling blood
197,"There was then a silence, broken only by the sound of the wind in the leaves.",there was then a silence broken only by the sound of the wind in the leaves,silence broken sound wind leaves
198,'And what do you think that was?',and what do you think that was,think
199,"Pippin asked at last, trying to speak lightly, but quavering a little.",pippin asked at last trying to speak lightly but quavering a little,pippin asked last trying speak lightly quavering little
200,"'If it was a bird, it was one that I never heard in the Shire before.'",if it was a bird it was one that i never heard in the shire before,bird one never heard shire
201,"'It was not bird or beast,' said Frodo.",it was not bird or beast said frodo,bird beast said frodo
202,"'It was a call, or a signal  there were words in that cry, though I could not catch them.",it was a call or a signal there were words in that cry though i could not catch them,call signal words cry though could catch
203,But no hobbit has such a voice.',but no hobbit has such a voice,hobbit voice
204,No more was said about it.,no more was said about it,said
205,"They were all thinking of the Riders, but no one spoke of them.",they were all thinking of the riders but no one spoke of them,thinking riders one spoke
206,"They were now reluctant either to stay or go on; but sooner or later they had got to get across the open country to the Ferry, and it was best to go sooner and in daylight.",they were now reluctant either to stay or go on but sooner or later they had got to get across the open country to the ferry and it was best to go sooner and in daylight,reluctant either stay go sooner later got get across open country ferry best go sooner daylight
207,In a few moments they had shouldered their packs again and were off.,in a few moments they had shouldered their packs again and were off,moments shouldered packs
208,Before long the wood came to a sudden end.,before long the wood came to a sudden end,long wood came sudden end
209,Wide grass-lands stretched before them.,wide grasslands stretched before them,wide grasslands stretched
210,"They now saw that they had, in fact, turned too much to the south.",they now saw that they had in fact turned too much to the south,saw fact turned much south
211,"Away over the flats they could glimpse the low hill of Bucklebury across the River, but it was now to their left.",away over the flats they could glimpse the low hill of bucklebury across the river but it was now to their left,away flats could glimpse low hill bucklebury across river left
212,"Creeping cautiously out from the edge of the trees, they set off across the open as quickly as they could.",creeping cautiously out from the edge of the trees they set off across the open as quickly as they could,creeping cautiously edge trees set across open quickly could
213,"At first they felt afraid, away from the shelter of the wood.",at first they felt afraid away from the shelter of the wood,first felt afraid away shelter wood
214,Far back behind them stood the high place where they had breakfasted.,far back behind them stood the high place where they had breakfasted,far back behind stood high place breakfasted
215,Frodo half expected to see the small distant figure of a horseman on the ridge dark against the sky; but there was no sign of one.,frodo half expected to see the small distant figure of a horseman on the ridge dark against the sky but there was no sign of one,frodo half expected see small distant figure horseman ridge dark sky sign one
216,"The sun escaping from the breaking clouds, as it sank towards the hills they had left, was now shining brightly again.",the sun escaping from the breaking clouds as it sank towards the hills they had left was now shining brightly again,sun escaping breaking clouds sank towards hills left shining brightly
217,"Their fear left them, though they still felt uneasy.",their fear left them though they still felt uneasy,fear left though still felt uneasy
218,But the land became steadily more tame and well-ordered.,but the land became steadily more tame and wellordered,land became steadily tame wellordered
219,Soon they came into well-tended fields and meadows: there were hedges and gates and dikes for drainage.,soon they came into welltended fields and meadows there were hedges and gates and dikes for drainage,soon came welltended fields meadows hedges gates dikes drainage
220,"Everything seemed quiet and peaceful, just an ordinary corner of the Shire.",everything seemed quiet and peaceful just an ordinary corner of the shire,everything seemed quiet peaceful ordinary corner shire
221,Their spirits rose with every step.,their spirits rose with every step,spirits rose every step
222,The line of the River grew nearer; and the Black Riders began to seem like phantoms of the woods now left far behind.,the line of the river grew nearer and the black riders began to seem like phantoms of the woods now left far behind,line river grew nearer black riders began seem like phantoms woods left far behind
223,"They passed along the edge of a huge turnip-field, and came to a stout gate.",they passed along the edge of a huge turnipfield and came to a stout gate,passed along edge huge turnipfield came stout gate
224,Beyond it a rutted lane ran between low well-laid hedges towards a distant clump of trees.,beyond it a rutted lane ran between low welllaid hedges towards a distant clump of trees,beyond rutted lane ran low welllaid hedges towards distant clump trees
225,Pippin stopped.,pippin stopped,pippin stopped
226,'I know these fields and this gate!',i know these fields and this gate,know fields gate
227,he said.,he said,said
228,"'This is Bamfurlong, old Farmer Maggot's land.",this is bamfurlong old farmer maggots land,bamfurlong old farmer maggots land
229,That's his farm away there in the trees.',thats his farm away there in the trees,thats farm away trees
230,'One trouble after another!',one trouble after another,one trouble another
231,"said Frodo, looking nearly as much alarmed as if Pippin had declared the lane was the slot leading to a dragon's den.",said frodo looking nearly as much alarmed as if pippin had declared the lane was the slot leading to a dragons den,said frodo looking nearly much alarmed pippin declared lane slot leading dragons den
232,The others looked at him in surprise.,the others looked at him in surprise,others looked surprise
233,'What's wrong with old Maggot?',whats wrong with old maggot,whats wrong old maggot
234,asked Pippin.,asked pippin,asked pippin
235,'He's a good friend to all the Brandy bucks.,hes a good friend to all the brandy bucks,hes good friend brandy bucks
236,"Of course he's a terror to trespassers, and keeps ferocious dogs  but after all, folk down here are near the border and have to be more on their guard.'",of course hes a terror to trespassers and keeps ferocious dogs but after all folk down here are near the border and have to be more on their guard,course hes terror trespassers keeps ferocious dogs folk near border guard
237,"'I know,' said Frodo.",i know said frodo,know said frodo
238,"'But all the same,' he added with a shamefaced laugh, 'I am terrified of him and his dogs.",but all the same he added with a shamefaced laugh i am terrified of him and his dogs,added shamefaced laugh terrified dogs
239,I have avoided his farm for years and years.,i have avoided his farm for years and years,avoided farm years years
240,"He caught me several times trespassing after mushrooms, when I was a youngster at Brandy Hall.",he caught me several times trespassing after mushrooms when i was a youngster at brandy hall,caught several times trespassing mushrooms youngster brandy hall
241,"On the last occasion he beat me, and then took me and showed me to his dogs.",on the last occasion he beat me and then took me and showed me to his dogs,last occasion beat took showed dogs
242,"""See, lads,"" he said, ""next time this young varmint sets foot on my land, you can eat him.",see lads he said next time this young varmint sets foot on my land you can eat him,see lads said next time young varmint sets foot land eat
243,"Now see him off!""",now see him off,see
244,They chased me all the way to the Ferry.,they chased me all the way to the ferry,chased way ferry
245,I have never got over the fright  though I daresay the beasts knew their business and would not really have touched me.',i have never got over the fright though i daresay the beasts knew their business and would not really have touched me,never got fright though daresay beasts knew business would really touched
246,Pippin laughed.,pippin laughed,pippin laughed
247,"'Well, it's time you made it up.",well its time you made it up,well time made
248,Especially if you are coming back to live in Buckland.,especially if you are coming back to live in buckland,especially coming back live buckland
249,Old Maggot is really a stout fellow  if you leave his mushrooms alone.,old maggot is really a stout fellow if you leave his mushrooms alone,old maggot really stout fellow leave mushrooms alone
250,Let's get into the lane and then we shan't be trespassing.,lets get into the lane and then we shant be trespassing,lets get lane shant trespassing
251,"If we meet him, I'll do the talking.",if we meet him ill do the talking,meet ill talking
