sentence_id,sentence,cleaned_sentence,tokens,embedding
0,"_
            In the House of Tom Bombadil

     The four hobbits stepped over the wide stone threshold, and stood still, blinking.",in the house of tom bombadil the four hobbits stepped over the wide stone threshold and stood still blinking,house tom bombadil four hobbits stepped wide stone threshold stood still blinking,"[0.012031013146042824, 0.1220170259475708, -0.02637876756489277, -0.020310046151280403, 0.018585894256830215, -0.042815741151571274, 0.0011088751489296556, -0.030572284013032913, -0.009632588364183903, -0.046306632459163666, 0.04497057572007179, -0.04464133828878403, 0.010686887428164482, -0.08224470168352127, 0.005362330935895443, -0.04694921523332596, -0.0827808603644371, 0.052898894995450974, -0.04711093753576279, -0.022041719406843185, -0.002871417673304677, -0.0250125490128994, 0.05300021171569824, 0.0901971384882927, 0.013571844436228275, 0.003986807074397802, 0.02262909710407257, -0.02630889043211937, -0.0070760673843324184, -0.023159664124250412, 0.048286210745573044, 0.030857548117637634, -0.09054653346538544, -0.03780575096607208, -0.09588140994310379, 0.04127933084964752, 0.020935306325554848, 0.028836248442530632, 0.09121246635913849, -0.04468188434839249, 0.018005309626460075, -0.00041335029527544975, -0.03169267252087593, 0.07210652530193329, -0.08707258850336075, -0.030994238331913948, 0.004106399603188038, -0.0723792165517807, 0.01090600248426199, -0.024040233343839645, -0.005509300623089075, -0.011035798117518425, 0.014255844987928867, 0.008558937348425388, 0.014240652322769165, 0.0073317792266607285, 0.003015275811776519, -0.06337924301624298, 0.08820728957653046, 0.01221191044896841, -0.045467883348464966, 0.04929864779114723, 0.027782399207353592, 0.0019783307798206806, 0.011361398734152317, 0.027390262112021446, -0.06355636566877365, -0.13437487185001373, 0.02037547156214714, 0.033626120537519455, 0.062198299914598465, 0.019696548581123352, 0.09506320208311081, -0.0666733831167221, -0.03068634308874607, -0.06543739885091782, -0.06744685024023056, 0.05198870971798897, 0.02652972936630249, -0.012611009180545807, -0.049073174595832825, -0.07769954949617386, 0.03509293496608734, 0.0319952666759491, 0.007008638232946396, 0.00629053357988596, -0.021171554923057556, 0.012100238353013992, -0.02575923129916191, 0.09364376217126846, 0.023770906031131744, 0.02012498676776886, -0.022240718826651573, 0.09862715750932693, -0.017762042582035065, -0.053694311529397964, -0.012982426211237907, -0.008772444911301136, -0.0611448734998703, 0.021366534754633904, 0.03474120795726776, -0.022775132209062576, 0.0030365099664777517, 0.023251622915267944, 0.04322101175785065, -0.08035837113857269, 0.09955286979675293, 0.06052173674106598, -0.04862906411290169, 0.016977310180664062, -0.024931320920586586, -0.09031008183956146, 0.04838871210813522, 0.04174846410751343, -0.014716241508722305, 0.042435597628355026, -0.03809000551700592, -0.0025570907164365053, 0.020641416311264038, -0.0751962959766388, 0.021947676315903664, 0.1521366983652115, 0.06267039477825165, -0.04625808820128441, 0.07477245479822159, 0.04790541157126427, -0.03288581967353821, 6.347905052487998e-34, 0.12388550490140915, 0.027313195168972015, -0.0327816903591156, 0.029187213629484177, 0.01051346305757761, 0.0011835196055471897, -0.09414087235927582, 0.0195388775318861, 0.050613898783922195, -0.002638337668031454, -0.008620185777544975, -0.06904400140047073, -0.07489053159952164, -0.04328245297074318, -0.011970770545303822, -0.021487807855010033, -0.011965416371822357, -0.024711312726140022, -0.04969819635152817, 0.007187645882368088, -0.05350276082754135, -0.029059192165732384, -0.04065784811973572, 0.1128290444612503, -0.02706255204975605, 0.10400059074163437, -0.051057685166597366, -0.04168042540550232, -0.07135621458292007, 0.08755715936422348, 0.0030405819416046143, -0.017101431265473366, 0.042612913995981216, 0.011958010494709015, -0.03715085983276367, 0.030400201678276062, -0.0073965080082416534, -0.021884048357605934, -0.05216255784034729, -0.02369367517530918, -0.03274432569742203, -0.08273304253816605, 0.09228001534938812, -0.0318249836564064, -0.05644318833947182, 0.05211980268359184, -0.0020558685064315796, 0.12500588595867157, -0.09615950286388397, 0.09146193414926529, 0.02881901152431965, 0.03047807142138481, 0.005920741707086563, -0.037085432559251785, -0.026411134749650955, -0.006594745442271233, 0.038956012576818466, 0.0008436946664005518, -0.0006186218233779073, 0.06155773997306824, -0.04279780760407448, 0.024958813562989235, 0.005185985472053289, 0.05352363362908363, 0.011920617893338203, -0.012110520154237747, -0.08225631713867188, -0.03533177450299263, -0.12460152804851532, -0.012794837355613708, 0.030899666249752045, -0.029397716745734215, 0.048372458666563034, 0.00223733251914382, -0.05292856693267822, 0.02629675529897213, -0.003910695668309927, -0.049411591142416, -0.09687967598438263, -0.009069542400538921, 0.015496635809540749, -0.084040567278862, -0.02486589550971985, -0.08179283887147903, 0.05363800749182701, 0.005900823511183262, 0.08970646560192108, -0.04283042252063751, -0.04178385064005852, 0.03587951138615608, 0.030858976766467094, 0.038435325026512146, 0.0660570040345192, -0.07833714038133621, -0.04668549820780754, -1.2998105926034217e-33, 0.00573801388964057, 0.004896323196589947, 0.03762379288673401, -0.002738438779488206, 0.0010674518998712301, 0.04812847822904587, -0.07060547173023224, 0.0109152402728796, 0.01937982626259327, -0.009839201346039772, -0.01651199720799923, 0.06789769232273102, -0.016397764906287193, -0.029983941465616226, -0.0002861134707927704, -0.0002350329014007002, 0.07154762744903564, -0.01934295892715454, 0.09688618034124374, 0.08808252215385437, 0.02219626121222973, -0.03713934123516083, -0.10554220527410507, -0.06185271590948105, 0.07607140392065048, 0.0374736525118351, 0.09014275670051575, 0.005267289932817221, -0.025875115767121315, -0.03718699887394905, -0.046547453850507736, -0.033923134207725525, 0.006936463061720133, 0.0991320013999939, -0.02819781005382538, 0.03231888264417648, 0.01807786338031292, -0.011804846115410328, -0.06167946383357048, -0.03754359483718872, -0.03899892792105675, -0.04243965819478035, -0.042617712169885635, 0.0783400908112526, -0.035973623394966125, 0.03351672366261482, 0.016467418521642685, 0.09575661271810532, -0.1173427626490593, 0.05977713689208031, -0.02863490767776966, 0.03605097904801369, 0.09311260282993317, -0.0058337002992630005, -0.05163688212633133, 0.03518527001142502, -0.035104379057884216, 0.027950705960392952, 0.022197775542736053, -0.06738875061273575, -0.018262233585119247, 0.03880125284194946, 0.06597917526960373, 0.11222454160451889, -0.027480289340019226, 0.022921493276953697, -0.005737504456192255, 0.0888867899775505, -0.02243906818330288, -0.017458243295550346, 0.013523858040571213, -0.03276195377111435, -0.017939185723662376, 0.016208507120609283, 0.053663935512304306, 0.08032349497079849, -0.04116249457001686, -0.025478500872850418, -0.04392332211136818, -0.068649061024189, -0.04514777287840843, -0.01106672640889883, -0.022786559537053108, -0.03592114523053169, -0.03081858716905117, -0.04574829712510109, -0.006168751046061516, 0.10450110584497452, -0.02826952002942562, -0.028159547597169876, 0.018908793106675148, 0.08757804334163666, 0.061552494764328, 0.021989380940794945, 0.0775841698050499, -2.3079204325426872e-08, -0.09051630645990372, 0.08852560818195343, -0.02730090729892254, -0.029334962368011475, 0.09171883761882782, 0.026826132088899612, 0.11916989088058472, 0.09476108849048615, -0.04147617891430855, -0.0014481645775958896, -0.0945361852645874, 0.07294037938117981, 0.08963115513324738, -0.009582973085343838, 0.028462303802371025, -0.02655484899878502, -0.050246190279722214, -0.10451559722423553, -0.05032600089907646, 0.035283029079437256, 0.004238742869347334, -0.03512551635503769, 0.030972570180892944, -0.002343069529160857, -0.06840565800666809, 0.048119883984327316, 0.021035851910710335, 0.010507437400519848, -0.044456884264945984, 0.023300472646951675, 0.07024174928665161, 0.01758842170238495, -0.0594480074942112, -0.08852758258581161, -0.016441136598587036, 0.039389390498399734, 0.0034322701394557953, -0.01961202174425125, 0.08098536729812622, 0.019505666568875313, -0.10240491479635239, -0.06536012142896652, -0.01648702658712864, 0.03706717863678932, -0.05317971855401993, -0.011313928291201591, 0.030256832018494606, -0.018050696700811386, 0.004883797839283943, -0.02955109067261219, -0.03175603598356247, 0.08563920855522156, 0.06806565076112747, 0.0036463371943682432, 0.03425997495651245, 0.036058809608221054, 0.0636558085680008, 0.024177614599466324, -0.051842011511325836, -0.003666880540549755, 0.013624200597405434, -0.0006392819341272116, -0.035436809062957764, 0.04145238921046257]"
1,"They were in a long low room, filled with the light of lamps swinging from the beams of the roof; and on the table of dark polished wood stood many candles, tall and yellow, burning brightly.",they were in a long low room filled with the light of lamps swinging from the beams of the roof and on the table of dark polished wood stood many candles tall and yellow burning brightly,long low room filled light lamps swinging beams roof table dark polished wood stood many candles tall yellow burning brightly,"[0.0433661974966526, 0.12631432712078094, 0.0004232324718032032, 0.08437501639127731, 0.015990499407052994, 0.0035603553988039494, -0.031855326145887375, -0.03073517233133316, 0.006697919685393572, 0.04522620141506195, 0.05430935323238373, 0.029367851093411446, 0.038063813000917435, -0.05672028288245201, -0.005233346484601498, -0.00398711021989584, -0.06059157848358154, -0.005838443990796804, -0.08298381417989731, 0.028394121676683426, 0.04714048653841019, -0.031996797770261765, -0.027507420629262924, 0.051045339554548264, 0.06419418752193451, 0.04611540213227272, -0.047522060573101044, 0.029946301132440567, 0.08380323648452759, 0.030212566256523132, 0.06326890736818314, 0.055705297738313675, -0.0056311581283807755, 0.023720934987068176, 0.0285392627120018, 0.02482636086642742, 0.06634581834077835, -0.005596652626991272, 0.01817712001502514, 0.025551756843924522, 0.01527470350265503, 0.018465351313352585, 0.027394913136959076, -0.012635250575840473, -0.09821818768978119, -0.012683606706559658, 0.0076154847629368305, -0.07140649110078812, -0.01985231228172779, -0.0408613421022892, 0.043625928461551666, 0.007351277861744165, -0.022128254175186157, 0.061402589082717896, -0.01748625375330448, -0.031301531940698624, -0.047012753784656525, -0.04537133127450943, 0.06081673130393028, -0.01179524790495634, 0.019255176186561584, 0.015642501413822174, 0.002931308001279831, 0.014283441938459873, -0.09833110868930817, 0.01905868574976921, -0.03716176748275757, -0.0681082010269165, 0.06530993431806564, -0.08054845780134201, 0.028213737532496452, 0.029324717819690704, 0.045270901173353195, -0.0176102165132761, -0.06469752639532089, -0.08087632805109024, 0.015892237424850464, -0.057234447449445724, -0.09647780656814575, -0.08155947178602219, -0.005986707750707865, -0.08403002470731735, -0.08002641052007675, 0.09815952926874161, 0.00025984947569668293, 0.05187084898352623, -0.004481126554310322, 0.08255953341722488, -0.05164486542344093, 0.06699167937040329, -0.02607777900993824, 0.03127750754356384, -0.05480664223432541, 0.03504990413784981, -0.04968286678195, -0.04332805424928665, 0.0273196492344141, 0.03633026406168938, 0.08609267324209213, 0.05850799009203911, 0.0447855181992054, 0.012081190943717957, 0.004444040823727846, -0.003328596940264106, -0.04635465517640114, -0.03864971175789833, -0.049672581255435944, 0.05471944808959961, -0.011163957417011261, -0.019030259922146797, -0.006763524375855923, -0.026217348873615265, -0.0056168073788285255, 0.04280061647295952, -0.03282628208398819, -0.0442688949406147, 0.039132360368967056, -0.04292028397321701, -0.06985840201377869, 0.026624437421560287, 0.13204540312290192, 0.04270309954881668, 0.012833001092076302, 0.048866789788007736, -0.04505380615592003, 0.04332225024700165, 0.006226414814591408, 1.0228622868397676e-33, 0.02727353945374489, 0.06008320674300194, -0.024936426430940628, 0.04721894860267639, 0.07044317573308945, -0.004507187753915787, -0.037262704223394394, 0.05684167146682739, -0.023940127342939377, 0.014047188684344292, 0.04330213740468025, 0.0735616683959961, 0.013788564130663872, -0.05581286922097206, 0.013635263778269291, -0.012141064740717411, 0.03112128935754299, -0.0601196214556694, -0.040398016571998596, -0.04743795096874237, -0.13200519979000092, 0.06637652218341827, 0.04745889827609062, 0.01010597962886095, -0.04469231516122818, 0.09253349155187607, -0.028224332258105278, -0.025089943781495094, -0.06023949757218361, 0.003422151319682598, 0.09122996032238007, 0.005735622253268957, 0.06482651084661484, 0.02330264262855053, 0.03308551013469696, 0.08937594294548035, 0.06041499972343445, -0.0645422637462616, -0.05057835951447487, -0.007207314018160105, -0.05101647600531578, 0.0072341966442763805, 0.08773470669984818, 0.02496761828660965, -0.06265410780906677, 0.08509284257888794, -0.10588744282722473, 0.04698534309864044, 0.038463082164525986, 0.034440334886312485, -0.01693340763449669, 0.04948896914720535, -0.03935852274298668, 0.02546841837465763, 0.005117808468639851, 0.07854586094617844, -0.019982732832431793, -0.030967114493250847, 0.07916708290576935, 0.008420908823609352, 0.053777314722537994, 0.04794502258300781, -0.008089291863143444, -0.008623072877526283, -0.006894218269735575, -0.09242475777864456, 0.01316538080573082, 0.0011646993225440383, -0.010681865736842155, -0.042105112224817276, -0.023133372887969017, -0.05656282603740692, 0.011742068454623222, -0.0286075659096241, -0.01196749322116375, 0.021975215524435043, -0.023922597989439964, -0.035446710884571075, -0.11315880715847015, 0.05568678304553032, 0.02482539229094982, -0.08957312256097794, -0.02160853147506714, 0.002141267526894808, 0.04021703079342842, -0.09958837181329727, -0.013682379387319088, -0.003188200294971466, -0.1024751141667366, 0.0001568431907799095, -0.03400072082877159, 0.04927629232406616, 0.0696302279829979, -0.09436112642288208, -0.09160183370113373, -2.108645663872183e-33, 0.03645627573132515, 0.05548572912812233, -0.10773063451051712, -0.025446061044931412, 0.0480663888156414, -0.0018791795009747148, -0.11884528398513794, -0.046552080661058426, -0.07670456916093826, 0.02225646749138832, 0.015720676630735397, -0.04293593391776085, 0.0022590127773582935, -0.039386723190546036, -0.009873664006590843, -0.046180520206689835, 0.12372307479381561, 0.07080227136611938, 0.002581063425168395, 0.00479116989299655, 0.017251193523406982, 0.06739161163568497, -0.08518386632204056, -0.024301500990986824, -0.0998287945985794, 0.08872264623641968, 0.05261704698204994, -0.05445002019405365, -0.10360705107450485, -0.015022434294223785, -0.009829376824200153, -0.025955816730856895, -0.04622754082083702, -0.01457985769957304, 0.003945896402001381, 0.01411612331867218, 0.024893784895539284, -0.07029947638511658, -0.04562825337052345, -0.057077378034591675, 0.06752736121416092, 0.06178435683250427, -0.012330036610364914, 0.033966440707445145, -0.06382283568382263, -0.007118285167962313, -0.08919000625610352, 0.025589119642972946, 0.031241029500961304, 0.037327952682971954, 0.049459561705589294, -0.0007248322945088148, -0.061323851346969604, 0.012189306318759918, -0.06038307771086693, -0.06791480630636215, -0.02813299000263214, -0.011442056857049465, 0.11952874809503555, -0.010327310301363468, -0.02917638048529625, -0.005342491436749697, -0.0370650440454483, 0.06437535583972931, -0.044848907738924026, 0.0027966501656919718, -0.027384690940380096, 0.021439574658870697, -0.034737829118967056, -0.008120770566165447, 0.006316819228231907, -0.004134087357670069, 0.014192499220371246, 0.07443968206644058, -0.0326288565993309, 0.002383241895586252, -0.05095760151743889, 0.02365247718989849, 0.061479318886995316, -0.02275318093597889, -0.006697782780975103, -0.010689256712794304, -0.021469349041581154, 0.012288813479244709, 0.0037872965913265944, -0.0059129055589437485, -0.029408453032374382, -0.004450857173651457, -0.0007784595363773406, -0.04563691094517708, 0.019549548625946045, 0.08893856406211853, 0.06953980028629303, -0.034393273293972015, 0.022199803963303566, -2.7055477858084487e-08, -0.014162818901240826, 0.008958499878644943, -0.032807961106300354, -0.04539699852466583, 0.02799816057085991, -0.051112037152051926, 0.17765244841575623, 0.13381549715995789, -0.08024479448795319, 0.011398053728044033, -0.003556738141924143, 0.05317927896976471, 0.0894547700881958, 0.004297961015254259, 0.03272472694516182, 0.06173042580485344, -0.04293595626950264, -0.07809755206108093, -0.0005015573115088046, 0.03494191914796829, 0.06436116248369217, 0.00733317993581295, 0.024682698771357536, 0.02539592795073986, -0.005003667436540127, -0.019030634313821793, -0.019149167463183403, 0.0032666136976331472, -0.0024740782100707293, 0.040788039565086365, 0.029235804453492165, 0.04161499813199043, -0.00835007056593895, -0.09468742460012436, -0.006240869406610727, 0.03462489694356918, -0.053383927792310715, -0.023882610723376274, -0.033245187252759933, -0.053399741649627686, -0.12442667782306671, -0.10617872327566147, -0.0015662573277950287, -0.006777048576623201, 0.0750560536980629, -0.03371751680970192, 0.01561267301440239, 0.06385897845029831, -0.03614652901887894, 0.02931768260896206, 0.01719435304403305, 0.007432467304170132, 0.0031771468929946423, 0.030430365353822708, -0.0758596807718277, -0.1578219085931778, 0.05836699157953262, 0.034130413085222244, 0.02572167105972767, -0.07866580039262772, 0.05102372169494629, 0.016881771385669708, -0.0820370763540268, 0.043660640716552734]"
2,"In a chair, at the far side of the room facing the outer door, sat a woman.",in a chair at the far side of the room facing the outer door sat a woman,chair far side room facing outer door sat woman,"[0.019039034843444824, -0.034240059554576874, -0.08484701812267303, 0.05405202507972717, -0.021830514073371887, -0.0068231141194701195, -0.01307524461299181, -0.046824511140584946, 0.07441741228103638, 0.024717366322875023, 0.025480186566710472, -0.03445526584982872, 0.050018761307001114, -0.07219859957695007, 0.028747236356139183, -0.037569377571344376, 0.07353434711694717, 0.02562415599822998, 0.04701848328113556, 0.07762662321329117, -0.03168075904250145, -0.014851916581392288, -0.022750088945031166, -0.031604547053575516, -0.05658639222383499, -0.06757570058107376, 0.036970727145671844, -0.03822297602891922, -0.036456406116485596, -0.005450597498565912, -0.059877973049879074, 0.01533583179116249, -0.011030850000679493, -0.009531618095934391, 0.025062261149287224, 0.024759314954280853, -0.016516543924808502, -0.00257766037248075, 0.06860680878162384, -0.06662511825561523, -0.0353897400200367, -0.01910390518605709, 0.0025452994741499424, -0.035281796008348465, 0.009593680500984192, 0.018585169687867165, 0.0056714327074587345, -0.008341820910573006, 0.008439615368843079, -0.03905569761991501, -0.05466972663998604, 0.037636648863554, -0.0801796093583107, 0.12267022579908371, -0.051694802939891815, -0.015717266127467155, 0.03793814778327942, -0.029918676242232323, -0.0022540041245520115, -0.004855494946241379, 0.09152169525623322, -0.009997913613915443, 0.027857298031449318, 0.02547195740044117, -0.009577644057571888, -0.04869692027568817, 0.007160938810557127, -0.07804201543331146, -0.05173011124134064, -0.021219860762357712, 0.035739462822675705, 0.02601834200322628, -0.010936923325061798, -0.006279756780713797, 0.04714062064886093, -0.08561249077320099, 0.013177686370909214, -0.012132891453802586, 0.06319257616996765, 0.048244234174489975, -0.012084647081792355, 0.015437719412147999, 0.011956250295042992, 0.012999659404158592, 0.003931004088371992, 0.005963881965726614, 0.04085434600710869, 0.06304528564214706, -0.058735739439725876, 0.01431239116936922, 0.03953496366739273, -0.0262270700186491, -0.04664623364806175, 0.03543047979474068, -0.007674640975892544, -0.02216998115181923, -0.04463332146406174, 0.08930518478155136, 0.07805487513542175, 0.046239160001277924, -0.014987333677709103, 0.07711872458457947, -0.03830214962363243, 0.010633761994540691, 0.006348953582346439, 0.012568270787596703, 0.03419286385178566, -0.052682824432849884, -0.026913046836853027, -0.05056740716099739, -0.052500221878290176, -0.03748492896556854, -0.008191174827516079, -0.010370487347245216, -0.01146108377724886, -0.07236837595701218, 0.07825915515422821, -0.030620554462075233, 0.1078391894698143, -0.03770856559276581, -0.00965017732232809, -0.052551764994859695, -0.016100000590085983, 0.04398127272725105, 0.031052954494953156, -0.08023588359355927, -0.00025201868265867233, -3.7133793074079136e-33, 0.022256184369325638, -0.030242661014199257, 0.060287412256002426, -0.020510733127593994, 0.05560857430100441, 0.07830781489610672, 0.05396605655550957, 0.14309410750865936, 0.050721000880002975, 0.00010425044456496835, -0.012660757638514042, -0.14343281090259552, -0.04497668892145157, -0.08292260020971298, 0.029716171324253082, 0.028676146641373634, -0.061883892863988876, 0.0245576910674572, -0.12150129675865173, 0.05708206817507744, 0.025446584448218346, 0.009248225018382072, 0.002905118279159069, 0.027706947177648544, -0.02158019132912159, 0.04675709828734398, 0.08473341166973114, -0.0287216417491436, -0.022510377690196037, 0.00807803962379694, 0.018824178725481033, -0.018146036192774773, -0.02827618643641472, 0.014331361278891563, 0.01107782032340765, -0.015312758274376392, -0.004419384524226189, 0.03784553334116936, -0.0319993756711483, -0.017156535759568214, -0.11206699907779694, 0.019747959449887276, 0.06435451656579971, -0.03010711632668972, -0.06473782658576965, 0.037065017968416214, -0.01592179946601391, -0.0006350168841890991, 0.0036663557402789593, -0.006157970521599054, -0.11337779462337494, 0.04666303098201752, 0.01226198673248291, -0.0023716408759355545, -0.04499799385666847, -0.07290425151586533, 0.07450566440820694, 0.012868030928075314, -0.013100146315991879, -0.03403662145137787, -0.026565777137875557, -0.0018688519485294819, 0.07762879133224487, 0.014272915199398994, -0.08698546141386032, -0.02556266263127327, -0.0672442764043808, -0.11948440968990326, 0.09408968687057495, 0.05689098313450813, -0.07402648031711578, 0.037078745663166046, 0.03812967985868454, 0.08426816016435623, -0.03884836286306381, 0.01553930900990963, 0.007233369164168835, -0.0112879304215312, 0.04927990213036537, -0.11881508678197861, 0.01577409915626049, 0.013440209440886974, -0.000819104490801692, 0.10442668199539185, 0.00026256617275066674, -0.027475060895085335, -0.09428098052740097, -0.023846646770834923, -0.003079211339354515, 0.04749923199415207, -0.013292786665260792, 0.011377713643014431, 0.011839720420539379, -0.010336626321077347, -0.058033887296915054, 8.673888326061194e-34, 0.04211537539958954, 0.008836502209305763, -0.03156934306025505, -0.058384742587804794, 0.02368694730103016, -0.022693347185850143, -0.03337157145142555, 0.027905644848942757, 0.024501297622919083, 0.06885295361280441, 0.10047196596860886, 0.005122524220496416, 0.1494840830564499, 0.05280676484107971, 0.056425243616104126, 0.013069024309515953, 0.07630769163370132, -0.04694072902202606, 0.003267061896622181, 0.008824911899864674, -0.016650328412652016, 0.018077334389090538, 0.1093023419380188, -0.03379116579890251, 0.01882733590900898, -0.029534412547945976, 0.13063006103038788, 0.05968227609992027, -0.0731733962893486, -0.05240051820874214, -0.08016540855169296, -0.002718701958656311, -0.05198068544268608, 0.013927003368735313, 0.05003092810511589, -0.019789276644587517, 0.07356223464012146, -0.0680917501449585, -0.04758673533797264, 0.005413495469838381, 0.04171351343393326, 0.02388031966984272, -0.016720402985811234, 0.08071021735668182, 0.03211502730846405, -0.04305168241262436, -0.04578069970011711, -0.025372667238116264, 0.0020174109376966953, -0.005014712922275066, -0.049037933349609375, -0.05718391761183739, 0.07082938402891159, -0.014201280660927296, 0.041687626391649246, 0.008167799562215805, -0.050730105489492416, -0.009160788729786873, 0.12474938482046127, 0.038474585860967636, -0.05119160935282707, 0.05338462442159653, 0.005686184857040644, -0.032720424234867096, -0.08717887848615646, 0.011087280698120594, -0.03756900504231453, -0.010740658268332481, -0.032738637179136276, 0.004853146616369486, 0.08388058841228485, -0.01489545963704586, -0.0878564789891243, 0.10749781131744385, 0.024529585614800453, 0.03285778686404228, 0.1016397774219513, -0.04945233091711998, 0.004365085158497095, -0.011716150678694248, -0.09726196527481079, -0.04595392569899559, 0.024997210130095482, -0.0710722953081131, 0.029119590297341347, -0.03778486326336861, 0.0454309843480587, -0.04373420029878616, -0.07026620209217072, -0.03276541829109192, -0.06366576999425888, 0.10392678529024124, 0.027970777824521065, -0.08757147938013077, 0.03481099754571915, -2.1911086278691982e-08, -0.07691197842359543, -0.04574232175946236, 0.007731015793979168, -0.017855854704976082, 0.00786732230335474, -0.08996134996414185, 0.13687056303024292, 0.016852252185344696, -0.06351416558027267, -0.016538802534341812, -0.04926123842597008, 0.014169691130518913, 0.10646641254425049, 0.0003729947202373296, 0.031054897233843803, 0.09081164747476578, -0.01651867665350437, -0.005876224022358656, -0.0293175857514143, 0.040932703763246536, 0.13404704630374908, -0.08598507940769196, 0.019821010529994965, -0.0008619020227342844, -0.021350178867578506, 0.034492623060941696, -0.013793149963021278, 0.0043378849513828754, -0.05565144494175911, 0.05185756832361221, 0.03834972903132439, 0.011021215468645096, 0.035794682800769806, -0.02400856837630272, -0.07353699952363968, 0.10201573371887207, 0.04924408346414566, 0.02210567519068718, -0.046107467263936996, -0.024105016142129898, -0.05369359254837036, -0.10432790219783783, -0.02737082540988922, 0.01872604340314865, 0.023240240290760994, 0.002256264677271247, 0.02631741762161255, 0.03124643862247467, -0.033313266932964325, 0.05894555151462555, 0.010247902013361454, -0.012862534262239933, 0.035695116966962814, -0.061421580612659454, -0.0476050041615963, -0.018418144434690475, 0.0630316361784935, -0.03600667417049408, -0.045233745127916336, 0.09185668081045151, 0.04960421472787857, 0.14548194408416748, -0.027266597375273705, 0.008016097359359264]"
