word1,word2,MI_score
aragorn,upon,0.6503061694543621
gandalf,city,0.6493307853970478
sam,left,0.6486431202317178
black,great,0.6482795836187591
men,gate,0.6480932240020056
yet,passed,0.6480932240020056
go,may,0.6475858134486732
said,done,0.6470310374214989
king,long,0.6432062519633686
one,pippin,0.6427848271848511
men,old,0.6408211529520038
dark,pippin,0.640390312044472
days,come,0.6401106928865268
seemed,could,0.6399171421350509
lay,sam,0.639365306643704
dont,said,0.6388105306165315
would,said,0.6370971158772569
end,could,0.6348639144087631
men,men,0.6341202814494018
come,pippin,0.6338517024148445
men,road,0.6327838338865863
may,long,0.6319325491371881
still,seemed,0.6318498608669341
sam,sam,0.6288346391515347
yet,would,0.6265278741670706
last,looked,0.6259569985224527
said,sent,0.6243109609214184
said,wont,0.6243109609214184
said,dead,0.6243109609214166
aragorn,said,0.624310960921413
eomer,said,0.624310960921413
city,went,0.6224713253311034
ever,great,0.6222843750858154
time,sam,0.6215239938835175
yet,aragorn,0.6202845650779985
would,stood,0.6192558031170705
came,high,0.6190166612519015
pippin,lord,0.6190166612519015
come,even,0.6180843865565286
behind,men,0.6168422900175656
eyes,gandalf,0.6165939989850457
shall,king,0.6164698694912385
looked,back,0.6151502435658696
could,though,0.6148261611722194
things,sam,0.6141547438464272
pippin,pippin,0.6137223615823899
land,sam,0.6118845702215978
men,king,0.6095003146763993
know,frodo,0.6087946246392715
sam,much,0.6069438289513265
see,said,0.6047707745257682
said,maybe,0.6032493453935857
men,still,0.6006623629621295
said,one,0.6001446497906642
would,could,0.5997643311749457
set,great,0.5995642985857312
hand,frodo,0.5993342953902054
far,see,0.5991656496819662
sam,take,0.5983380383836501
take,sam,0.5983380383836501
said,come,0.5979768131079517
said,man,0.5968302244993069
away,pippin,0.596561810424209
saw,gandalf,0.5965562457485021
king,came,0.5953896023232446
aragorn,shall,0.5946654991728906
must,said,0.594563617527367
think,come,0.5942376446021598
always,said,0.5918894832290373
said,looking,0.5918894832290373
saw,like,0.5917230920125576
doubt,said,0.5886870511906945
said,call,0.5886870511906945
shall,lord,0.5881226533061188
come,merry,0.5850693293285651
way,like,0.5842801088269969
came,rode,0.5834554760289574
still,last,0.5793824409728003
still,would,0.5790970131271962
go,long,0.5770077622865664
eyes,would,0.5766612620152838
ride,said,0.5759479393600166
gandalf,would,0.5757807645568356
men,yet,0.5740926425582273
see,one,0.5720719887996921
us,gandalf,0.5718941915142324
still,could,0.5712697951854793
back,time,0.571259770587428
sam,thought,0.5694164290811425
say,come,0.5688408675366805
time,still,0.5658865984885768
never,said,0.5654172718678474
said,never,0.5654172718678474
end,would,0.5646886203492087
would,end,0.5646886203492087
come,yet,0.5644464229544539
grey,came,0.5635215486601979
last,shall,0.5617508767001542
well,pippin,0.5614291696989575
said,little,0.5609850255525863
us,pippin,0.5608020473066073
look,said,0.5601806235017008
doom,said,0.5601806235016991
could,must,0.5585370303256738
came,last,0.5580876626095694
even,still,0.5578492794231575
back,went,0.5575088003276178
great,behind,0.5551701792272787
came,set,0.5544764090571945
said,strange,0.5539216330300167
long,men,0.5531836527952478
came,seemed,0.5516613934501393
like,old,0.55085081059703
last,city,0.5501824645242248
came,shadow,0.5499750168222501
said,us,0.5490228336171796
aragorn,last,0.5475569951174037
pippin,stood,0.5445918201253477
white,great,0.5432960789389849
last,merry,0.541014149250632
great,upon,0.5401158335049878
come,know,0.5400818745552574
eyes,sam,0.5398296330927934
back,city,0.5393757095676417
upon,lord,0.5368481196710757
said,lord,0.5368481196710739
frodo,went,0.5366935761109737
good,came,0.5365545010599302
one,long,0.5341387351892237
time,go,0.5340611526331784
went,went,0.5336892121745649
even,one,0.5331954889700139
merry,see,0.53236227899772
came,turned,0.5321085960287402
may,gandalf,0.5317051013985328
even,yet,0.5312795590192554
said,others,0.5312015565299362
fell,great,0.5291749706943314
come,many,0.5289584960835434
gandalf,like,0.5259914502041418
come,still,0.5239019474998194
hands,said,0.5219492432917363
im,said,0.5199743011066804
see,see,0.519364938468847
yet,shall,0.5190012292408177
long,stood,0.5184078883216934
far,shall,0.5174225002404302
shall,far,0.5174225002404302
called,said,0.5173957570049019
said,minas,0.5173957570049019
road,men,0.5173066164666533
morning,said,0.5157865041432466
heard,great,0.5121014573353921
came,behind,0.5100822896987403
fear,came,0.5100822896987385
could,eyes,0.5093330323249052
said,none,0.5088337435014818
another,said,0.50883374350148
would,see,0.5086225579284509
passed,men,0.5085893993655421
gandalf,shall,0.5047799956556958
one,many,0.5045054523590036
lord,pippin,0.5035394438319685
end,come,0.5026071691365921
one,one,0.5019222913450037
came,passed,0.5013650725976326
many,great,0.5009780788636817
go,aragorn,0.499551622206571
gandalf,aragorn,0.4991481275763654
like,aragorn,0.4943149738404209
well,aragorn,0.4943149738404209
went,aragorn,0.4943149738404209
back,could,0.49418080709235923
said,look,0.4930664276431642
lord,gandalf,0.4926052817095936
go,come,0.49207650164442285
see,pippin,0.49054210330309544
away,must,0.4896466065076943
frodo,said,0.4891513776397787
said,though,0.48879599026493636
men,day,0.48873746426987985
long,dark,0.48867549815695455
looked,last,0.488453474772518
dark,came,0.4883872185994207
frodo,time,0.4883835782385333
name,said,0.4868074371714801
go,away,0.48649546938112564
aragorn,one,0.4846969712788223
though,come,0.48256941590004665
king,away,0.4823046311665262
far,last,0.48228663785101666
way,could,0.4818522959027973
king,would,0.48101976092495136
see,go,0.4800114358109262
came,looked,0.4795479215506262
seemed,like,0.47931054922545435
us,upon,0.4786335057257798
go,gandalf,0.4767803145479128
great,gondor,0.4766367766805857
see,went,0.4747747874447761
left,came,0.4747492165864582
soon,came,0.4747492165864582
shire,said,0.47456384141673524
frodo,see,0.4708597374413941
head,said,0.47050562484238156
cold,said,0.46903273544350377
said,wild,0.4667696839349347
last,frodo,0.4644047153040951
days,said,0.4599241430205332
sam,turned,0.4549407355062769
turned,sam,0.4549407355062769
said,theres,0.45438595947910443
save,said,0.45438595947910443
said,good,0.45438595947910443
said,hear,0.45438595947910443
ere,said,0.45438595947910443
said,always,0.45438595947910265
city,came,0.4538140700519939
would,long,0.4536157909590415
could,far,0.4521476857336957
last,must,0.45117245869305833
pippin,well,0.4459519522790245
men,lord,0.44364957474134314
come,gandalf,0.44330998545282085
well,yet,0.4406770102383515
sam,looked,0.44044810186168704
like,like,0.4386961362762243
come,heard,0.43751214091470736
well,go,0.43542128478685527
still,must,0.43499253163762397
frodo,end,0.4338163954706715
still,go,0.4318413945110535
see,men,0.4306522342124701
upon,city,0.43053921752473556
went,well,0.43018463642070515
far,one,0.4294802786763654
came,light,0.4289455269733331
wonder,said,0.4279137481179145
going,said,0.4279137481179127
come,gate,0.4269428992045192
get,said,0.426371583309507
said,soon,0.4250021526980099
frodo,away,0.42487635111745803
gandalf,must,0.42478989748202167
great,many,0.42297556686240867
said,gone,0.42267709975176615
come,go,0.4216871737530248
merry,said,0.42137090225114093
come,time,0.41967082815451917
though,great,0.41965520857079674
gandalf,stood,0.41818044058303805
old,gandalf,0.41818044058303805
still,long,0.41618813019956846
come,lord,0.415144327886253
know,come,0.41455099247139593
great,may,0.4136977532743984
come,passed,0.41296995665191716
sam,said,0.4128068557277018
would,way,0.41167700184324296
still,away,0.4114057113200076
first,came,0.40879895386155596
days,came,0.40657771394487874
way,sam,0.4054336927541691
come,day,0.4050906632223299
day,come,0.4050906632223299
gandalf,went,0.4044294703232296
far,men,0.4035377415090764
shall,yet,0.4035240118208847
must,sam,0.4031670857822256
king,one,0.40299676584331223
way,great,0.4021585607213112
said,rohan,0.4019185395849689
could,come,0.4001793562123943
went,like,0.3995963165872851
still,lord,0.39930334011133617
dark,still,0.3986506845739033
still,dark,0.3986506845739033
come,last,0.395691965220081
thought,came,0.39552252543588295
us,would,0.3944579307945357
well,shall,0.39303163800324015
would,yet,0.3920626205300479
said,alone,0.3916502041311407
away,great,0.39011093295678023
came,like,0.3893684239126536
time,said,0.3884226971007436
come,city,0.3877867671347346
faramir,come,0.3863541006407427
away,yet,0.38483599091610543
like,dark,0.38361489668235826
away,far,0.38325726191571796
great,soon,0.3823335823650602
beregond,said,0.38145443702525483
far,great,0.38096545040772867
one,may,0.3797504213510585
time,would,0.3782477036132761
long,many,0.37817595689140404
many,long,0.37817595689140404
see,frodo,0.3777503330499137
silent,said,0.37638344747783137
said,war,0.37638344747783137
gandalf,come,0.37619578959428424
like,merry,0.3722949105537161
one,city,0.3718452232657121
even,would,0.3702103845478586
long,gandalf,0.3680176458449438
back,back,0.3674979806476415
beside,said,0.36557669252124825
frodo,even,0.364869041753181
gandalf,see,0.3641307237607876
great,dark,0.363550106685647
one,lord,0.3626769079921175
came,white,0.36070466566051174
men,one,0.36050253675778166
king,said,0.35981114608312126
see,yet,0.3597362791785592
shall,away,0.3592169250109958
like,gandalf,0.3560664487618297
last,sam,0.3549119171750057
may,would,0.3542688406788361
long,merry,0.35182462994445274
came,merry,0.35153635038691533
said,death,0.3512924665150017
shall,men,0.3489090847709342
said,indeed,0.3486765183079896
gandalf,one,0.3464484462002311
last,went,0.3459231339477533
frodo,know,0.34576021880547536
enough,said,0.344203041728683
men,great,0.3400020846587388
eyes,said,0.3389087420591679
long,see,0.3388272894155797
great,stood,0.3381409426579225
frodo,day,0.3362998895564093
sam,even,0.3333787556253647
rohan,said,0.33152921169357086
comes,said,0.3315292116935691
still,yet,0.3301819160460333
far,still,0.3286031870456476
still,far,0.3286031870456476
come,aragorn,0.32857776936154437
said,make,0.32475067906250743
said,king,0.324187236352401
could,would,0.3241298885615187
would,aragorn,0.321711866856667
little,came,0.3212254722460486
hand,said,0.321119428615642
ill,said,0.3205302127443126
us,come,0.32040383791584404
one,last,0.3176894532188079
merry,would,0.3151690209898952
like,great,0.31416207972348076
said,left,0.31397084030926337
old,could,0.31091947392289754
time,could,0.31091947392289754
sam,must,0.3100576813907452
yet,pippin,0.30888713768280596
upon,like,0.3071998823318296
sam,go,0.30690654426417296
seemed,would,0.30670744224170043
thought,sam,0.3063820232473464
many,last,0.30433107036378715
frodo,last,0.303940043110849
black,came,0.3036314122313115
could,even,0.30288215485747827
said,even,0.30238286603405484
since,said,0.30238286603405484
together,said,0.30238286603405484
upon,aragorn,0.30238286603405307
one,still,0.30150952616337534
seemed,sam,0.30046413315262654
great,seemed,0.29718900111976865
well,long,0.2942371383915088
came,stood,0.293053053129384
pippin,like,0.28983275036174305
said,two,0.28870792913697585
two,said,0.28870792913697585
frodo,saw,0.28824776015026643
behind,came,0.2876898683622926
like,men,0.28765837912740366
men,come,0.28743907456805573
got,said,0.2844609580367923
sam,went,0.2828108686467097
went,long,0.2822644967254355
said,shire,0.28191876347434075
long,far,0.2811244768787642
said,things,0.2794824639239728
could,city,0.2790354129031112
said,son,0.278536124079686
said,thing,0.278536124079686
son,said,0.278536124079686
came,aragorn,0.27561703606171406
yet,one,0.2749398057594732
came,away,0.2746337155368437
back,sam,0.2737158343270245
dark,sam,0.2737158343270245
like,many,0.273115355416806
merry,could,0.2698670976295183
shall,one,0.26793641802170853
come,hand,0.2675871394723952
darkness,said,0.266758956303331
first,said,0.2652298676165863
gandalf,said,0.26312343558682727
back,last,0.2628275181842916
put,said,0.26174088153670994
yet,many,0.26158142290445063
hope,great,0.25971429570110516
away,like,0.25886639967852787
legolas,said,0.2586614886047336
aragorn,gandalf,0.25814002807257097
sam,say,0.25814002807257097
like,sam,0.25330687433662646
far,came,0.2484147196288511
back,still,0.24664759112885548
none,said,0.2457993376676857
said,days,0.24579933766768391
frodo,little,0.2449595780179834
one,aragorn,0.24368887177502785
sam,one,0.24368887177502785
find,said,0.24184132409900272
said,find,0.24184132409900272
said,house,0.24184132409900272
eyes,come,0.23957276330279775
see,gandalf,0.23859984167692616
lord,yet,0.23523009595749755
shall,said,0.233521007889248
aragorn,great,0.23324208433991345
done,said,0.23199353814265677
pippin,said,0.23199353814265322
stood,great,0.23122573874140784
go,lord,0.2299743705060031
sam,know,0.22938103509114782
men,go,0.22779999927166728
yet,upon,0.22671859610197842
upon,went,0.2262798869482623
death,said,0.22576158443114025
passed,great,0.22452486723880583
said,leave,0.22221251735007286
said,people,0.22221251735007286
sam,day,0.21992070584207823
come,one,0.21735472396156652
could,looked,0.21730642315140436
looked,could,0.21730642315140436
back,go,0.2148221452734589
come,way,0.21209202688069162
looked,come,0.21058055996309477
frodo,back,0.20567044690392677
came,heard,0.20397916197305932
folk,said,0.20397916197305932
far,sam,0.2036683367987706
see,long,0.20132376566564503
place,said,0.20109953019687055
said,first,0.20109953019687055
great,city,0.19934167772162326
still,one,0.19459432224686068
came,gate,0.19340992026287118
door,said,0.19135155364531187
water,said,0.19135155364530831
held,said,0.19135155364530831
still,great,0.19106694875153352
went,could,0.19025329974657268
came,black,0.18815419481137852
said,mind,0.1869056486141183
last,away,0.1865775388716493
came,old,0.18613784921286936
sam,seemed,0.18498691573269355
said,old,0.18488930301561268
shall,last,0.1832392534464251
gandalf,yet,0.1824757581404981
sam,end,0.17993368800640752
gandalf,go,0.17722003268900366
long,come,0.17156865580451708
away,sam,0.17099364365319403
many,could,0.1706875424926082
even,come,0.17062540958530548
pippin,great,0.16977217038830617
long,yet,0.16722598845921866
yet,long,0.16722598845921866
north,said,0.16487934228412016
said,wonder,0.16487934228411838
end,said,0.1648793422841166
one,go,0.16276887639146054
long,go,0.1619702630077242
away,frodo,0.16184194528366547
face,said,0.15799295669888025
heart,said,0.1571849504941163
seen,said,0.1571849504941163
great,saw,0.1566208027370024
last,would,0.15470434879665262
could,great,0.14760392937956723
city,come,0.14677866763094016
long,long,0.14631699869623915
could,one,0.14607807514860838
could,dark,0.14368356000822402
dark,could,0.14368356000822402
would,well,0.14210431201701823
men,pippin,0.13879499321292244
house,said,0.13492612018248806
sword,said,0.13492612018248806
words,said,0.13492612018248806
great,lord,0.13358983408166125
said,ill,0.1278851348019181
frodo,one,0.12560280185233452
king,men,0.12407348750615554
come,sam,0.12212689189411563
drew,said,0.12181062039223534
said,fair,0.12181062039223534
still,back,0.12111670904499405
see,great,0.12059249355278823
said,long,0.12007973231311553
sam,old,0.11902365335433629
sam,stood,0.11902365335433629
sam,time,0.11902365335433629
said,way,0.11878292769466725
one,said,0.11861173872491548
men,came,0.11803643304612521
said,folk,0.11651632072272022
frodo,could,0.11525515168170841
many,came,0.11485327150007762
yet,said,0.11124137868204542
said,would,0.11034922910139855
men,away,0.10782864252970725
could,back,0.10715768398311099
hear,said,0.10646265605879535
see,come,0.10258670549847082
would,king,0.10250813767122224
frodo,road,0.10183463591938491
took,said,0.10074900486440441
go,last,0.10009801814618058
men,could,0.09776772495286679
men,dark,0.09507361578360474
away,come,0.09312919519965135
last,said,0.09259048147723803
looked,said,0.09127625224412128
evil,said,0.08825806068120556
great,away,0.08525635142835952
said,battle,0.08515214981338559
back,one,0.08449027692577715
one,back,0.08449027692577715
make,said,0.083742579558713
day,sam,0.08241718209214355
said,back,0.08178372652065491
pippin,could,0.08048973352103062
dark,frodo,0.08013956482006535
war,said,0.07682316561892222
one,would,0.07590278108905224
could,yet,0.07521479148035581
yet,could,0.07521479148035581
came,went,0.07398317489206363
like,came,0.06744032902529185
road,came,0.06262331272752064
brought,said,0.059526342137893096
one,came,0.05782232646369678
pippin,one,0.05782232646369678
go,yet,0.05734837068684229
go,like,0.056909661533126155
one,come,0.056890051768320404
men,upon,0.05662645163209845
upon,men,0.05662645163209845
still,men,0.05317456765963513
great,eyes,0.0511276738896882
said,thought,0.050319578021262856
go,one,0.04729165897152754
gandalf,long,0.04608955095758205
great,gandalf,0.04336079084599831
one,went,0.04205501060537742
sam,like,0.04180276914291525
could,away,0.04096136933439709
hour,said,0.03934846020026228
said,road,0.03934846020026228
said,voice,0.03934846020026228
went,sam,0.034883355203124466
came,hand,0.03405416053074717
away,still,0.03289408806627847
long,one,0.03163839466004248
upon,last,0.028460144057522285
sam,way,0.02692206950043996
yet,men,0.026604847255732977
see,sam,0.024331952034735593
said,spoke,0.020969930885403443
said,along,0.017653389100939165
air,said,0.015501718245889862
gandalf,men,0.01238361367061458
far,frodo,0.010092067291811446
away,one,0.008240297613134828
frodo,still,0.007652196862679261
could,lord,0.006832691795722212
sam,come,0.006649674474182632
us,great,0.006427866418874828
came,eyes,0.006039784361149714
men,long,0.0056958574927534755
said,since,0.0028225841751456926
men,shall,0.0009857813506251034
said,already,-0.00017990398637479643
go,would,-0.00021622803069476504
long,said,-0.002777015472418043
pass,said,-0.007957254578098372
sam,little,-0.008923129446280598
come,long,-0.009003589837302428
came,men,-0.013208100232127151
upon,yet,-0.014289503401816006
road,sam,-0.014544547794944407
long,away,-0.014584622100603184
long,great,-0.016876433608594255
road,great,-0.017819679827805857
frodo,yet,-0.01891752354122289
said,said,-0.019233261062950646
said,together,-0.019545228853306895
frodo,must,-0.021022111866148663
way,came,-0.02144095206095642
said,heart,-0.023387295147703213
black,sam,-0.026517189461017665
last,pippin,-0.026874838111584864
gondor,said,-0.029131277682505896
said,darkness,-0.03280132555557813
city,said,-0.03340788223505342
upon,came,-0.03548677272232936
many,would,-0.03699127531688262
answered,said,-0.03865405180101078
great,like,-0.03947487489121926
last,great,-0.04068063763661556
things,said,-0.042445630963388936
pippin,still,-0.043054765167021
still,pippin,-0.043054765167021
could,gandalf,-0.04592164602128079
last,men,-0.04612272270486173
fear,said,-0.04662476290959461
one,great,-0.04909287745281432
still,sam,-0.053585432659190246
set,said,-0.05376094419122168
far,come,-0.05862068279220267
road,said,-0.0601872133506518
still,come,-0.06106055322133486
come,upon,-0.06498819961447566
one,gandalf,-0.06858905307861107
said,last,-0.07341946996169213
said,end,-0.07612875721967782
said,like,-0.07612875721967782
said,south,-0.07612875721967782
frodo,come,-0.076502605339126
would,back,-0.07849482749637815
gandalf,came,-0.07972961068381323
went,gandalf,-0.08099735684701415
soon,said,-0.0819578360218749
yet,great,-0.08343028509595385
fair,said,-0.0846402570751934
thought,said,-0.08718394572867183
denethor,said,-0.08840708699811373
said,gondor,-0.09053182234665158
went,one,-0.09544851314455727
came,still,-0.10194845422058663
said,land,-0.10360949364178396
great,long,-0.10433927485893335
old,said,-0.10461731417937159
pippin,would,-0.10516277795845852
day,said,-0.1095149257142225
would,like,-0.12093009381677788
last,could,-0.12304366056410032
said,new,-0.12571078607023622
frodo,far,-0.12741145645812324
us,sam,-0.12780052529820196
sam,last,-0.13051490999523452
long,would,-0.13134670976211282
away,men,-0.13317945697408717
could,still,-0.13922358761953646
little,said,-0.13945469258850451
back,great,-0.1445967969846791
said,company,-0.14507611093716832
said,made,-0.14620719295581708
turned,said,-0.15012933866345435
last,come,-0.15179583008241337
come,frodo,-0.15450511734039907
great,went,-0.16103685477213148
said,slowly,-0.1622854009693917
back,come,-0.1626025850389965
like,could,-0.16623201717715475
said,might,-0.16710241726716646
might,said,-0.16710241726716646
back,like,-0.16892612634642035
go,could,-0.17104903347493305
men,last,-0.17165360478872316
said,could,-0.1785565701438756
back,men,-0.18246035974530628
men,back,-0.18246035974530628
said,many,-0.18304396113618537
hobbits,said,-0.18304396113618893
said,ever,-0.18304396113618893
lord,great,-0.18833826080570049
great,come,-0.18927053550107686
great,men,-0.19051263204003988
stood,came,-0.19237377404085976
come,would,-0.193557893904174
back,said,-0.19385071609277205
sun,said,-0.19881127699450474
walls,said,-0.19881127699450474
even,came,-0.20041109310627547
yet,like,-0.20086901884917552
gandalf,great,-0.2045667225975869
cried,said,-0.20576403763627127
battle,said,-0.21440813204552356
men,like,-0.21484196140177758
away,could,-0.22207303649939902
said,put,-0.22368594563353383
aragorn,came,-0.22688330446746718
way,said,-0.22914037572564183
suddenly,said,-0.22983817261513195
great,last,-0.23332571557901005
pippin,frodo,-0.23603500283699574
went,men,-0.23686826773177927
said,right,-0.23818551532864873
far,said,-0.23880723265819626
would,one,-0.2460253137983095
gandalf,frodo,-0.2469691649593706
great,far,-0.247065772205314
went,frodo,-0.2518023186953151
went,would,-0.25843361756671257
ever,said,-0.265506121328162
went,great,-0.26795205868864613
men,would,-0.2719678509655985
upon,gandalf,-0.27292946465338375
gandalf,upon,-0.27292946465338375
great,yet,-0.27607536303834834
company,said,-0.282579634687103
hope,said,-0.282579634687103
great,king,-0.28552192670444043
king,great,-0.28552192670444043
sam,would,-0.2912650100340848
came,far,-0.2921536617338525
away,would,-0.29224833055895516
would,away,-0.29224833055895516
near,said,-0.3016884576348069
said,near,-0.3016884576348069
night,said,-0.3064263766414719
said,night,-0.3064263766414719
said,turned,-0.31059401085670046
said,took,-0.31428849441443774
pippin,came,-0.315888310526212
still,said,-0.3178683846902395
said,hobbits,-0.3205474848861236
said,men,-0.3244637157234074
many,said,-0.32988534946545656
came,king,-0.3306098162329789
much,said,-0.3391631630534704
still,frodo,-0.3402711065576298
came,long,-0.3420722423298663
long,came,-0.3420722423298663
said,seen,-0.34531539003506495
said,master,-0.3476746629089895
came,one,-0.35721517281514537
came,lord,-0.3589570324181004
merry,came,-0.3589570324181004
said,saw,-0.3592009162900176
said,still,-0.35968856038486763
frodo,gandalf,-0.3624463823793036
yet,frodo,-0.366840826961532
frodo,like,-0.3672795361152481
like,frodo,-0.3672795361152481
said,day,-0.38514936832764946
long,frodo,-0.3877498167245115
mordor,said,-0.39199085140768375
away,said,-0.39249732676513815
said,far,-0.39634850964467816
great,could,-0.4049370936492096
great,one,-0.41166295683752097
come,great,-0.4116629568375245
came,pippin,-0.4228035144427267
gandalf,could,-0.4244332692750099
could,like,-0.42926642301095086
like,said,-0.42976571183437784
came,gandalf,-0.4422996900685199
frodo,upon,-0.4437344265016847
great,great,-0.44810495280558627
came,could,-0.4500249831777481
could,came,-0.4500249831777481
theoden,said,-0.455416231549318
heard,said,-0.4631518803289225
came,came,-0.4678914039712616
said,set,-0.46879844347006383
could,frodo,-0.4697073490394459
come,men,-0.47155282592814984
men,gandalf,-0.4730432134996292
said,fell,-0.4826042429950981
said,fear,-0.4871973542955743
went,said,-0.5007016186453228
could,sam,-0.5011976351672622
one,frodo,-0.5024284207607081
towards,said,-0.5131925628285181
one,sam,-0.5153030287211777
land,said,-0.5186469929206261
would,frodo,-0.539882643099002
yet,came,-0.5435556739033345
though,said,-0.5555981290935179
gate,said,-0.5668305264305928
great,came,-0.5671934237778977
said,dark,-0.5673091116202151
pippin,come,-0.567782158754806
said,city,-0.5694607824752644
great,would,-0.5746480612596798
could,men,-0.5803041801597715
away,came,-0.5878627607132216
great,back,-0.5920557739559023
stood,said,-0.6115773028992564
lay,said,-0.6166971385823814
would,came,-0.6197359507882183
sam,yet,-0.620723534425796
yet,sam,-0.620723534425796
said,tower,-0.6236165525221686
left,said,-0.6294456313243693
said,hand,-0.6330768817712347
back,came,-0.6371436634844407
sam,long,-0.6416325241887755
said,behind,-0.6424755797734854
upon,come,-0.6499507003356335
side,said,-0.6684707883064291
sam,away,-0.6770032629017564
would,sam,-0.678288133143333
said,away,-0.6920576086240473
said,looked,-0.7051903536707478
seemed,said,-0.7060787127141417
men,said,-0.7063343510670528
come,came,-0.7197852521998556
stone,said,-0.7261862861627186
great,still,-0.73493246980469
came,frodo,-0.7506081756667555
said,passed,-0.750728470425507
rode,said,-0.7617474713856645
great,go,-0.7667579156600866
made,said,-0.7742384155688598
light,said,-0.7907265383574256
said,shadow,-0.7952279305923682
come,could,-0.8014545049572561
great,said,-0.802771880018021
frodo,would,-0.8029170489327981
came,sam,-0.811845805188625
sam,came,-0.811845805188625
beyond,said,-0.8219452689681503
behind,said,-0.8351206577158798
sam,upon,-0.8351206577158834
came,would,-0.842128372124666
said,eyes,-0.8537363358832266
said,stood,-0.8595048163428416
fell,said,-0.8611158662488272
even,said,-0.8675421354082573
said,great,-0.8749216657738543
said,heard,-0.8781893796077647
said,came,-0.8834836792772798
said,gate,-0.8887586213179546
said,rode,-0.8992509951355991
upon,said,-0.9067585318045381
saw,said,-0.9117419393187944
black,said,-0.9346563312667939
could,said,-0.9472310240374178
came,said,-0.9959584085356923
dark,said,-1.0267407302575116
said,went,-1.0367545188855338
said,black,-1.0415715351833086
frodo,great,-1.0534435895585261
said,upon,-1.0911831029419652
said,seemed,-1.09310183582339
passed,said,-1.1657659697043492
frodo,came,-1.2360350028369993
came,come,-1.3047477529210134
great,sam,-1.3073262970227901
sam,great,-1.3073262970227901
